session_id,user_id,session_start,session_end,platform,device_type,country,is_new_user
S0000904,U000573,2025-05-11T21:03:00,2025-05-11T21:49:00,web,mobile,GB,False
S0000905,U000583,2025-09-13T18:10:00,2025-09-13T18:25:00,ctv,streaming_stick,GB,False
S0000906,U003198,2025-11-29T23:09:00,2025-11-29T23:17:00,android,mobile,GB,False
S0000907,U002388,2025-12-05T23:37:00,2025-12-06T01:08:00,web,desktop,GB,False
S0000908,U003900,2025-12-25T11:12:00,2025-12-25T11:25:00,web,tablet,GB,False
S0000909,U000118,2025-12-24T19:27:00,2025-12-24T21:17:00,web,desktop,GB,False
S0000910,U001540,2025-03-10T09:34:00,2025-03-10T11:20:00,web,mobile,GB,False
S0000911,U002273,2025-09-20T22:46:00,2025-09-21T00:23:00,android,tablet,GB,False
S0000912,U002684,2025-09-04T07:55:00,2025-09-04T08:46:00,web,mobile,GB,False
S0000913,U000362,2025-08-02T13:22:00,2025-08-02T14:16:00,android,mobile,GB,False
S0000914,U002839,2025-06-11T14:26:00,2025-06-11T15:29:00,ios,tablet,GB,False
S0000915,U001878,2025-02-12T20:08:00,2025-02-12T20:17:00,android,mobile,GB,False
S0000916,U000074,2025-12-03T06:21:00,2025-12-03T07:46:00,web,tablet,GB,False
S0000917,U002322,2025-10-19T14:40:00,2025-10-19T16:00:00,web,mobile,GB,False
S0000918,U003294,2025-04-04T14:55:00,2025-04-04T15:43:00,ctv,streaming_stick,GB,False
S0000919,U001886,2025-01-15T18:58:00,2025-01-15T20:51:00,ios,tablet,GB,False
S0000920,U000974,2025-11-18T15:16:00,2025-11-18T16:29:00,web,tablet,GB,True
S0000921,U002113,2025-12-11T18:44:00,2025-12-11T20:10:00,ios,tablet,GB,False
S0000922,U003917,2025-05-10T12:09:00,2025-05-10T12:34:00,web,desktop,GB,False
S0000923,U003581,2025-10-04T14:08:00,2025-10-04T15:58:00,android,tablet,GB,False
S0000924,U002831,2025-12-31T12:57:00,2025-12-31T14:16:00,android,mobile,GB,False
S0000925,U003385,2025-01-08T13:03:00,2025-01-08T13:39:00,web,tablet,GB,False
S0000926,U003332,2025-10-11T13:47:00,2025-10-11T15:46:00,ctv,streaming_stick,GB,False
S0000927,U002710,2025-06-05T08:21:00,2025-06-05T09:21:00,android,mobile,GB,False
S0000928,U000002,2025-08-19T16:02:00,2025-08-19T17:33:00,web,mobile,GB,False
S0000929,U003281,2025-11-09T08:43:00,2025-11-09T09:47:00,android,tablet,GB,False
S0000930,U002309,2025-04-09T14:54:00,2025-04-09T15:07:00,web,mobile,GB,False
S0000931,U003125,2025-09-22T19:49:00,2025-09-22T21:00:00,android,mobile,GB,False
S0000932,U001093,2025-07-14T10:37:00,2025-07-14T11:35:00,ios,mobile,GB,True
S0000933,U002870,2025-12-10T23:56:00,2025-12-11T00:09:00,web,mobile,GB,False
S0000934,U002906,2025-11-03T14:59:00,2025-11-03T16:31:00,ios,mobile,GB,False
S0000935,U001226,2025-12-19T14:06:00,2025-12-19T14:56:00,ctv,smart_tv,GB,False
S0000936,U002898,2025-10-04T16:05:00,2025-10-04T17:35:00,ios,tablet,GB,False
S0000937,U000395,2025-06-17T20:50:00,2025-06-17T21:51:00,android,tablet,GB,False
S0000938,U001935,2025-10-01T19:30:00,2025-10-01T20:18:00,web,desktop,GB,False
S0000939,U000168,2025-05-16T13:52:00,2025-05-16T15:05:00,ios,mobile,GB,False
S0000940,U003043,2025-08-15T15:37:00,2025-08-15T17:13:00,ctv,streaming_stick,GB,False
S0000941,U000103,2025-02-27T21:12:00,2025-02-27T22:24:00,web,tablet,GB,False
S0000942,U001796,2025-06-02T21:01:00,2025-06-02T21:18:00,ctv,smart_tv,GB,False
S0000943,U003426,2025-04-19T16:56:00,2025-04-19T18:36:00,android,tablet,GB,False
S0000944,U002719,2025-06-09T06:24:00,2025-06-09T06:51:00,android,mobile,GB,False
S0000945,U002183,2025-07-03T20:59:00,2025-07-03T22:40:00,ios,mobile,GB,False
S0000946,U001682,2025-04-27T12:32:00,2025-04-27T14:01:00,android,tablet,GB,False
S0000947,U000991,2025-06-08T14:32:00,2025-06-08T15:13:00,ios,tablet,GB,False
S0000948,U001020,2025-02-02T23:02:00,2025-02-03T00:57:00,ctv,smart_tv,GB,False
S0000949,U001319,2025-10-15T14:31:00,2025-10-15T15:34:00,ios,tablet,GB,False
S0000950,U002726,2025-10-17T22:36:00,2025-10-18T00:00:00,web,mobile,GB,True
S0000951,U003566,2025-07-23T15:04:00,2025-07-23T16:08:00,android,tablet,GB,True
S0000952,U002353,2025-01-21T12:53:00,2025-01-21T13:42:00,ios,mobile,GB,False
S0000953,U003972,2025-12-21T14:04:00,2025-12-21T14:16:00,web,mobile,GB,False
S0000954,U002975,2025-03-14T16:22:00,2025-03-14T17:25:00,android,mobile,GB,False
S0000955,U003526,2025-07-11T07:51:00,2025-07-11T08:03:00,android,tablet,GB,False
S0000956,U001220,2025-08-07T20:53:00,2025-08-07T22:36:00,ios,tablet,GB,False
S0000957,U000976,2025-08-18T21:31:00,2025-08-18T22:23:00,web,mobile,GB,False
S0000958,U003285,2025-01-12T11:28:00,2025-01-12T12:13:00,ctv,smart_tv,GB,False
S0000959,U000733,2025-10-16T18:20:00,2025-10-16T18:49:00,android,mobile,GB,False
S0000960,U000482,2025-12-29T14:47:00,2025-12-29T14:55:00,android,tablet,GB,False
S0000961,U002725,2025-12-10T20:09:00,2025-12-10T22:08:00,ios,mobile,GB,False
S0000962,U002128,2025-03-14T12:29:00,2025-03-14T14:28:00,ctv,smart_tv,GB,False
S0000963,U003755,2025-09-01T16:17:00,2025-09-01T17:10:00,ios,tablet,GB,False
S0000964,U002234,2025-05-22T10:48:00,2025-05-22T11:30:00,ios,mobile,GB,False
S0000965,U000640,2025-09-07T15:30:00,2025-09-07T17:26:00,ios,mobile,GB,False
S0000966,U001171,2025-09-29T14:47:00,2025-09-29T15:48:00,ios,tablet,GB,False
S0000967,U001616,2025-02-14T19:37:00,2025-02-14T20:04:00,android,tablet,GB,False
S0000968,U001837,2025-07-17T16:08:00,2025-07-17T18:01:00,android,tablet,GB,False
S0000969,U002738,2025-02-16T14:09:00,2025-02-16T14:37:00,android,tablet,GB,False
S0000970,U002010,2025-06-17T09:35:00,2025-06-17T10:39:00,ctv,smart_tv,GB,False
S0000971,U001611,2025-02-04T13:35:00,2025-02-04T15:35:00,web,tablet,GB,False
S0000972,U001988,2025-07-28T19:37:00,2025-07-28T20:39:00,ios,tablet,GB,False
S0000973,U000317,2025-04-09T08:34:00,2025-04-09T09:35:00,ctv,smart_tv,GB,False
S0000974,U003909,2025-09-07T21:26:00,2025-09-07T21:38:00,android,tablet,GB,False
S0000975,U002734,2025-08-13T17:50:00,2025-08-13T18:31:00,ios,tablet,GB,False
S0000976,U000716,2025-12-18T18:42:00,2025-12-18T20:32:00,ctv,streaming_stick,GB,False
S0000977,U001928,2025-07-26T11:52:00,2025-07-26T12:05:00,ios,tablet,GB,False
S0000978,U001073,2025-02-17T16:25:00,2025-02-17T18:19:00,android,tablet,GB,False
S0000979,U000465,2025-03-09T08:57:00,2025-03-09T09:11:00,ios,mobile,GB,False
S0000980,U000957,2025-11-18T17:41:00,2025-11-18T19:33:00,android,mobile,GB,False
S0000981,U000193,2025-12-05T15:20:00,2025-12-05T17:05:00,ios,tablet,GB,False
S0000982,U002618,2025-01-28T19:06:00,2025-01-28T20:14:00,ios,tablet,GB,True
S0000983,U003139,2025-11-11T14:02:00,2025-11-11T14:20:00,android,mobile,GB,False
S0000984,U003338,2025-12-21T20:11:00,2025-12-21T21:05:00,android,tablet,GB,False
S0000985,U003023,2025-07-11T13:44:00,2025-07-11T15:13:00,web,mobile,GB,False
S0000986,U002463,2025-10-15T15:50:00,2025-10-15T16:20:00,ios,tablet,GB,False
S0000987,U000470,2025-03-13T06:52:00,2025-03-13T07:20:00,ios,mobile,GB,False
S0000988,U003620,2025-02-12T12:05:00,2025-02-12T13:14:00,ios,mobile,GB,True
S0000989,U000587,2025-11-04T15:02:00,2025-11-04T16:39:00,web,mobile,GB,False
S0000990,U002186,2025-06-20T14:43:00,2025-06-20T15:50:00,ios,tablet,GB,False
S0000991,U002813,2025-10-14T11:56:00,2025-10-14T13:18:00,android,mobile,GB,True
S0000992,U000522,2025-10-09T19:40:00,2025-10-09T20:15:00,ctv,smart_tv,GB,False
S0000993,U002377,2025-11-16T15:22:00,2025-11-16T16:42:00,android,tablet,GB,False
S0000994,U000041,2025-11-04T15:48:00,2025-11-04T16:56:00,ios,tablet,GB,False
S0000995,U002366,2025-06-11T15:48:00,2025-06-11T16:35:00,ctv,streaming_stick,GB,False
S0000996,U001943,2025-04-08T15:40:00,2025-04-08T16:03:00,web,tablet,GB,False
S0000997,U001225,2025-06-28T16:39:00,2025-06-28T18:16:00,ios,tablet,GB,True
S0000998,U000252,2025-10-21T13:33:00,2025-10-21T14:03:00,ios,mobile,GB,False
S0000999,U003344,2025-05-29T14:21:00,2025-05-29T15:30:00,ios,tablet,GB,False
S0001000,U003777,2025-04-01T23:17:00,2025-04-02T00:59:00,android,tablet,GB,False
S0001001,U003719,2025-02-12T10:33:00,2025-02-12T12:05:00,ctv,smart_tv,GB,False
S0001002,U000573,2025-10-24T22:29:00,2025-10-24T23:13:00,android,mobile,GB,False
S0001003,U002808,2025-10-29T15:43:00,2025-10-29T15:58:00,android,mobile,GB,False
S0001004,U000156,2025-06-24T17:08:00,2025-06-24T18:35:00,web,desktop,GB,False
S0001005,U001450,2025-09-18T13:20:00,2025-09-18T14:02:00,web,mobile,GB,False
S0001006,U002929,2025-03-26T23:31:00,2025-03-26T23:37:00,ios,tablet,GB,True
S0001007,U002202,2025-09-13T15:04:00,2025-09-13T16:27:00,ctv,streaming_stick,GB,True
S0001008,U000190,2025-08-09T07:15:00,2025-08-09T07:56:00,web,desktop,GB,False
S0001009,U001902,2025-05-03T11:29:00,2025-05-03T12:06:00,ios,tablet,GB,False
S0001010,U001269,2025-02-09T19:52:00,2025-02-09T21:40:00,ios,mobile,GB,False
S0001011,U000575,2025-10-06T22:51:00,2025-10-06T23:41:00,web,desktop,GB,False
S0001012,U000995,2025-09-04T12:47:00,2025-09-04T13:37:00,ios,tablet,GB,False
S0001013,U002204,2025-08-05T21:17:00,2025-08-05T22:59:00,web,tablet,GB,False
S0001014,U003932,2025-03-12T13:05:00,2025-03-12T13:27:00,android,mobile,GB,False
S0001015,U003602,2025-07-07T22:32:00,2025-07-07T23:55:00,web,mobile,GB,False
S0001016,U003013,2025-01-11T15:07:00,2025-01-11T15:46:00,android,mobile,GB,False
S0001017,U003782,2025-08-28T07:26:00,2025-08-28T08:28:00,android,tablet,GB,False
S0001018,U001873,2025-06-03T12:45:00,2025-06-03T14:34:00,ios,mobile,GB,False
S0001019,U003016,2025-06-16T17:28:00,2025-06-16T17:41:00,android,tablet,GB,False
S0001020,U003440,2025-08-01T19:53:00,2025-08-01T21:00:00,web,tablet,GB,False
S0001021,U002760,2025-03-22T14:18:00,2025-03-22T15:03:00,web,mobile,GB,False
S0001022,U003287,2025-10-20T22:27:00,2025-10-20T23:39:00,ios,mobile,GB,False
S0001023,U002104,2025-01-07T19:00:00,2025-01-07T19:29:00,web,desktop,GB,False
S0001024,U002273,2025-03-11T14:43:00,2025-03-11T15:11:00,android,tablet,GB,False
S0001025,U001940,2025-09-09T17:38:00,2025-09-09T18:02:00,ios,mobile,GB,False
S0001026,U000755,2025-03-30T12:49:00,2025-03-30T13:50:00,web,desktop,GB,False
S0001027,U003807,2025-09-08T12:26:00,2025-09-08T14:05:00,ctv,smart_tv,GB,False
S0001028,U002925,2025-01-22T14:39:00,2025-01-22T16:29:00,android,tablet,GB,False
S0001029,U002910,2025-10-16T19:42:00,2025-10-16T21:07:00,android,mobile,GB,False
S0001030,U000904,2025-06-26T14:12:00,2025-06-26T15:31:00,android,mobile,GB,False
S0001031,U000110,2025-03-03T21:32:00,2025-03-03T22:37:00,web,desktop,GB,True
S0001032,U000181,2025-10-03T21:11:00,2025-10-03T21:32:00,ctv,smart_tv,GB,False
S0001033,U001471,2025-03-27T08:37:00,2025-03-27T09:12:00,web,tablet,GB,False
S0001034,U001472,2025-09-28T16:01:00,2025-09-28T16:43:00,ios,mobile,GB,False
S0001035,U000291,2025-01-08T20:18:00,2025-01-08T21:23:00,android,mobile,GB,False
S0001036,U000743,2025-06-30T21:39:00,2025-06-30T23:16:00,ios,tablet,GB,False
S0001037,U000499,2025-10-18T08:25:00,2025-10-18T09:23:00,ctv,smart_tv,GB,False
S0001038,U003016,2025-08-25T18:49:00,2025-08-25T18:58:00,ios,tablet,GB,False
S0001039,U003884,2025-08-06T07:53:00,2025-08-06T08:42:00,ctv,smart_tv,GB,True
S0001040,U002821,2025-01-08T14:12:00,2025-01-08T14:33:00,ios,tablet,GB,False
S0001041,U003214,2025-12-20T18:22:00,2025-12-20T18:46:00,android,mobile,GB,False
S0001042,U001128,2025-11-08T19:49:00,2025-11-08T21:32:00,ctv,streaming_stick,GB,False
S0001043,U001286,2025-07-15T16:24:00,2025-07-15T17:28:00,ios,tablet,GB,False
S0001044,U002603,2025-07-30T17:07:00,2025-07-30T17:47:00,ctv,streaming_stick,GB,False
S0001045,U002069,2025-01-03T22:53:00,2025-01-03T22:59:00,ios,mobile,GB,False
S0001046,U000450,2025-05-15T11:32:00,2025-05-15T12:11:00,web,mobile,GB,False
S0001047,U000400,2025-05-04T15:11:00,2025-05-04T15:40:00,web,mobile,GB,False
S0001048,U000604,2025-04-25T15:49:00,2025-04-25T17:32:00,ios,mobile,GB,False
S0001049,U002631,2025-05-01T13:02:00,2025-05-01T13:21:00,android,mobile,GB,False
S0001050,U000486,2025-07-08T15:26:00,2025-07-08T17:15:00,ios,tablet,GB,False
S0001051,U000174,2025-01-19T06:22:00,2025-01-19T07:43:00,android,mobile,GB,False
S0001052,U000503,2025-03-25T17:17:00,2025-03-25T18:25:00,ios,tablet,GB,False
S0001053,U000978,2025-06-04T15:36:00,2025-06-04T15:51:00,android,mobile,GB,False
S0001054,U000526,2025-04-26T09:20:00,2025-04-26T10:54:00,ios,tablet,GB,False
S0001055,U001438,2025-11-29T06:30:00,2025-11-29T07:22:00,android,mobile,GB,False
S0001056,U001387,2025-12-20T12:32:00,2025-12-20T14:14:00,ios,mobile,GB,False
S0001057,U002968,2025-09-09T08:47:00,2025-09-09T10:00:00,android,mobile,GB,False
S0001058,U001050,2025-01-09T09:12:00,2025-01-09T10:37:00,ios,tablet,GB,False
S0001059,U001002,2025-02-25T16:19:00,2025-02-25T16:46:00,ios,tablet,GB,False
S0001060,U000659,2025-06-15T15:04:00,2025-06-15T16:09:00,ctv,streaming_stick,GB,False
S0001061,U003930,2025-05-08T12:55:00,2025-05-08T14:02:00,ctv,streaming_stick,GB,False
S0001062,U000274,2025-04-09T14:22:00,2025-04-09T15:04:00,web,mobile,GB,False
S0001063,U003385,2025-04-05T15:14:00,2025-04-05T15:29:00,android,mobile,GB,False
S0001064,U002188,2025-03-26T17:30:00,2025-03-26T18:34:00,web,mobile,GB,False
S0001065,U003479,2025-08-11T18:19:00,2025-08-11T18:38:00,android,mobile,GB,False
S0001066,U002525,2025-11-09T23:24:00,2025-11-10T00:20:00,android,mobile,GB,False
S0001067,U000411,2025-10-12T11:36:00,2025-10-12T11:57:00,web,tablet,GB,False
S0001068,U002893,2025-06-10T15:19:00,2025-06-10T15:52:00,web,mobile,GB,False
S0001069,U003314,2025-09-10T13:12:00,2025-09-10T14:45:00,web,tablet,GB,False
S0001070,U000463,2025-09-14T17:26:00,2025-09-14T18:45:00,ctv,smart_tv,GB,False
S0001071,U002811,2025-06-13T17:34:00,2025-06-13T18:34:00,ios,tablet,GB,False
S0001072,U003693,2025-10-30T22:59:00,2025-10-30T23:39:00,ios,tablet,GB,False
S0001073,U000695,2025-10-18T21:36:00,2025-10-18T23:06:00,web,mobile,GB,False
S0001074,U003170,2025-01-28T06:51:00,2025-01-28T08:42:00,ios,mobile,GB,False
S0001075,U000242,2025-07-08T14:15:00,2025-07-08T14:52:00,android,tablet,GB,False
S0001076,U002528,2025-09-17T15:53:00,2025-09-17T16:27:00,web,desktop,GB,False
S0001077,U002284,2025-02-13T21:53:00,2025-02-13T23:34:00,ctv,smart_tv,GB,False
S0001078,U001805,2025-08-20T20:51:00,2025-08-20T21:52:00,android,mobile,GB,False
S0001079,U000859,2025-10-26T20:40:00,2025-10-26T22:28:00,ios,tablet,GB,False
S0001080,U003850,2025-10-13T09:42:00,2025-10-13T10:47:00,ctv,smart_tv,GB,False
S0001081,U003991,2025-03-03T06:18:00,2025-03-03T06:28:00,ios,mobile,GB,False
S0001082,U003950,2025-08-12T08:19:00,2025-08-12T09:04:00,ctv,smart_tv,GB,False
S0001083,U001072,2025-11-11T08:17:00,2025-11-11T09:43:00,web,tablet,GB,False
S0001084,U000074,2025-01-08T21:05:00,2025-01-08T21:39:00,android,mobile,GB,False
S0001085,U003415,2025-03-02T13:35:00,2025-03-02T14:55:00,android,mobile,GB,True
S0001086,U003751,2025-05-07T20:49:00,2025-05-07T22:16:00,web,desktop,GB,False
S0001087,U000447,2025-10-25T11:49:00,2025-10-25T12:56:00,ios,mobile,GB,False
S0001088,U001092,2025-12-30T14:18:00,2025-12-30T15:04:00,ios,tablet,GB,False
S0001089,U002121,2025-08-07T16:56:00,2025-08-07T17:13:00,android,tablet,GB,False
S0001090,U002820,2025-04-16T21:21:00,2025-04-16T22:45:00,android,mobile,GB,False
S0001091,U001268,2025-11-19T23:06:00,2025-11-19T23:48:00,ios,mobile,GB,False
S0001092,U003040,2025-11-05T11:43:00,2025-11-05T13:05:00,ctv,smart_tv,GB,False
S0001093,U003546,2025-04-25T22:56:00,2025-04-25T23:17:00,ios,mobile,GB,False
S0001094,U001540,2025-10-18T15:40:00,2025-10-18T17:27:00,ios,mobile,GB,False
S0001095,U001551,2025-03-11T14:26:00,2025-03-11T15:58:00,ios,mobile,GB,False
S0001096,U000485,2025-08-23T20:43:00,2025-08-23T20:51:00,ios,mobile,GB,False
S0001097,U002058,2025-12-23T19:22:00,2025-12-23T20:25:00,android,tablet,GB,False
S0001098,U003241,2025-07-10T20:28:00,2025-07-10T21:29:00,ios,tablet,GB,False
S0001099,U001310,2025-09-09T15:13:00,2025-09-09T16:46:00,android,tablet,GB,False
S0001100,U003301,2025-01-21T21:20:00,2025-01-21T21:29:00,android,mobile,GB,False
S0001101,U001686,2025-12-02T18:49:00,2025-12-02T19:54:00,ios,mobile,GB,False
S0001102,U003691,2025-05-23T15:18:00,2025-05-23T16:51:00,web,desktop,GB,False
S0001103,U002721,2025-09-13T16:25:00,2025-09-13T18:14:00,android,tablet,GB,False
S0001104,U000214,2025-05-14T20:00:00,2025-05-14T21:40:00,ios,tablet,GB,False
S0001105,U001473,2025-04-18T10:15:00,2025-04-18T10:47:00,web,mobile,GB,True
S0001106,U001361,2025-12-15T16:10:00,2025-12-15T17:57:00,ios,tablet,GB,False
S0001107,U002152,2025-12-13T22:37:00,2025-12-14T00:06:00,ctv,smart_tv,GB,False
S0001108,U001367,2025-07-23T17:13:00,2025-07-23T17:25:00,android,tablet,GB,False
S0001109,U002202,2025-01-17T15:46:00,2025-01-17T17:05:00,web,tablet,GB,False
S0001110,U003411,2025-08-02T10:43:00,2025-08-02T12:12:00,android,mobile,GB,False
S0001111,U001417,2025-06-06T13:05:00,2025-06-06T14:22:00,android,mobile,GB,False
S0001112,U001271,2025-01-02T17:56:00,2025-01-02T18:37:00,ctv,streaming_stick,GB,False
S0001113,U001627,2025-12-27T15:49:00,2025-12-27T16:14:00,ios,mobile,GB,False
S0001114,U002165,2025-05-03T12:27:00,2025-05-03T13:19:00,android,tablet,GB,False
S0001115,U003990,2025-11-12T12:26:00,2025-11-12T12:49:00,android,mobile,GB,False
S0001116,U003193,2025-08-22T11:00:00,2025-08-22T12:09:00,android,tablet,GB,False
S0001117,U000672,2025-01-30T09:45:00,2025-01-30T10:21:00,android,tablet,GB,False
S0001118,U000414,2025-08-06T15:04:00,2025-08-06T16:35:00,ios,tablet,GB,False
S0001119,U000314,2025-08-26T10:17:00,2025-08-26T12:02:00,ios,mobile,GB,False
S0001120,U002500,2025-01-24T15:05:00,2025-01-24T16:16:00,android,mobile,GB,False
S0001121,U002255,2025-03-18T11:15:00,2025-03-18T11:33:00,ctv,smart_tv,GB,False
S0001122,U002387,2025-06-10T07:58:00,2025-06-10T08:42:00,android,mobile,GB,False
S0001123,U003556,2025-08-31T12:05:00,2025-08-31T13:11:00,ctv,smart_tv,GB,False
S0001124,U001052,2025-07-28T20:22:00,2025-07-28T21:13:00,ctv,streaming_stick,GB,False
S0001125,U000352,2025-05-07T20:59:00,2025-05-07T21:47:00,android,mobile,GB,False
S0001126,U000308,2025-11-14T09:41:00,2025-11-14T10:38:00,ios,tablet,GB,False
S0001127,U000097,2025-04-13T12:26:00,2025-04-13T14:02:00,android,tablet,GB,False
S0001128,U001637,2025-08-17T22:16:00,2025-08-17T22:47:00,ios,mobile,GB,False
S0001129,U003684,2025-02-02T23:05:00,2025-02-03T00:02:00,android,mobile,GB,False
S0001130,U001629,2025-07-21T17:39:00,2025-07-21T18:38:00,ios,mobile,GB,False
S0001131,U002562,2025-09-06T15:06:00,2025-09-06T16:56:00,android,tablet,GB,False
S0001132,U001085,2025-03-18T13:54:00,2025-03-18T14:34:00,web,mobile,GB,False
S0001133,U001775,2025-12-17T19:13:00,2025-12-17T20:02:00,ios,mobile,GB,False
S0001134,U002338,2025-04-11T23:47:00,2025-04-12T01:28:00,web,mobile,GB,True
S0001135,U002133,2025-04-17T16:38:00,2025-04-17T18:14:00,ios,tablet,GB,False
S0001136,U002998,2025-04-15T10:29:00,2025-04-15T10:44:00,ios,mobile,GB,True
S0001137,U001226,2025-03-30T15:57:00,2025-03-30T17:41:00,android,mobile,GB,False
S0001138,U003084,2025-05-16T18:45:00,2025-05-16T18:53:00,web,tablet,GB,False
S0001139,U002298,2025-11-28T06:03:00,2025-11-28T07:25:00,web,desktop,GB,False
S0001140,U001570,2025-10-18T17:09:00,2025-10-18T18:38:00,ctv,smart_tv,GB,False
S0001141,U003893,2025-06-12T16:14:00,2025-06-12T16:36:00,android,mobile,GB,False
S0001142,U001756,2025-02-26T23:55:00,2025-02-27T01:17:00,ios,mobile,GB,False
S0001143,U001201,2025-03-13T15:47:00,2025-03-13T17:30:00,ctv,smart_tv,GB,False
S0001144,U003621,2025-05-03T18:07:00,2025-05-03T19:17:00,web,desktop,GB,False
S0001145,U003784,2025-05-18T14:26:00,2025-05-18T15:34:00,ctv,smart_tv,GB,False
S0001146,U002022,2025-12-16T18:27:00,2025-12-16T18:33:00,ios,mobile,GB,False
S0001147,U003317,2025-03-14T16:58:00,2025-03-14T18:53:00,web,mobile,GB,False
S0001148,U000936,2025-10-17T10:46:00,2025-10-17T11:17:00,ctv,streaming_stick,GB,False
S0001149,U000338,2025-06-30T15:45:00,2025-06-30T17:26:00,ctv,smart_tv,GB,False
S0001150,U001886,2025-07-01T18:40:00,2025-07-01T18:47:00,android,tablet,GB,False
S0001151,U002944,2025-10-22T12:17:00,2025-10-22T14:03:00,ctv,smart_tv,GB,False
S0001152,U002034,2025-10-09T11:42:00,2025-10-09T13:05:00,web,mobile,GB,False
S0001153,U000318,2025-05-29T13:35:00,2025-05-29T14:00:00,ios,mobile,GB,False
S0001154,U000397,2025-03-08T16:00:00,2025-03-08T16:32:00,ios,tablet,GB,False
S0001155,U003496,2025-04-29T10:45:00,2025-04-29T11:10:00,android,tablet,GB,False
S0001156,U000570,2025-03-23T20:12:00,2025-03-23T21:14:00,ctv,streaming_stick,GB,False
S0001157,U002279,2025-09-20T18:10:00,2025-09-20T18:58:00,android,tablet,GB,False
S0001158,U001203,2025-09-24T19:52:00,2025-09-24T21:06:00,ios,mobile,GB,False
S0001159,U001423,2025-05-13T15:44:00,2025-05-13T16:00:00,android,tablet,GB,False
S0001160,U001279,2025-02-09T06:29:00,2025-02-09T07:49:00,web,mobile,GB,False
S0001161,U002999,2025-06-14T11:22:00,2025-06-14T11:54:00,web,tablet,GB,False
S0001162,U001011,2025-06-03T20:42:00,2025-06-03T21:55:00,android,tablet,GB,False
S0001163,U001138,2025-10-23T22:23:00,2025-10-23T23:08:00,android,mobile,GB,False
S0001164,U003087,2025-09-05T13:51:00,2025-09-05T14:29:00,android,tablet,GB,False
S0001165,U002937,2025-06-14T17:01:00,2025-06-14T18:00:00,ios,mobile,GB,False
S0001166,U001419,2025-02-23T18:11:00,2025-02-23T18:39:00,android,mobile,GB,True
S0001167,U000800,2025-08-16T23:16:00,2025-08-17T00:39:00,android,tablet,GB,False
S0001168,U002245,2025-05-25T15:37:00,2025-05-25T15:58:00,ctv,smart_tv,GB,False
S0001169,U001428,2025-12-17T23:15:00,2025-12-17T23:20:00,web,tablet,GB,False
S0001170,U001741,2025-10-14T20:32:00,2025-10-14T20:59:00,ios,mobile,GB,True
S0001171,U001942,2025-11-01T15:57:00,2025-11-01T16:25:00,android,mobile,GB,False
S0001172,U000148,2025-07-02T11:07:00,2025-07-02T11:12:00,android,mobile,GB,False
S0001173,U003284,2025-04-11T17:43:00,2025-04-11T18:21:00,android,mobile,GB,False
S0001174,U000336,2025-03-22T15:49:00,2025-03-22T17:08:00,web,tablet,GB,False
S0001175,U003465,2025-03-27T13:01:00,2025-03-27T13:07:00,ctv,smart_tv,GB,False
S0001176,U003743,2025-11-03T16:51:00,2025-11-03T17:13:00,web,mobile,GB,False
S0001177,U003431,2025-06-20T19:44:00,2025-06-20T21:32:00,ios,mobile,GB,False
S0001178,U001027,2025-08-09T19:14:00,2025-08-09T19:41:00,ctv,smart_tv,GB,False
S0001179,U001228,2025-11-29T15:41:00,2025-11-29T15:50:00,web,desktop,GB,True
S0001180,U001971,2025-09-09T09:22:00,2025-09-09T09:33:00,android,mobile,GB,False
S0001181,U002221,2025-07-15T06:32:00,2025-07-15T08:31:00,ios,tablet,GB,False
S0001182,U003262,2025-12-12T08:20:00,2025-12-12T08:39:00,android,mobile,GB,False
S0001183,U000346,2025-11-27T20:26:00,2025-11-27T21:20:00,android,mobile,GB,False
S0001184,U000089,2025-12-20T13:17:00,2025-12-20T13:36:00,ctv,streaming_stick,GB,False
S0001185,U001811,2025-02-01T12:18:00,2025-02-01T14:09:00,web,tablet,GB,False
S0001186,U002952,2025-03-06T18:39:00,2025-03-06T20:10:00,ios,tablet,GB,False
S0001187,U003184,2025-03-16T13:36:00,2025-03-16T14:35:00,web,desktop,GB,False
S0001188,U002135,2025-04-28T18:36:00,2025-04-28T20:08:00,android,tablet,GB,False
S0001189,U002216,2025-11-18T15:21:00,2025-11-18T16:05:00,ctv,streaming_stick,GB,False
S0001190,U002692,2025-12-11T17:56:00,2025-12-11T19:17:00,ctv,streaming_stick,GB,False
S0001191,U001328,2025-10-25T13:42:00,2025-10-25T15:38:00,android,mobile,GB,False
S0001192,U000212,2025-11-04T19:47:00,2025-11-04T21:14:00,web,desktop,GB,False
S0001193,U003773,2025-04-07T12:52:00,2025-04-07T13:25:00,web,mobile,GB,False
S0001194,U002557,2025-08-29T11:17:00,2025-08-29T11:23:00,web,tablet,GB,False
S0001195,U003086,2025-06-14T16:46:00,2025-06-14T18:00:00,android,tablet,GB,False
S0001196,U001778,2025-12-04T17:42:00,2025-12-04T18:15:00,ios,mobile,GB,False
S0001197,U000232,2025-06-25T13:54:00,2025-06-25T15:54:00,ios,mobile,GB,False
S0001198,U000461,2025-11-10T12:45:00,2025-11-10T14:44:00,android,tablet,GB,False
S0001199,U000606,2025-06-16T17:21:00,2025-06-16T17:41:00,android,tablet,GB,False
S0001200,U000954,2025-08-05T13:07:00,2025-08-05T13:47:00,ios,tablet,GB,False
