broadcast_date,broadcast_hour,channel_id,programme_id,demographic_id,viewers_thousands,tvr_pct,_loaded_at
2025-03-05,20,ITV2,P010,D012,2784.6,4.42,2025-12-31T23:59:00
2025-03-12,16,SKYATL,P038,D015,151.2,0.24,2025-12-31T23:59:00
2025-03-12,6,SKYATL,P036,D004,113.4,0.18,2025-12-31T23:59:00
2025-03-12,9,SKYATL,P012,D014,189.0,0.3,2025-12-31T23:59:00
2025-03-12,17,SKYATL,P038,D004,113.4,0.18,2025-12-31T23:59:00
2025-03-12,13,SKYATL,P024,D004,138.6,0.22,2025-12-31T23:59:00
2025-03-12,8,SKYATL,P019,D012,239.4,0.38,2025-12-31T23:59:00
2025-03-12,21,SKYATL,P041,D004,856.8,1.36,2025-12-31T23:59:00
2025-03-12,15,SKYATL,P001,D008,113.4,0.18,2025-12-31T23:59:00
2025-03-12,22,SKYATL,P025,D005,214.2,0.34,2025-12-31T23:59:00
2025-03-12,19,SKYATL,P025,D008,321.3,0.51,2025-12-31T23:59:00
2025-03-12,23,SKYATL,P022,D005,75.6,0.12,2025-12-31T23:59:00
2025-03-12,7,SKYATL,P056,D016,207.9,0.33,2025-12-31T23:59:00
2025-03-12,20,SKYONE,P045,D014,567.0,0.9,2025-12-31T23:59:00
2025-03-12,22,SKYONE,P010,D005,302.4,0.48,2025-12-31T23:59:00
2025-03-12,9,SKYONE,P065,D008,220.5,0.35,2025-12-31T23:59:00
2025-03-12,11,SKYONE,P056,D004,239.4,0.38,2025-12-31T23:59:00
2025-03-12,7,SKYONE,P036,D008,264.6,0.42,2025-12-31T23:59:00
2025-03-12,15,SKYONE,P033,D004,126.0,0.2,2025-12-31T23:59:00
2025-03-12,19,SKYONE,P050,D016,970.2,1.54,2025-12-31T23:59:00
2025-03-12,17,SKYONE,P032,D008,239.4,0.38,2025-12-31T23:59:00
2025-03-12,13,SKYONE,P011,D013,94.5,0.15,2025-12-31T23:59:00
2025-03-12,14,SKYONE,P056,D011,302.4,0.48,2025-12-31T23:59:00
2025-03-12,6,SKYONE,P046,D004,283.5,0.45,2025-12-31T23:59:00
2025-03-12,21,SKYONE,P034,D002,333.9,0.53,2025-12-31T23:59:00
2025-03-12,10,SKYONE,P003,D014,277.2,0.44,2025-12-31T23:59:00
2025-03-12,11,MAIN,P003,D011,623.7,0.99,2025-12-31T23:59:00
2025-03-12,22,MAIN,P013,D009,1398.6,2.22,2025-12-31T23:59:00
2025-03-12,8,MAIN,P020,D009,1316.7,2.09,2025-12-31T23:59:00
2025-03-12,18,MAIN,P012,D006,768.6,1.22,2025-12-31T23:59:00
2025-03-12,21,MAIN,P001,D016,2381.4,3.78,2025-12-31T23:59:00
2025-03-12,12,MAIN,P026,D007,1278.9,2.03,2025-12-31T23:59:00
2025-03-12,14,MAIN,P003,D013,1442.7,2.29,2025-12-31T23:59:00
2025-03-12,19,MAIN,P018,D002,4895.1,7.77,2025-12-31T23:59:00
2025-03-12,17,MAIN,P012,D009,611.1,0.97,2025-12-31T23:59:00
2025-03-12,10,MAIN,P028,D015,756.0,1.2,2025-12-31T23:59:00
2025-03-12,15,MAIN,P014,D006,516.6,0.82,2025-12-31T23:59:00
2025-03-12,23,MAIN,P030,D008,1329.3,2.11,2025-12-31T23:59:00
2025-03-12,12,BBC1,P011,D003,2671.2,4.24,2025-12-31T23:59:00
2025-03-12,9,BBC1,P017,D016,2916.9,4.63,2025-12-31T23:59:00
2025-03-12,23,BBC1,P060,D003,1883.7,2.99,2025-12-31T23:59:00
2025-03-12,17,BBC1,P053,D010,1348.2,2.14,2025-12-31T23:59:00
2025-03-12,22,BBC1,P047,D007,3641.4,5.78,2025-12-31T23:59:00
2025-03-12,19,BBC1,P001,D002,7944.3,12.61,2025-12-31T23:59:00
2025-03-12,6,BBC1,P029,D014,1392.3,2.21,2025-12-31T23:59:00
2025-03-12,14,BBC1,P052,D011,3339.0,5.3,2025-12-31T23:59:00
2025-03-12,18,ITV2,P011,D009,220.5,0.35,2025-12-31T23:59:00
2025-03-12,13,ITV2,P046,D001,535.5,0.85,2025-12-31T23:59:00
2025-03-12,22,ITV2,P053,D002,459.9,0.73,2025-12-31T23:59:00
2025-03-12,20,ITV2,P040,D013,1606.5,2.55,2025-12-31T23:59:00
2025-03-12,10,ITV2,P011,D010,718.2,1.14,2025-12-31T23:59:00
2025-03-12,8,ITV2,P035,D009,743.4,1.18,2025-12-31T23:59:00
2025-03-12,23,ITV2,P002,D006,390.6,0.62,2025-12-31T23:59:00
2025-03-12,14,ITV2,P038,D001,441.0,0.7,2025-12-31T23:59:00
2025-03-12,9,ITV2,P010,D001,441.0,0.7,2025-12-31T23:59:00
2025-03-12,11,BBC2,P060,D012,378.0,0.6,2025-12-31T23:59:00
2025-03-12,14,BBC2,P053,D007,1071.0,1.7,2025-12-31T23:59:00
2025-03-12,10,BBC2,P026,D008,1146.6,1.82,2025-12-31T23:59:00
2025-03-12,7,BBC2,P063,D003,951.3,1.51,2025-12-31T23:59:00
2025-03-12,6,BBC2,P013,D012,831.6,1.32,2025-12-31T23:59:00
2025-03-12,9,BBC2,P018,D003,825.3,1.31,2025-12-31T23:59:00
2025-03-12,15,BBC2,P063,D009,428.4,0.68,2025-12-31T23:59:00
2025-03-12,13,BBC2,P023,D001,806.4,1.28,2025-12-31T23:59:00
2025-03-12,6,MOVIES,P025,D003,195.3,0.31,2025-12-31T23:59:00
2025-03-12,22,MOVIES,P003,D016,245.7,0.39,2025-12-31T23:59:00
2025-03-12,13,MOVIES,P025,D011,132.3,0.21,2025-12-31T23:59:00
2025-03-12,20,MOVIES,P027,D007,516.6,0.82,2025-12-31T23:59:00
2025-03-12,23,MOVIES,P026,D003,233.1,0.37,2025-12-31T23:59:00
2025-03-12,21,MOVIES,P030,D015,1127.7,1.79,2025-12-31T23:59:00
2025-03-12,16,MOVIES,P012,D008,195.3,0.31,2025-12-31T23:59:00
2025-03-12,18,MOVIES,P013,D007,151.2,0.24,2025-12-31T23:59:00
2025-03-12,10,MOVIES,P009,D006,75.6,0.12,2025-12-31T23:59:00
2025-03-12,20,ITV1,P015,D008,9267.3,14.71,2025-12-31T23:59:00
2025-03-12,17,ITV1,P038,D003,1108.8,1.76,2025-12-31T23:59:00
2025-03-12,18,ITV1,P020,D009,2948.4,4.68,2025-12-31T23:59:00
2025-03-12,11,ITV1,P041,D012,2740.5,4.35,2025-12-31T23:59:00
2025-03-12,14,ITV1,P044,D003,1612.8,2.56,2025-12-31T23:59:00
2025-03-12,9,ITV1,P064,D008,1587.6,2.52,2025-12-31T23:59:00
2025-03-12,6,ITV1,P012,D006,1083.6,1.72,2025-12-31T23:59:00
2025-03-12,15,ITV1,P063,D013,875.7,1.39,2025-12-31T23:59:00
2025-03-12,8,ITV1,P057,D009,1713.6,2.72,2025-12-31T23:59:00
2025-03-12,16,ITV1,P025,D002,2721.6,4.32,2025-12-31T23:59:00
2025-03-12,12,ITV1,P038,D004,2715.3,4.31,2025-12-31T23:59:00
2025-03-12,22,ITV1,P025,D001,957.6,1.52,2025-12-31T23:59:00
2025-03-19,12,SKYONE,P036,D014,239.4,0.38,2025-12-31T23:59:00
2025-03-19,22,SKYONE,P044,D010,245.7,0.39,2025-12-31T23:59:00
2025-03-19,17,SKYONE,P023,D016,214.2,0.34,2025-12-31T23:59:00
2025-03-19,11,SKYONE,P060,D006,119.7,0.19,2025-12-31T23:59:00
2025-03-19,23,SKYONE,P013,D006,258.3,0.41,2025-12-31T23:59:00
2025-03-19,16,SKYONE,P025,D016,113.4,0.18,2025-12-31T23:59:00
2025-03-19,6,SKYONE,P059,D010,69.3,0.11,2025-12-31T23:59:00
2025-03-19,15,SKYONE,P056,D014,126.0,0.2,2025-12-31T23:59:00
2025-03-19,18,SKYONE,P049,D012,239.4,0.38,2025-12-31T23:59:00
2025-03-19,19,SKYONE,P016,D012,1215.9,1.93,2025-12-31T23:59:00
2025-03-19,17,ITV1,P047,D013,1694.7,2.69,2025-12-31T23:59:00
2025-03-19,8,ITV1,P016,D012,1039.5,1.65,2025-12-31T23:59:00
2025-03-19,13,ITV1,P004,D011,2797.2,4.44,2025-12-31T23:59:00
2025-03-19,21,ITV1,P027,D001,8026.2,12.74,2025-12-31T23:59:00
2025-03-19,16,ITV1,P048,D012,1845.9,2.93,2025-12-31T23:59:00
2025-03-19,9,ITV1,P032,D014,2016.0,3.2,2025-12-31T23:59:00
2025-03-19,10,ITV1,P037,D009,1776.6,2.82,2025-12-31T23:59:00
2025-03-19,23,ITV1,P012,D012,1209.6,1.92,2025-12-31T23:59:00
2025-03-19,14,ITV1,P044,D011,2091.6,3.32,2025-12-31T23:59:00
2025-03-19,11,ITV1,P060,D009,2954.7,4.69,2025-12-31T23:59:00
2025-03-19,22,ITV2,P005,D012,617.4,0.98,2025-12-31T23:59:00
2025-03-19,7,ITV2,P065,D008,592.2,0.94,2025-12-31T23:59:00
2025-03-19,9,ITV2,P060,D014,623.7,0.99,2025-12-31T23:59:00
2025-03-19,6,ITV2,P026,D003,554.4,0.88,2025-12-31T23:59:00
2025-03-19,21,ITV2,P007,D009,1442.7,2.29,2025-12-31T23:59:00
2025-03-19,12,ITV2,P014,D010,264.6,0.42,2025-12-31T23:59:00
2025-03-19,8,ITV2,P058,D006,699.3,1.11,2025-12-31T23:59:00
2025-03-19,23,ITV2,P040,D007,485.1,0.77,2025-12-31T23:59:00
2025-03-19,20,ITV2,P059,D004,2576.7,4.09,2025-12-31T23:59:00
2025-03-19,19,ITV2,P056,D015,1530.9,2.43,2025-12-31T23:59:00
2025-03-19,18,ITV2,P012,D013,630.0,1.0,2025-12-31T23:59:00
2025-03-19,17,ITV2,P023,D010,711.9,1.13,2025-12-31T23:59:00
2025-03-19,15,ITV2,P048,D007,441.0,0.7,2025-12-31T23:59:00
2025-03-19,13,BBC1,P020,D005,3578.4,5.68,2025-12-31T23:59:00
2025-03-19,10,BBC1,P065,D007,2538.9,4.03,2025-12-31T23:59:00
2025-03-19,20,BBC1,P024,D004,12593.7,19.99,2025-12-31T23:59:00
2025-03-19,17,BBC1,P031,D016,1852.2,2.94,2025-12-31T23:59:00
2025-03-19,19,BBC1,P057,D008,8290.8,13.16,2025-12-31T23:59:00
2025-03-19,21,BBC1,P029,D001,11081.7,17.59,2025-12-31T23:59:00
2025-03-19,22,BBC1,P017,D002,2475.9,3.93,2025-12-31T23:59:00
2025-03-19,18,BBC1,P010,D001,1663.2,2.64,2025-12-31T23:59:00
2025-03-19,14,BBC1,P065,D009,2381.4,3.78,2025-12-31T23:59:00
2025-03-19,23,BBC1,P060,D007,1663.2,2.64,2025-12-31T23:59:00
2025-03-19,15,BBC1,P020,D004,1493.1,2.37,2025-12-31T23:59:00
2025-03-19,12,BBC1,P015,D010,2866.5,4.55,2025-12-31T23:59:00
2025-03-19,6,BBC1,P061,D003,3748.5,5.95,2025-12-31T23:59:00
2025-03-19,21,MOVIES,P030,D013,1140.3,1.81,2025-12-31T23:59:00
2025-03-19,12,MOVIES,P029,D013,220.5,0.35,2025-12-31T23:59:00
2025-03-19,10,MOVIES,P020,D001,189.0,0.3,2025-12-31T23:59:00
2025-03-19,17,MOVIES,P023,D006,207.9,0.33,2025-12-31T23:59:00
2025-03-19,16,MOVIES,P010,D008,252.0,0.4,2025-12-31T23:59:00
2025-03-19,18,MOVIES,P017,D008,195.3,0.31,2025-12-31T23:59:00
2025-03-19,13,MOVIES,P024,D011,182.7,0.29,2025-12-31T23:59:00
2025-03-19,9,MOVIES,P002,D014,207.9,0.33,2025-12-31T23:59:00
2025-03-19,11,MOVIES,P008,D012,214.2,0.34,2025-12-31T23:59:00
2025-03-19,14,MOVIES,P006,D013,201.6,0.32,2025-12-31T23:59:00
2025-03-19,22,MOVIES,P010,D011,233.1,0.37,2025-12-31T23:59:00
2025-03-19,6,MOVIES,P020,D010,144.9,0.23,2025-12-31T23:59:00
2025-03-19,23,MOVIES,P017,D007,170.1,0.27,2025-12-31T23:59:00
2025-03-19,20,MOVIES,P006,D012,1064.7,1.69,2025-12-31T23:59:00
2025-03-19,16,MAIN,P011,D008,869.4,1.38,2025-12-31T23:59:00
2025-03-19,11,MAIN,P022,D010,825.3,1.31,2025-12-31T23:59:00
2025-03-19,7,MAIN,P005,D009,1134.0,1.8,2025-12-31T23:59:00
2025-03-19,14,MAIN,P020,D014,567.0,0.9,2025-12-31T23:59:00
2025-03-19,9,MAIN,P027,D006,1442.7,2.29,2025-12-31T23:59:00
2025-03-19,20,MAIN,P005,D016,2664.9,4.23,2025-12-31T23:59:00
2025-03-19,22,MAIN,P027,D007,976.5,1.55,2025-12-31T23:59:00
2025-03-19,8,MAIN,P021,D001,1234.8,1.96,2025-12-31T23:59:00
2025-03-19,15,CHAN5,P025,D001,459.9,0.73,2025-12-31T23:59:00
2025-03-19,11,CHAN5,P054,D013,1077.3,1.71,2025-12-31T23:59:00
2025-03-19,20,CHAN5,P001,D008,2942.1,4.67,2025-12-31T23:59:00
2025-03-19,7,CHAN5,P043,D004,674.1,1.07,2025-12-31T23:59:00
2025-03-19,17,CHAN5,P018,D012,711.9,1.13,2025-12-31T23:59:00
2025-03-19,22,CHAN5,P030,D004,724.5,1.15,2025-12-31T23:59:00
2025-03-19,12,CHAN5,P057,D008,592.2,0.94,2025-12-31T23:59:00
2025-03-19,14,CHAN5,P055,D003,573.3,0.91,2025-12-31T23:59:00
2025-03-19,18,CHAN5,P021,D016,516.6,0.82,2025-12-31T23:59:00
2025-03-19,20,CATCHUP,P017,D005,447.3,0.71,2025-12-31T23:59:00
2025-03-19,8,CATCHUP,P014,D014,119.7,0.19,2025-12-31T23:59:00
2025-03-19,23,CATCHUP,P020,D005,107.1,0.17,2025-12-31T23:59:00
2025-03-19,19,CATCHUP,P023,D013,516.6,0.82,2025-12-31T23:59:00
2025-03-19,18,CATCHUP,P016,D001,132.3,0.21,2025-12-31T23:59:00
2025-03-19,9,CATCHUP,P009,D011,126.0,0.2,2025-12-31T23:59:00
2025-03-19,7,CATCHUP,P022,D002,63.0,0.1,2025-12-31T23:59:00
2025-03-19,16,CATCHUP,P027,D001,44.1,0.07,2025-12-31T23:59:00
2025-03-19,6,CATCHUP,P015,D006,119.7,0.19,2025-12-31T23:59:00
2025-03-19,14,CATCHUP,P023,D004,157.5,0.25,2025-12-31T23:59:00
2025-03-19,21,CATCHUP,P018,D014,302.4,0.48,2025-12-31T23:59:00
2025-03-19,12,CATCHUP,P008,D014,176.4,0.28,2025-12-31T23:59:00
2025-03-26,18,CATCHUP,P004,D001,37.8,0.06,2025-12-31T23:59:00
2025-03-26,14,CATCHUP,P001,D016,151.2,0.24,2025-12-31T23:59:00
2025-03-26,20,CATCHUP,P027,D006,258.3,0.41,2025-12-31T23:59:00
2025-03-26,8,CATCHUP,P024,D007,138.6,0.22,2025-12-31T23:59:00
2025-03-26,11,CATCHUP,P011,D012,144.9,0.23,2025-12-31T23:59:00
2025-03-26,6,CATCHUP,P026,D009,75.6,0.12,2025-12-31T23:59:00
2025-03-26,21,CATCHUP,P010,D013,485.1,0.77,2025-12-31T23:59:00
2025-03-26,17,CATCHUP,P022,D009,94.5,0.15,2025-12-31T23:59:00
2025-03-26,13,CATCHUP,P011,D016,151.2,0.24,2025-12-31T23:59:00
2025-03-26,16,CATCHUP,P022,D001,37.8,0.06,2025-12-31T23:59:00
2025-03-26,9,CATCHUP,P023,D005,88.2,0.14,2025-12-31T23:59:00
2025-03-26,23,CATCHUP,P027,D016,37.8,0.06,2025-12-31T23:59:00
2025-03-26,10,CATCHUP,P017,D010,107.1,0.17,2025-12-31T23:59:00
2025-03-26,22,CATCHUP,P016,D016,163.8,0.26,2025-12-31T23:59:00
2025-03-26,12,FACTUAL,P004,D011,138.6,0.22,2025-12-31T23:59:00
2025-03-26,19,FACTUAL,P003,D002,737.1,1.17,2025-12-31T23:59:00
2025-03-26,20,FACTUAL,P022,D011,686.7,1.09,2025-12-31T23:59:00
2025-03-26,14,FACTUAL,P027,D014,245.7,0.39,2025-12-31T23:59:00
2025-03-26,8,FACTUAL,P003,D012,270.9,0.43,2025-12-31T23:59:00
2025-03-26,21,FACTUAL,P007,D012,774.9,1.23,2025-12-31T23:59:00
2025-03-26,15,FACTUAL,P010,D004,100.8,0.16,2025-12-31T23:59:00
2025-03-26,10,FACTUAL,P025,D007,195.3,0.31,2025-12-31T23:59:00
2025-03-26,6,FACTUAL,P009,D006,207.9,0.33,2025-12-31T23:59:00
2025-03-26,23,FACTUAL,P017,D001,182.7,0.29,2025-12-31T23:59:00
2025-03-26,17,FACTUAL,P004,D009,277.2,0.44,2025-12-31T23:59:00
2025-03-26,8,MOVIES,P030,D014,81.9,0.13,2025-12-31T23:59:00
2025-03-26,22,MOVIES,P028,D013,144.9,0.23,2025-12-31T23:59:00
2025-03-26,16,MOVIES,P004,D001,233.1,0.37,2025-12-31T23:59:00
2025-03-26,17,MOVIES,P008,D013,157.5,0.25,2025-12-31T23:59:00
2025-03-26,15,MOVIES,P017,D006,226.8,0.36,2025-12-31T23:59:00
2025-03-26,19,MOVIES,P025,D012,396.9,0.63,2025-12-31T23:59:00
2025-03-26,6,MOVIES,P015,D013,100.8,0.16,2025-12-31T23:59:00
2025-03-26,18,MOVIES,P006,D015,151.2,0.24,2025-12-31T23:59:00
2025-03-26,11,MOVIES,P025,D003,201.6,0.32,2025-12-31T23:59:00
2025-03-26,9,MOVIES,P011,D001,132.3,0.21,2025-12-31T23:59:00
2025-03-26,10,MOVIES,P008,D008,63.0,0.1,2025-12-31T23:59:00
2025-03-26,12,ITV2,P019,D012,516.6,0.82,2025-12-31T23:59:00
2025-03-26,10,ITV2,P022,D010,434.7,0.69,2025-12-31T23:59:00
2025-03-26,13,ITV2,P061,D010,220.5,0.35,2025-12-31T23:59:00
2025-03-26,20,ITV2,P053,D014,2211.3,3.51,2025-12-31T23:59:00
2025-03-26,8,ITV2,P030,D007,327.6,0.52,2025-12-31T23:59:00
2025-03-26,22,ITV2,P043,D001,428.4,0.68,2025-12-31T23:59:00
2025-03-26,9,ITV2,P040,D001,617.4,0.98,2025-12-31T23:59:00
2025-03-26,11,ITV2,P065,D012,718.2,1.14,2025-12-31T23:59:00
2025-03-26,13,ITV1,P042,D016,2853.9,4.53,2025-12-31T23:59:00
2025-03-26,6,ITV1,P046,D004,1197.0,1.9,2025-12-31T23:59:00
2025-03-26,10,ITV1,P037,D015,2551.5,4.05,2025-12-31T23:59:00
2025-03-26,12,ITV1,P010,D002,1631.7,2.59,2025-12-31T23:59:00
2025-03-26,21,ITV1,P015,D016,10766.7,17.09,2025-12-31T23:59:00
2025-03-26,17,ITV1,P004,D002,1978.2,3.14,2025-12-31T23:59:00
2025-03-26,8,ITV1,P023,D005,2564.1,4.07,2025-12-31T23:59:00
2025-03-26,11,ITV1,P041,D004,2979.9,4.73,2025-12-31T23:59:00
2025-03-26,20,ITV1,P035,D004,9821.7,15.59,2025-12-31T23:59:00
2025-03-26,22,ITV1,P001,D010,743.4,1.18,2025-12-31T23:59:00
2025-03-26,7,ITV1,P049,D005,1959.3,3.11,2025-12-31T23:59:00
2025-03-26,15,ITV1,P004,D005,2677.5,4.25,2025-12-31T23:59:00
2025-03-26,6,BBC2,P056,D016,900.9,1.43,2025-12-31T23:59:00
2025-03-26,19,BBC2,P023,D003,3654.0,5.8,2025-12-31T23:59:00
2025-03-26,12,BBC2,P027,D013,1228.5,1.95,2025-12-31T23:59:00
2025-03-26,13,BBC2,P055,D005,541.8,0.86,2025-12-31T23:59:00
2025-03-26,16,BBC2,P011,D012,1146.6,1.82,2025-12-31T23:59:00
2025-03-26,7,BBC2,P004,D004,768.6,1.22,2025-12-31T23:59:00
2025-03-26,20,BBC2,P034,D015,3250.8,5.16,2025-12-31T23:59:00
2025-03-26,21,BBC2,P057,D009,2910.6,4.62,2025-12-31T23:59:00
2025-03-26,20,MAIN,P014,D007,5033.7,7.99,2025-12-31T23:59:00
2025-03-26,23,MAIN,P028,D006,674.1,1.07,2025-12-31T23:59:00
2025-03-26,8,MAIN,P027,D009,875.7,1.39,2025-12-31T23:59:00
2025-03-26,19,MAIN,P023,D012,4851.0,7.7,2025-12-31T23:59:00
2025-03-26,7,MAIN,P007,D012,548.1,0.87,2025-12-31T23:59:00
2025-03-26,22,MAIN,P005,D006,674.1,1.07,2025-12-31T23:59:00
2025-03-26,6,MAIN,P016,D008,900.9,1.43,2025-12-31T23:59:00
2025-03-26,13,MAIN,P006,D002,863.1,1.37,2025-12-31T23:59:00
2025-03-26,7,CHAN5,P046,D015,522.9,0.83,2025-12-31T23:59:00
2025-03-26,13,CHAN5,P050,D013,1171.8,1.86,2025-12-31T23:59:00
2025-03-26,20,CHAN5,P029,D004,2066.4,3.28,2025-12-31T23:59:00
2025-03-26,18,CHAN5,P021,D016,989.1,1.57,2025-12-31T23:59:00
2025-03-26,21,CHAN5,P049,D007,3276.0,5.2,2025-12-31T23:59:00
2025-03-26,16,CHAN5,P038,D011,995.4,1.58,2025-12-31T23:59:00
2025-03-26,10,CHAN5,P058,D007,522.9,0.83,2025-12-31T23:59:00
2025-03-26,14,CHAN5,P061,D004,459.9,0.73,2025-12-31T23:59:00
2025-03-26,23,CHAN5,P063,D005,863.1,1.37,2025-12-31T23:59:00
2025-03-26,12,CHAN5,P021,D016,718.2,1.14,2025-12-31T23:59:00
2025-03-26,11,CHAN5,P046,D001,737.1,1.17,2025-12-31T23:59:00
2025-03-26,8,CHAN5,P036,D013,1039.5,1.65,2025-12-31T23:59:00
2025-04-02,6,BBC2,P060,D006,1134.0,1.8,2025-12-31T23:59:00
2025-04-02,13,BBC2,P005,D007,1121.4,1.78,2025-12-31T23:59:00
2025-04-02,16,BBC2,P065,D016,781.2,1.24,2025-12-31T23:59:00
2025-04-02,12,BBC2,P053,D011,1001.7,1.59,2025-12-31T23:59:00
2025-04-02,23,BBC2,P007,D008,1026.9,1.63,2025-12-31T23:59:00
2025-04-02,19,BBC2,P065,D007,4082.4,6.48,2025-12-31T23:59:00
2025-04-02,9,BBC2,P044,D005,384.3,0.61,2025-12-31T23:59:00
2025-04-02,17,BBC2,P026,D006,945.0,1.5,2025-12-31T23:59:00
2025-04-02,18,BBC2,P034,D007,831.6,1.32,2025-12-31T23:59:00
2025-04-02,14,BBC2,P043,D005,945.0,1.5,2025-12-31T23:59:00
2025-04-02,14,SKYATL,P050,D015,220.5,0.35,2025-12-31T23:59:00
2025-04-02,6,SKYATL,P016,D001,107.1,0.17,2025-12-31T23:59:00
2025-04-02,23,SKYATL,P013,D005,119.7,0.19,2025-12-31T23:59:00
2025-04-02,22,SKYATL,P008,D012,195.3,0.31,2025-12-31T23:59:00
2025-04-02,8,SKYATL,P027,D012,119.7,0.19,2025-12-31T23:59:00
2025-04-02,9,SKYATL,P062,D016,138.6,0.22,2025-12-31T23:59:00
2025-04-02,12,SKYATL,P065,D011,182.7,0.29,2025-12-31T23:59:00
2025-04-02,13,SKYATL,P058,D006,119.7,0.19,2025-12-31T23:59:00
2025-04-02,19,SKYATL,P031,D001,396.9,0.63,2025-12-31T23:59:00
2025-04-02,7,SKYATL,P015,D010,201.6,0.32,2025-12-31T23:59:00
2025-04-02,13,CHAN5,P003,D013,378.0,0.6,2025-12-31T23:59:00
2025-04-02,10,CHAN5,P051,D016,900.9,1.43,2025-12-31T23:59:00
2025-04-02,7,CHAN5,P032,D013,378.0,0.6,2025-12-31T23:59:00
2025-04-02,15,CHAN5,P009,D012,560.7,0.89,2025-12-31T23:59:00
2025-04-02,11,CHAN5,P019,D009,623.7,0.99,2025-12-31T23:59:00
2025-04-02,23,CHAN5,P050,D015,390.6,0.62,2025-12-31T23:59:00
2025-04-02,12,CHAN5,P010,D015,478.8,0.76,2025-12-31T23:59:00
2025-04-02,17,CHAN5,P060,D009,711.9,1.13,2025-12-31T23:59:00
2025-04-02,21,CATCHUP,P027,D001,226.8,0.36,2025-12-31T23:59:00
2025-04-02,22,CATCHUP,P030,D004,189.0,0.3,2025-12-31T23:59:00
2025-04-02,11,CATCHUP,P004,D013,113.4,0.18,2025-12-31T23:59:00
2025-04-02,17,CATCHUP,P005,D015,107.1,0.17,2025-12-31T23:59:00
2025-04-02,7,CATCHUP,P027,D006,50.4,0.08,2025-12-31T23:59:00
2025-04-02,15,CATCHUP,P022,D003,126.0,0.2,2025-12-31T23:59:00
2025-04-02,10,CATCHUP,P008,D009,157.5,0.25,2025-12-31T23:59:00
2025-04-02,13,CATCHUP,P021,D013,163.8,0.26,2025-12-31T23:59:00
2025-04-02,23,CATCHUP,P029,D007,176.4,0.28,2025-12-31T23:59:00
2025-04-02,8,CATCHUP,P022,D014,88.2,0.14,2025-12-31T23:59:00
2025-04-02,6,CATCHUP,P006,D002,113.4,0.18,2025-12-31T23:59:00
2025-04-02,12,CATCHUP,P001,D011,170.1,0.27,2025-12-31T23:59:00
2025-04-02,19,CATCHUP,P028,D010,371.7,0.59,2025-12-31T23:59:00
2025-04-02,20,CATCHUP,P013,D006,352.8,0.56,2025-12-31T23:59:00
2025-04-02,23,BBC1,P008,D008,3591.0,5.7,2025-12-31T23:59:00
2025-04-02,9,BBC1,P048,D012,2809.8,4.46,2025-12-31T23:59:00
2025-04-02,11,BBC1,P053,D009,1638.0,2.6,2025-12-31T23:59:00
2025-04-02,16,BBC1,P060,D004,1524.6,2.42,2025-12-31T23:59:00
2025-04-02,8,BBC1,P012,D016,1776.6,2.82,2025-12-31T23:59:00
2025-04-02,12,BBC1,P007,D007,2274.3,3.61,2025-12-31T23:59:00
2025-04-02,22,BBC1,P044,D008,3553.2,5.64,2025-12-31T23:59:00
2025-04-02,7,BBC1,P026,D008,1467.9,2.33,2025-12-31T23:59:00
2025-04-02,20,BBC1,P013,D006,9683.1,15.37,2025-12-31T23:59:00
2025-04-02,21,BBC1,P036,D007,7793.1,12.37,2025-12-31T23:59:00
2025-04-02,10,BBC1,P046,D005,1486.8,2.36,2025-12-31T23:59:00
2025-04-02,14,BBC1,P030,D010,1480.5,2.35,2025-12-31T23:59:00
2025-04-02,13,BBC1,P005,D004,3087.0,4.9,2025-12-31T23:59:00
2025-04-02,17,BBC1,P052,D005,2992.5,4.75,2025-12-31T23:59:00
2025-04-02,8,MAIN,P030,D003,1310.4,2.08,2025-12-31T23:59:00
2025-04-02,14,MAIN,P006,D015,1089.9,1.73,2025-12-31T23:59:00
2025-04-02,7,MAIN,P006,D004,1404.9,2.23,2025-12-31T23:59:00
2025-04-02,9,MAIN,P005,D011,1404.9,2.23,2025-12-31T23:59:00
2025-04-02,20,MAIN,P002,D001,3578.4,5.68,2025-12-31T23:59:00
2025-04-02,6,MAIN,P002,D006,1241.1,1.97,2025-12-31T23:59:00
2025-04-02,21,MAIN,P017,D008,2929.5,4.65,2025-12-31T23:59:00
2025-04-02,17,MAIN,P012,D002,1121.4,1.78,2025-12-31T23:59:00
2025-04-02,15,MAIN,P030,D011,1209.6,1.92,2025-12-31T23:59:00
2025-04-02,16,MAIN,P008,D006,567.0,0.9,2025-12-31T23:59:00
2025-04-02,22,MOVIES,P029,D005,163.8,0.26,2025-12-31T23:59:00
2025-04-02,21,MOVIES,P003,D009,800.1,1.27,2025-12-31T23:59:00
2025-04-02,15,MOVIES,P012,D007,233.1,0.37,2025-12-31T23:59:00
2025-04-02,8,MOVIES,P027,D011,220.5,0.35,2025-12-31T23:59:00
2025-04-02,12,MOVIES,P030,D007,170.1,0.27,2025-12-31T23:59:00
2025-04-02,6,MOVIES,P003,D006,75.6,0.12,2025-12-31T23:59:00
2025-04-02,13,MOVIES,P019,D015,88.2,0.14,2025-12-31T23:59:00
2025-04-02,17,MOVIES,P029,D005,94.5,0.15,2025-12-31T23:59:00
2025-04-02,11,MOVIES,P018,D015,226.8,0.36,2025-12-31T23:59:00
