impression_id,campaign_id,play_event_id,served_at,programme_id,ad_position,device_type,revenue_gbp
IMP00001654,CAM0042,EV00017713,2025-05-31T17:28:20,P032,pre,mobile,0.0332
IMP00001655,CAM0037,EV00013941,2025-09-08T20:49:03,P041,post,mobile,0.0225
IMP00001656,CAM0051,EV00001496,2025-05-09T11:19:01,P005,pre,desktop,0.0272
IMP00001657,CAM0013,EV00009178,2025-05-25T15:41:29,P001,pre,smart_tv,0.0286
IMP00001658,CAM0032,EV00015214,2025-07-02T09:50:47,P006,mid,tablet,0.0288
IMP00001659,CAM0033,EV00002425,2025-02-21T18:46:28,P062,mid,tablet,0.0295
IMP00001660,CAM0035,EV00014180,2025-03-09T14:06:23,P054,pre,tablet,0.0386
IMP00001661,CAM0019,EV00018003,2025-10-26T20:48:35,P038,post,mobile,0.0334
IMP00001662,CAM0008,EV00019372,2025-04-11T15:57:08,P044,pre,desktop,0.0413
IMP00001663,CAM0020,EV00001282,2025-12-12T06:48:14,P021,pre,tablet,0.0222
IMP00001664,CAM0052,EV00005553,2025-10-29T16:19:32,P032,pre,mobile,0.0338
IMP00001665,CAM0053,EV00014008,2025-06-08T17:58:55,P043,mid,mobile,0.0346
IMP00001666,CAM0031,EV00013820,2025-08-25T12:29:45,P018,mid,tablet,0.0416
IMP00001667,CAM0035,EV00008415,2025-10-13T12:44:50,P057,pre,mobile,0.0283
IMP00001668,CAM0009,EV00013754,2025-08-21T15:48:25,P052,pre,mobile,0.043
IMP00001669,CAM0043,EV00006362,2025-09-01T16:00:46,P012,pre,tablet,0.0363
IMP00001670,CAM0013,EV00008906,2025-02-26T12:23:44,P020,mid,mobile,0.041
IMP00001671,CAM0041,EV00000255,2025-12-07T20:35:39,P030,pre,tablet,0.0214
IMP00001672,CAM0042,EV00016983,2025-09-19T09:10:15,P055,pre,mobile,0.0447
IMP00001673,CAM0009,EV00001070,2025-02-02T12:04:45,P001,pre,mobile,0.0351
IMP00001674,CAM0050,EV00002742,2025-04-18T09:56:02,P040,pre,desktop,0.0254
IMP00001675,CAM0012,EV00019920,2025-06-05T21:02:24,P056,pre,tablet,0.0409
IMP00001676,CAM0012,EV00009886,2025-04-04T10:31:07,P059,pre,tablet,0.0211
IMP00001677,CAM0043,EV00018726,2025-02-06T20:16:09,P006,pre,tablet,0.0389
IMP00001678,CAM0048,EV00007618,2025-01-16T06:57:04,P010,mid,tablet,0.0447
IMP00001679,CAM0038,EV00008529,2025-04-23T18:25:42,P003,mid,desktop,0.029
IMP00001680,CAM0009,EV00006337,2025-06-29T18:57:17,P013,post,smart_tv,0.0393
IMP00001681,CAM0027,EV00020242,2025-06-10T21:43:00,P059,post,tablet,0.0395
IMP00001682,CAM0023,EV00014866,2025-07-11T23:21:09,P020,post,mobile,0.0216
IMP00001683,CAM0029,EV00004912,2025-01-19T12:53:37,P054,pre,desktop,0.0236
IMP00001684,CAM0016,EV00019116,2025-03-20T14:23:44,P061,pre,mobile,0.0386
IMP00001685,CAM0019,EV00011986,2025-04-25T21:53:17,P051,mid,tablet,0.0296
IMP00001686,CAM0033,EV00010135,2025-09-12T19:16:27,P032,mid,smart_tv,0.0313
IMP00001687,CAM0014,EV00006665,2025-01-30T19:46:06,P053,pre,tablet,0.0403
IMP00001688,CAM0006,EV00019827,2025-04-25T23:08:53,P033,mid,tablet,0.0443
IMP00001689,CAM0059,EV00015675,2025-09-16T15:02:06,P029,mid,mobile,0.0345
IMP00001690,CAM0012,EV00012896,2025-03-23T10:24:25,P044,pre,streaming_stick,0.036
IMP00001691,CAM0048,EV00013358,2025-12-25T22:49:06,P021,pre,mobile,0.0288
IMP00001692,CAM0021,EV00008373,2025-12-16T01:36:53,P041,post,desktop,0.0429
IMP00001693,CAM0010,EV00004014,2025-09-20T18:05:22,P056,mid,tablet,0.0389
IMP00001694,CAM0057,EV00020129,2025-02-09T18:07:59,P032,mid,tablet,0.0313
IMP00001695,CAM0054,EV00018676,2025-12-22T20:26:32,P019,pre,tablet,0.0339
IMP00001696,CAM0021,EV00006271,2025-03-06T13:16:13,P023,mid,tablet,0.0201
IMP00001697,CAM0026,EV00018446,2025-02-21T07:27:05,P051,mid,tablet,0.031
IMP00001698,CAM0026,EV00010778,2025-01-12T12:01:20,P013,mid,smart_tv,0.0355
IMP00001699,CAM0040,EV00001428,2025-06-27T17:20:06,P002,mid,desktop,0.0398
IMP00001700,CAM0005,EV00012429,2025-07-20T07:46:58,P023,pre,tablet,0.0415
IMP00001701,CAM0039,EV00011059,2025-10-08T11:41:24,P022,mid,mobile,0.0403
IMP00001702,CAM0037,EV00005395,2025-02-03T15:03:44,P001,mid,tablet,0.0329
IMP00001703,CAM0044,EV00007658,2025-03-24T15:13:29,P054,post,streaming_stick,0.0332
IMP00001704,CAM0012,EV00000114,2025-02-23T13:29:53,P051,mid,smart_tv,0.0202
IMP00001705,CAM0052,EV00004514,2025-08-30T09:16:25,P044,pre,mobile,0.0268
IMP00001706,CAM0037,EV00016350,2025-07-19T19:51:39,P003,post,mobile,0.0238
IMP00001707,CAM0049,EV00012306,2025-06-17T13:49:11,P059,post,desktop,0.0204
IMP00001708,CAM0016,EV00010836,2025-10-29T15:27:19,P045,pre,mobile,0.0281
IMP00001709,CAM0020,EV00009367,2025-05-25T15:57:41,P010,pre,mobile,0.0335
IMP00001710,CAM0011,EV00017622,2025-01-14T06:33:40,P049,pre,mobile,0.0426
IMP00001711,CAM0038,EV00019998,2025-09-17T14:16:04,P046,pre,smart_tv,0.0229
IMP00001712,CAM0037,EV00003798,2025-07-18T21:27:36,P001,mid,mobile,0.0238
IMP00001713,CAM0046,EV00018196,2025-03-25T13:02:18,P051,pre,tablet,0.0208
IMP00001714,CAM0050,EV00012521,2025-12-12T17:01:59,P052,pre,mobile,0.0449
IMP00001715,CAM0031,EV00015930,2025-10-20T16:43:24,P006,pre,mobile,0.0252
IMP00001716,CAM0052,EV00002631,2025-11-19T20:11:19,P053,pre,streaming_stick,0.0256
IMP00001717,CAM0056,EV00019441,2025-06-12T16:56:54,P047,mid,tablet,0.0303
IMP00001718,CAM0023,EV00016990,2025-07-21T17:59:19,P021,pre,mobile,0.0447
IMP00001719,CAM0026,EV00016329,2025-01-13T18:00:17,P052,pre,tablet,0.0431
IMP00001720,CAM0044,EV00013623,2025-03-25T17:51:33,P051,mid,streaming_stick,0.0232
IMP00001721,CAM0052,EV00011294,2025-10-02T19:37:21,P054,mid,desktop,0.0203
IMP00001722,CAM0018,EV00005106,2025-08-06T20:00:09,P028,mid,desktop,0.0409
IMP00001723,CAM0042,EV00002250,2025-07-04T07:10:05,P046,post,mobile,0.0269
IMP00001724,CAM0046,EV00002167,2025-10-16T18:47:28,P045,mid,mobile,0.0287
IMP00001725,CAM0010,EV00000603,2025-04-04T10:08:33,P031,mid,mobile,0.0336
IMP00001726,CAM0014,EV00020041,2025-01-20T12:29:30,P012,pre,mobile,0.0266
IMP00001727,CAM0037,EV00005149,2025-08-21T14:30:50,P016,post,desktop,0.0373
IMP00001728,CAM0035,EV00011328,2025-01-16T11:53:00,P010,mid,streaming_stick,0.0442
IMP00001729,CAM0052,EV00002356,2025-08-04T07:09:02,P061,mid,mobile,0.0375
IMP00001730,CAM0054,EV00019145,2025-03-21T11:15:06,P056,pre,tablet,0.0263
IMP00001731,CAM0033,EV00018116,2025-04-16T15:49:29,P058,mid,tablet,0.0337
IMP00001732,CAM0037,EV00009438,2025-03-31T21:19:27,P041,mid,streaming_stick,0.0399
IMP00001733,CAM0001,EV00001698,2025-04-09T15:25:47,P060,pre,mobile,0.0288
IMP00001734,CAM0009,EV00016149,2025-08-30T13:06:35,P003,pre,tablet,0.0309
IMP00001735,CAM0046,EV00019392,2025-08-27T00:15:03,P002,mid,streaming_stick,0.0259
IMP00001736,CAM0013,EV00007559,2025-08-17T20:24:28,P003,post,mobile,0.0257
IMP00001737,CAM0019,EV00013512,2025-07-27T15:26:14,P011,mid,mobile,0.0356
IMP00001738,CAM0009,EV00016838,2025-11-13T13:21:56,P026,pre,mobile,0.043
IMP00001739,CAM0054,EV00008667,2025-05-01T21:34:12,P049,mid,tablet,0.0233
IMP00001740,CAM0059,EV00018195,2025-09-25T22:28:16,P039,post,mobile,0.0446
IMP00001741,CAM0013,EV00017447,2025-06-04T16:26:25,P005,pre,tablet,0.0414
IMP00001742,CAM0039,EV00014596,2025-01-23T13:36:13,P029,post,mobile,0.0304
IMP00001743,CAM0055,EV00012901,2025-07-11T13:56:21,P047,pre,tablet,0.0273
IMP00001744,CAM0021,EV00010405,2025-03-16T15:29:46,P017,pre,tablet,0.036
IMP00001745,CAM0057,EV00000538,2025-09-03T19:35:38,P021,mid,mobile,0.0226
IMP00001746,CAM0013,EV00009846,2025-01-09T23:44:07,P028,pre,desktop,0.0261
IMP00001747,CAM0023,EV00008816,2025-01-27T23:59:08,P008,mid,mobile,0.0313
IMP00001748,CAM0049,EV00016081,2025-12-04T11:48:10,P042,mid,tablet,0.03
IMP00001749,CAM0041,EV00007318,2025-02-23T12:33:28,P043,post,tablet,0.0243
IMP00001750,CAM0048,EV00007492,2025-10-21T18:29:19,P026,mid,mobile,0.0217
IMP00001751,CAM0050,EV00012364,2025-03-02T13:39:22,P031,pre,mobile,0.0269
IMP00001752,CAM0014,EV00003265,2025-09-12T17:55:46,P015,pre,mobile,0.044
IMP00001753,CAM0052,EV00009515,2025-07-01T12:02:23,P020,pre,desktop,0.0207
IMP00001754,CAM0058,EV00017642,2025-11-25T19:55:06,P043,mid,tablet,0.0238
IMP00001755,CAM0050,EV00015560,2025-05-26T23:06:06,P012,pre,desktop,0.0219
IMP00001756,CAM0024,EV00004448,2025-03-05T18:32:54,P002,pre,streaming_stick,0.045
IMP00001757,CAM0037,EV00012752,2025-07-31T15:51:41,P054,mid,tablet,0.0324
IMP00001758,CAM0042,EV00011707,2025-03-11T16:27:15,P037,mid,mobile,0.0419
IMP00001759,CAM0048,EV00000556,2025-01-01T17:50:42,P052,pre,tablet,0.0431
IMP00001760,CAM0056,EV00014808,2025-11-18T16:19:55,P023,post,tablet,0.0429
IMP00001761,CAM0016,EV00007233,2025-07-12T09:43:49,P057,pre,mobile,0.0255
IMP00001762,CAM0008,EV00016336,2025-12-05T20:46:26,P018,mid,tablet,0.0319
IMP00001763,CAM0005,EV00018852,2025-07-04T10:58:38,P028,post,mobile,0.0233
IMP00001764,CAM0028,EV00018456,2025-08-28T20:30:10,P044,mid,tablet,0.0354
IMP00001765,CAM0034,EV00019526,2025-08-08T14:04:31,P039,mid,tablet,0.0259
IMP00001766,CAM0059,EV00007237,2025-07-12T10:43:51,P057,post,mobile,0.0306
IMP00001767,CAM0055,EV00019255,2025-01-19T16:05:12,P046,post,tablet,0.0329
IMP00001768,CAM0057,EV00006549,2025-04-23T21:37:48,P036,mid,smart_tv,0.0373
IMP00001769,CAM0052,EV00007140,2025-04-14T11:38:40,P025,pre,mobile,0.0226
IMP00001770,CAM0046,EV00002501,2025-03-26T18:33:40,P062,post,tablet,0.0258
IMP00001771,CAM0025,EV00020079,2025-03-09T14:35:36,P038,mid,tablet,0.028
IMP00001772,CAM0009,EV00000571,2025-04-22T19:52:25,P012,pre,tablet,0.0246
IMP00001773,CAM0026,EV00006492,2025-01-07T16:33:05,P032,mid,tablet,0.0223
IMP00001774,CAM0038,EV00009940,2025-06-20T20:01:12,P010,mid,mobile,0.0372
IMP00001775,CAM0013,EV00013107,2025-03-13T15:12:53,P058,mid,tablet,0.0225
IMP00001776,CAM0044,EV00013332,2025-07-05T17:32:06,P046,mid,mobile,0.0373
IMP00001777,CAM0051,EV00002427,2025-02-21T19:16:24,P062,post,tablet,0.0424
IMP00001778,CAM0057,EV00002815,2025-03-14T12:55:47,P054,post,smart_tv,0.0374
IMP00001779,CAM0003,EV00000521,2025-04-28T19:03:08,P036,mid,mobile,0.0261
IMP00001780,CAM0046,EV00005984,2025-03-30T10:17:45,P049,pre,desktop,0.0442
IMP00001781,CAM0009,EV00007129,2025-07-30T02:29:30,P035,post,tablet,0.0359
IMP00001782,CAM0038,EV00015533,2025-07-16T19:49:30,P033,pre,mobile,0.0427
IMP00001783,CAM0033,EV00016346,2025-07-19T19:21:40,P003,pre,mobile,0.0275
IMP00001784,CAM0041,EV00007904,2025-10-13T15:26:05,P023,post,mobile,0.0432
IMP00001785,CAM0029,EV00010974,2025-03-12T13:27:24,P038,pre,tablet,0.0403
IMP00001786,CAM0021,EV00014984,2025-08-31T08:43:09,P062,mid,tablet,0.0365
IMP00001787,CAM0031,EV00001955,2025-12-25T19:32:54,P005,pre,mobile,0.0315
IMP00001788,CAM0058,EV00001488,2025-01-27T14:59:18,P011,pre,tablet,0.0249
IMP00001789,CAM0046,EV00003167,2025-12-12T06:22:22,P039,pre,mobile,0.0298
IMP00001790,CAM0018,EV00017846,2025-09-21T18:03:21,P055,pre,desktop,0.0364
IMP00001791,CAM0046,EV00003291,2025-05-01T07:36:11,P054,pre,tablet,0.0275
IMP00001792,CAM0035,EV00000885,2025-11-02T13:08:34,P025,pre,tablet,0.0385
IMP00001793,CAM0046,EV00015579,2025-11-25T08:19:33,P035,pre,mobile,0.044
IMP00001794,CAM0001,EV00002962,2025-05-17T09:11:50,P001,pre,desktop,0.0358
IMP00001795,CAM0028,EV00006420,2025-04-29T06:40:30,P018,pre,mobile,0.0422
IMP00001796,CAM0046,EV00011051,2025-11-02T17:04:12,P061,pre,mobile,0.0357
IMP00001797,CAM0026,EV00010497,2025-01-30T16:26:21,P056,mid,mobile,0.026
IMP00001798,CAM0026,EV00008463,2025-06-04T10:44:48,P060,pre,tablet,0.0419
IMP00001799,CAM0042,EV00019060,2025-07-11T22:27:40,P023,mid,mobile,0.021
IMP00001800,CAM0023,EV00012665,2025-05-21T21:25:36,P055,pre,tablet,0.0365
IMP00001801,CAM0048,EV00008921,2025-08-14T09:04:33,P060,mid,desktop,0.041
IMP00001802,CAM0015,EV00003921,2025-04-01T18:11:05,P017,pre,tablet,0.0237
IMP00001803,CAM0014,EV00012568,2025-02-13T20:23:52,P029,pre,desktop,0.0327
IMP00001804,CAM0010,EV00001265,2025-11-12T15:10:45,P047,post,mobile,0.0314
IMP00001805,CAM0055,EV00013595,2025-01-13T14:15:50,P024,mid,smart_tv,0.0236
IMP00001806,CAM0053,EV00014005,2025-11-29T15:36:56,P011,mid,tablet,0.0445
IMP00001807,CAM0038,EV00017580,2025-05-12T20:00:09,P057,pre,mobile,0.0242
IMP00001808,CAM0036,EV00013533,2025-09-12T13:20:26,P051,pre,tablet,0.0347
IMP00001809,CAM0006,EV00003768,2025-10-31T08:35:26,P034,mid,tablet,0.0317
IMP00001810,CAM0037,EV00006778,2025-07-25T16:16:51,P001,pre,mobile,0.0433
IMP00001811,CAM0038,EV00019004,2025-08-14T18:09:19,P013,pre,tablet,0.0284
IMP00001812,CAM0059,EV00012261,2025-08-09T19:59:32,P028,mid,smart_tv,0.0385
IMP00001813,CAM0054,EV00005033,2025-03-27T06:20:29,P045,pre,smart_tv,0.0231
IMP00001814,CAM0010,EV00003084,2025-04-08T00:01:06,P041,mid,mobile,0.0235
IMP00001815,CAM0005,EV00005316,2025-08-06T16:08:39,P011,post,tablet,0.0258
IMP00001816,CAM0017,EV00003872,2025-09-30T19:53:49,P027,pre,mobile,0.0413
IMP00001817,CAM0046,EV00019307,2025-01-01T21:05:03,P056,mid,mobile,0.0267
IMP00001818,CAM0011,EV00012088,2025-09-14T19:18:14,P024,pre,mobile,0.0258
IMP00001819,CAM0052,EV00009576,2025-10-24T23:04:03,P014,pre,mobile,0.0424
IMP00001820,CAM0020,EV00001610,2025-12-01T18:12:15,P023,pre,tablet,0.0225
IMP00001821,CAM0007,EV00011183,2025-09-17T21:42:59,P040,mid,mobile,0.0268
IMP00001822,CAM0015,EV00000222,2025-06-09T17:17:04,P015,pre,desktop,0.035
IMP00001823,CAM0050,EV00018129,2025-09-22T20:02:13,P027,mid,mobile,0.0431
IMP00001824,CAM0042,EV00008572,2025-01-12T19:46:33,P040,post,mobile,0.044
IMP00001825,CAM0054,EV00000724,2025-06-22T15:53:49,P012,pre,tablet,0.0333
IMP00001826,CAM0054,EV00008252,2025-04-29T17:54:39,P004,mid,tablet,0.0361
IMP00001827,CAM0050,EV00001485,2025-09-09T11:10:32,P033,mid,tablet,0.0218
IMP00001828,CAM0043,EV00000243,2025-10-05T18:11:12,P061,mid,desktop,0.0401
IMP00001829,CAM0026,EV00016029,2025-11-21T14:09:07,P037,mid,tablet,0.0372
IMP00001830,CAM0043,EV00019876,2025-05-29T14:52:46,P006,mid,tablet,0.0219
IMP00001831,CAM0001,EV00020061,2025-01-30T18:38:34,P028,pre,tablet,0.02
IMP00001832,CAM0013,EV00010857,2025-01-02T22:04:21,P036,mid,tablet,0.0336
IMP00001833,CAM0015,EV00013914,2025-05-12T15:13:18,P030,pre,tablet,0.0236
IMP00001834,CAM0026,EV00009656,2025-08-28T16:01:31,P038,post,mobile,0.0414
IMP00001835,CAM0055,EV00002793,2025-08-15T20:29:56,P020,mid,smart_tv,0.0398
IMP00001836,CAM0053,EV00006900,2025-03-25T15:44:56,P001,pre,mobile,0.0255
IMP00001837,CAM0008,EV00005550,2025-04-07T16:39:14,P014,mid,tablet,0.0211
IMP00001838,CAM0009,EV00009012,2025-05-13T16:00:57,P010,mid,tablet,0.0409
IMP00001839,CAM0005,EV00011951,2025-05-19T10:26:06,P006,pre,tablet,0.0433
IMP00001840,CAM0033,EV00004923,2025-02-10T12:09:13,P009,pre,streaming_stick,0.0411
IMP00001841,CAM0051,EV00018641,2025-05-11T14:32:04,P001,pre,tablet,0.0413
IMP00001842,CAM0043,EV00018152,2025-01-17T08:39:39,P054,mid,mobile,0.0372
IMP00001843,CAM0019,EV00007613,2025-10-16T20:18:46,P048,mid,tablet,0.0222
IMP00001844,CAM0038,EV00012121,2025-12-07T16:56:25,P042,pre,mobile,0.0358
IMP00001845,CAM0037,EV00013655,2025-01-04T21:34:54,P036,pre,mobile,0.0255
IMP00001846,CAM0021,EV00001163,2025-11-07T19:24:15,P024,pre,tablet,0.0439
IMP00001847,CAM0047,EV00003202,2025-12-08T12:34:08,P008,pre,mobile,0.0306
IMP00001848,CAM0033,EV00011005,2025-02-02T17:11:59,P027,pre,tablet,0.0229
IMP00001849,CAM0022,EV00000956,2025-10-25T17:36:33,P022,pre,tablet,0.0222
IMP00001850,CAM0010,EV00005480,2025-04-29T18:13:49,P001,post,desktop,0.0381
IMP00001851,CAM0023,EV00000362,2025-08-29T09:01:29,P002,mid,mobile,0.0209
IMP00001852,CAM0022,EV00015526,2025-12-17T21:15:51,P036,pre,mobile,0.0337
IMP00001853,CAM0046,EV00012468,2025-03-16T10:32:56,P034,post,mobile,0.0328
IMP00001854,CAM0035,EV00012645,2025-04-22T17:11:39,P037,mid,smart_tv,0.0256
IMP00001855,CAM0053,EV00017244,2025-04-14T16:35:19,P021,pre,desktop,0.0331
IMP00001856,CAM0001,EV00003089,2025-03-03T17:10:05,P021,mid,tablet,0.0427
IMP00001857,CAM0024,EV00004461,2025-04-02T21:52:56,P050,pre,tablet,0.0367
IMP00001858,CAM0023,EV00005294,2025-12-10T14:47:14,P057,pre,mobile,0.0229
IMP00001859,CAM0040,EV00001942,2025-10-21T14:12:45,P010,mid,tablet,0.0427
IMP00001860,CAM0045,EV00002912,2025-07-13T09:35:30,P014,pre,streaming_stick,0.0318
IMP00001861,CAM0055,EV00013270,2025-06-09T17:35:37,P045,mid,desktop,0.0267
IMP00001862,CAM0016,EV00008962,2025-06-29T17:23:17,P004,mid,tablet,0.0345
IMP00001863,CAM0024,EV00003278,2025-07-19T10:32:28,P034,mid,tablet,0.0354
IMP00001864,CAM0004,EV00017086,2025-05-07T21:04:29,P029,mid,desktop,0.0317
IMP00001865,CAM0032,EV00010310,2025-01-18T21:18:21,P029,pre,tablet,0.0423
IMP00001866,CAM0008,EV00011236,2025-11-29T18:21:57,P038,mid,mobile,0.0222
IMP00001867,CAM0055,EV00006089,2025-04-24T11:42:32,P042,pre,mobile,0.0389
IMP00001868,CAM0035,EV00000067,2025-10-21T11:23:39,P057,mid,tablet,0.0293
IMP00001869,CAM0013,EV00014546,2025-03-15T14:25:24,P037,mid,mobile,0.0387
IMP00001870,CAM0002,EV00002943,2025-10-07T16:56:22,P027,pre,mobile,0.0219
IMP00001871,CAM0020,EV00016301,2025-10-10T18:54:29,P041,mid,tablet,0.0399
IMP00001872,CAM0059,EV00016684,2025-01-30T13:54:38,P032,mid,tablet,0.0436
IMP00001873,CAM0026,EV00017034,2025-10-01T17:47:33,P030,pre,tablet,0.0284
IMP00001874,CAM0039,EV00005338,2025-03-06T09:39:31,P011,pre,streaming_stick,0.0208
IMP00001875,CAM0030,EV00017319,2025-10-15T11:21:12,P041,pre,mobile,0.0275
IMP00001876,CAM0027,EV00012972,2025-05-05T19:19:31,P037,mid,desktop,0.0262
IMP00001877,CAM0047,EV00004278,2025-11-04T14:04:26,P052,pre,smart_tv,0.0428
IMP00001878,CAM0028,EV00011543,2025-10-20T17:05:03,P050,pre,desktop,0.0258
IMP00001879,CAM0016,EV00010080,2025-03-30T14:12:54,P027,mid,tablet,0.0444
IMP00001880,CAM0014,EV00010652,2025-01-03T15:59:34,P061,pre,tablet,0.0287
IMP00001881,CAM0020,EV00013404,2025-07-27T12:14:32,P011,mid,tablet,0.0417
IMP00001882,CAM0013,EV00016205,2025-08-30T21:16:25,P060,pre,mobile,0.0356
IMP00001883,CAM0050,EV00014627,2025-10-07T06:48:57,P014,pre,tablet,0.0439
IMP00001884,CAM0017,EV00017153,2025-12-17T14:15:47,P047,mid,tablet,0.0408
IMP00001885,CAM0010,EV00016474,2025-02-12T15:27:05,P059,pre,tablet,0.0253
IMP00001886,CAM0028,EV00010446,2025-01-27T10:18:20,P061,post,tablet,0.0304
IMP00001887,CAM0022,EV00008524,2025-01-09T09:13:52,P024,pre,tablet,0.0404
IMP00001888,CAM0014,EV00010519,2025-05-27T17:31:02,P005,mid,desktop,0.039
IMP00001889,CAM0003,EV00004987,2025-07-27T08:59:24,P008,pre,mobile,0.0201
IMP00001890,CAM0033,EV00002128,2025-11-21T12:34:54,P033,mid,tablet,0.0401
IMP00001891,CAM0042,EV00009630,2025-06-20T22:12:07,P033,mid,tablet,0.0209
IMP00001892,CAM0039,EV00009347,2025-08-19T16:08:14,P061,pre,mobile,0.0245
IMP00001893,CAM0047,EV00015656,2025-12-03T09:09:43,P013,mid,mobile,0.0326
IMP00001894,CAM0005,EV00018897,2025-05-01T19:56:44,P024,mid,tablet,0.0318
IMP00001895,CAM0004,EV00000473,2025-11-20T13:00:23,P061,pre,tablet,0.0233
IMP00001896,CAM0043,EV00004393,2025-10-23T22:25:53,P002,pre,mobile,0.0282
IMP00001897,CAM0045,EV00018886,2025-04-21T10:36:58,P020,pre,smart_tv,0.0269
IMP00001898,CAM0051,EV00017268,2025-11-10T12:49:32,P014,pre,tablet,0.0384
IMP00001899,CAM0002,EV00006956,2025-01-15T15:21:40,P002,pre,tablet,0.0322
IMP00001900,CAM0037,EV00002893,2025-10-10T13:54:21,P018,mid,mobile,0.0421
IMP00001901,CAM0037,EV00015962,2025-07-17T00:18:18,P059,post,tablet,0.0438
IMP00001902,CAM0055,EV00006551,2025-06-22T13:24:05,P033,pre,tablet,0.0239
IMP00001903,CAM0024,EV00010210,2025-01-02T16:24:05,P011,pre,mobile,0.0271
IMP00001904,CAM0053,EV00019189,2025-01-07T14:00:03,P031,mid,smart_tv,0.0283
IMP00001905,CAM0038,EV00014129,2025-02-03T17:24:45,P049,pre,tablet,0.0396
IMP00001906,CAM0012,EV00009714,2025-12-28T14:46:49,P017,mid,streaming_stick,0.0271
IMP00001907,CAM0026,EV00001500,2025-01-17T22:00:52,P057,mid,tablet,0.0298
IMP00001908,CAM0010,EV00003247,2025-08-24T12:49:38,P039,pre,mobile,0.0438
IMP00001909,CAM0054,EV00006091,2025-04-24T11:55:04,P042,mid,mobile,0.0369
IMP00001910,CAM0036,EV00001104,2025-03-10T19:59:14,P040,mid,desktop,0.0262
IMP00001911,CAM0023,EV00006084,2025-06-03T23:28:53,P016,pre,tablet,0.0388
IMP00001912,CAM0048,EV00008713,2025-11-13T13:52:05,P011,mid,mobile,0.0229
IMP00001913,CAM0050,EV00006472,2025-12-26T15:25:02,P008,mid,tablet,0.0436
IMP00001914,CAM0007,EV00004897,2025-08-15T16:54:25,P024,pre,desktop,0.0216
IMP00001915,CAM0006,EV00017449,2025-06-04T16:48:52,P005,mid,tablet,0.0337
IMP00001916,CAM0057,EV00012221,2025-01-18T23:57:36,P003,mid,mobile,0.033
IMP00001917,CAM0002,EV00000973,2025-12-03T14:05:03,P039,pre,mobile,0.0433
IMP00001918,CAM0030,EV00011383,2025-12-02T21:19:12,P041,pre,tablet,0.0254
IMP00001919,CAM0012,EV00003141,2025-03-17T20:14:31,P046,mid,tablet,0.0347
IMP00001920,CAM0044,EV00010907,2025-01-17T00:17:09,P005,post,tablet,0.0297
IMP00001921,CAM0045,EV00019294,2025-09-21T16:48:58,P040,pre,mobile,0.0405
IMP00001922,CAM0003,EV00010561,2025-02-01T11:40:40,P041,pre,desktop,0.0408
IMP00001923,CAM0001,EV00003050,2025-03-15T13:28:26,P057,pre,tablet,0.0309
IMP00001924,CAM0036,EV00017944,2025-12-02T19:13:58,P052,post,tablet,0.0403
IMP00001925,CAM0041,EV00014472,2025-02-18T12:08:36,P043,pre,tablet,0.0375
IMP00001926,CAM0035,EV00019001,2025-06-16T07:05:45,P043,mid,mobile,0.037
IMP00001927,CAM0026,EV00020159,2025-11-22T14:57:05,P034,post,mobile,0.0234
IMP00001928,CAM0003,EV00017631,2025-11-20T23:32:42,P061,post,smart_tv,0.037
IMP00001929,CAM0003,EV00014896,2025-09-26T23:03:16,P018,mid,mobile,0.0412
IMP00001930,CAM0036,EV00000780,2025-11-11T07:45:54,P024,post,tablet,0.0287
IMP00001931,CAM0030,EV00019270,2025-09-01T17:37:37,P019,mid,mobile,0.0272
IMP00001932,CAM0028,EV00014584,2025-12-20T23:19:04,P003,mid,streaming_stick,0.0411
IMP00001933,CAM0044,EV00009591,2025-07-10T20:30:04,P049,pre,tablet,0.0371
IMP00001934,CAM0001,EV00014178,2025-02-11T17:18:30,P032,mid,smart_tv,0.0289
IMP00001935,CAM0029,EV00010882,2025-11-25T19:52:02,P024,pre,mobile,0.0418
IMP00001936,CAM0012,EV00017841,2025-12-10T12:34:06,P026,mid,tablet,0.0429
IMP00001937,CAM0050,EV00011269,2025-12-28T19:16:03,P022,pre,tablet,0.0389
IMP00001938,CAM0039,EV00005788,2025-09-01T16:02:07,P044,pre,tablet,0.0325
IMP00001939,CAM0038,EV00011699,2025-08-13T20:57:01,P059,pre,desktop,0.0436
IMP00001940,CAM0012,EV00000191,2025-09-19T15:35:41,P029,mid,mobile,0.0328
IMP00001941,CAM0004,EV00008475,2025-02-08T12:56:16,P016,pre,smart_tv,0.0357
IMP00001942,CAM0059,EV00018654,2025-10-17T13:10:57,P017,mid,tablet,0.0231
IMP00001943,CAM0051,EV00003120,2025-04-30T22:49:38,P054,mid,mobile,0.044
IMP00001944,CAM0051,EV00014510,2025-06-03T16:10:04,P017,mid,smart_tv,0.0243
IMP00001945,CAM0014,EV00000045,2025-09-25T17:19:39,P005,pre,mobile,0.0297
IMP00001946,CAM0007,EV00012402,2025-07-13T14:34:14,P024,mid,tablet,0.0266
IMP00001947,CAM0004,EV00008109,2025-10-28T22:08:08,P029,pre,smart_tv,0.0301
IMP00001948,CAM0051,EV00014523,2025-06-16T17:29:46,P025,pre,tablet,0.0226
IMP00001949,CAM0013,EV00007302,2025-03-09T12:58:16,P048,pre,mobile,0.0229
