spot_id,campaign_id,broadcast_date,airing_time,channel_id,daypart,duration_sec,booked_impressions_thousands,delivered_impressions_thousands,rate_card_cpm_gbp,actual_revenue_gbp
LSP000872,CAM0046,2025-04-01,2025-04-01T21:08:00,MAIN,peak,30,675.55,672.49,31.24,21.01
LSP000873,CAM0021,2025-02-19,2025-02-19T21:17:00,EXTRA,peak,40,510.5,459.93,33.03,15.19
LSP000874,CAM0021,2025-12-30,2025-12-30T12:37:00,FACTUAL,daytime,30,60.63,60.22,10.01,0.6
LSP000875,CAM0004,2025-02-03,2025-02-03T12:48:00,CATCHUP,daytime,20,596.72,594.02,7.65,4.54
LSP000876,CAM0013,2025-12-19,2025-12-19T20:11:00,MAIN,peak,30,255.32,252.08,29.39,7.41
LSP000877,CAM0045,2025-02-14,2025-02-14T20:29:00,MAIN,peak,10,738.51,714.08,26.13,18.66
LSP000878,CAM0041,2025-01-11,2025-01-11T21:50:00,MAIN,peak,20,528.46,544.41,34.26,18.65
LSP000879,CAM0020,2025-12-15,2025-12-15T20:57:00,EXTRA,peak,40,616.87,594.83,31.18,18.55
LSP000880,CAM0012,2025-05-23,2025-05-23T10:20:00,MOVIES,daytime,20,676.46,660.18,11.88,7.84
LSP000881,CAM0017,2025-12-24,2025-12-24T18:05:00,MOVIES,pre-peak,30,484.02,489.51,22.5,11.01
LSP000882,CAM0041,2025-12-18,2025-12-18T21:02:00,CATCHUP,peak,30,166.78,173.37,27.64,4.79
LSP000883,CAM0042,2025-12-16,2025-12-16T21:13:00,FACTUAL,peak,40,776.37,791.47,25.5,20.18
LSP000884,CAM0033,2025-04-18,2025-04-18T14:29:00,FACTUAL,daytime,10,741.44,749.22,8.85,6.63
LSP000885,CAM0030,2025-10-28,2025-10-28T16:36:00,MOVIES,daytime,40,491.29,426.59,9.78,4.17
LSP000886,CAM0056,2025-01-05,2025-01-05T12:30:00,FACTUAL,daytime,30,535.91,553.62,7.84,4.34
LSP000887,CAM0030,2025-10-07,2025-10-07T12:01:00,MOVIES,daytime,60,512.46,520.43,10.39,5.41
LSP000888,CAM0031,2025-05-05,2025-05-05T14:23:00,CATCHUP,daytime,30,411.92,396.77,11.57,4.59
LSP000889,CAM0015,2025-09-17,2025-09-17T10:27:00,FACTUAL,daytime,30,350.56,288.49,11.53,3.33
LSP000890,CAM0057,2025-11-02,2025-11-02T23:33:00,EXTRA,post-peak,30,613.89,605.7,21.68,13.13
LSP000891,CAM0006,2025-06-08,2025-06-08T21:09:00,FACTUAL,peak,30,347.0,351.4,24.61,8.65
LSP000892,CAM0012,2025-06-04,2025-06-04T16:11:00,EXTRA,daytime,60,202.49,198.35,10.11,2.01
LSP000893,CAM0055,2025-07-11,2025-07-11T07:10:00,FACTUAL,breakfast,10,403.1,409.51,14.39,5.89
LSP000894,CAM0043,2025-07-12,2025-07-12T21:45:00,EXTRA,peak,60,737.71,726.99,34.16,24.83
LSP000895,CAM0026,2025-06-17,2025-06-17T23:52:00,MOVIES,post-peak,30,345.39,345.07,19.92,6.87
LSP000896,CAM0038,2025-01-14,2025-01-14T12:38:00,EXTRA,daytime,60,226.37,226.4,6.01,1.36
LSP000897,CAM0039,2025-07-23,2025-07-23T23:41:00,EXTRA,post-peak,20,424.96,328.27,14.74,4.84
LSP000898,CAM0025,2025-12-01,2025-12-01T12:09:00,FACTUAL,daytime,30,340.11,327.45,11.75,3.85
LSP000899,CAM0027,2025-04-02,2025-04-02T12:43:00,CATCHUP,daytime,60,129.82,128.22,10.4,1.33
LSP000900,CAM0042,2025-07-27,2025-07-27T21:00:00,EXTRA,peak,30,146.55,148.73,22.15,3.29
LSP000901,CAM0042,2025-12-10,2025-12-10T18:49:00,MAIN,pre-peak,30,368.74,357.41,26.07,9.32
LSP000902,CAM0059,2025-08-19,2025-08-19T20:49:00,MOVIES,peak,40,301.3,298.04,32.21,9.6
LSP000903,CAM0028,2025-09-30,2025-09-30T21:55:00,MAIN,peak,20,55.22,56.14,25.35,1.42
LSP000904,CAM0033,2025-11-11,2025-11-11T21:29:00,MOVIES,peak,10,398.57,362.02,27.98,10.13
LSP000905,CAM0004,2025-11-03,2025-11-03T21:16:00,MOVIES,peak,30,556.25,535.05,25.47,13.63
LSP000906,CAM0019,2025-07-02,2025-07-02T18:28:00,FACTUAL,pre-peak,30,526.99,520.97,18.37,9.57
LSP000907,CAM0048,2025-07-22,2025-07-22T14:05:00,CATCHUP,daytime,10,144.54,144.46,11.36,1.64
LSP000908,CAM0023,2025-08-23,2025-08-23T21:15:00,CATCHUP,peak,30,393.81,389.8,23.91,9.32
LSP000909,CAM0047,2025-11-23,2025-11-23T21:06:00,MOVIES,peak,30,785.2,812.05,31.74,25.77
LSP000910,CAM0028,2025-07-25,2025-07-25T07:47:00,FACTUAL,breakfast,40,539.67,554.21,11.03,6.11
LSP000911,CAM0008,2025-04-09,2025-04-09T20:19:00,CATCHUP,peak,30,454.37,461.43,22.63,10.44
LSP000912,CAM0037,2025-08-31,2025-08-31T12:59:00,MOVIES,daytime,30,610.15,599.26,10.03,6.01
LSP000913,CAM0039,2025-07-24,2025-07-24T23:43:00,FACTUAL,post-peak,30,53.79,55.0,19.26,1.06
LSP000914,CAM0018,2025-05-17,2025-05-17T18:50:00,FACTUAL,pre-peak,10,215.99,168.02,18.64,3.13
LSP000915,CAM0019,2025-12-31,2025-12-31T20:29:00,CATCHUP,peak,30,526.08,521.41,34.09,17.77
LSP000916,CAM0001,2025-06-25,2025-06-25T16:22:00,MOVIES,daytime,20,396.46,387.28,10.19,3.95
LSP000917,CAM0044,2025-07-19,2025-07-19T14:02:00,CATCHUP,daytime,10,523.54,517.06,7.25,3.75
LSP000918,CAM0034,2025-07-09,2025-07-09T16:48:00,FACTUAL,daytime,30,555.88,472.48,7.0,3.31
LSP000919,CAM0023,2025-10-17,2025-10-17T18:48:00,MAIN,pre-peak,60,780.02,779.44,20.35,15.86
LSP000920,CAM0059,2025-10-03,2025-10-03T10:38:00,MAIN,daytime,10,346.81,336.01,7.74,2.6
LSP000921,CAM0056,2025-03-23,2025-03-23T21:47:00,MOVIES,peak,30,356.39,354.06,29.79,10.55
LSP000922,CAM0021,2025-07-05,2025-07-05T20:42:00,FACTUAL,peak,30,451.72,464.7,28.43,13.21
LSP000923,CAM0030,2025-05-27,2025-05-27T21:28:00,EXTRA,peak,60,183.22,183.7,26.34,4.84
LSP000924,CAM0030,2025-12-02,2025-12-02T12:58:00,MAIN,daytime,30,485.12,481.95,7.13,3.44
LSP000925,CAM0002,2025-11-13,2025-11-13T14:39:00,CATCHUP,daytime,30,799.18,814.02,11.67,9.5
LSP000926,CAM0021,2025-11-09,2025-11-09T14:36:00,MOVIES,daytime,40,118.22,120.52,11.3,1.36
LSP000927,CAM0042,2025-07-19,2025-07-19T20:55:00,EXTRA,peak,60,734.91,748.02,25.11,18.78
LSP000928,CAM0031,2025-12-31,2025-12-31T23:20:00,EXTRA,post-peak,30,98.61,82.7,17.67,1.46
LSP000929,CAM0044,2025-11-05,2025-11-05T18:15:00,EXTRA,pre-peak,30,425.16,428.7,21.31,9.14
LSP000930,CAM0059,2025-03-23,2025-03-23T14:46:00,MAIN,daytime,10,611.46,606.88,9.12,5.53
LSP000931,CAM0031,2025-07-17,2025-07-17T08:26:00,FACTUAL,breakfast,40,453.01,456.89,14.92,6.82
LSP000932,CAM0046,2025-01-13,2025-01-13T18:52:00,MAIN,pre-peak,30,658.75,670.62,18.4,12.34
LSP000933,CAM0026,2025-09-19,2025-09-19T20:28:00,MOVIES,peak,60,143.04,140.32,32.73,4.59
LSP000934,CAM0049,2025-02-27,2025-02-27T21:23:00,MOVIES,peak,40,304.88,312.09,24.73,7.72
LSP000935,CAM0007,2025-06-18,2025-06-18T20:04:00,MOVIES,peak,40,418.68,410.64,25.84,10.61
LSP000936,CAM0029,2025-06-19,2025-06-19T21:44:00,FACTUAL,peak,30,256.47,188.15,28.78,5.41
LSP000937,CAM0002,2025-04-24,2025-04-24T21:36:00,FACTUAL,peak,40,268.41,261.07,30.24,7.89
LSP000938,CAM0031,2025-08-14,2025-08-14T20:09:00,EXTRA,peak,20,505.59,495.77,24.96,12.37
LSP000939,CAM0055,2025-04-19,2025-04-19T20:09:00,CATCHUP,peak,10,244.57,249.37,34.95,8.72
LSP000940,CAM0026,2025-09-02,2025-09-02T20:10:00,FACTUAL,peak,40,166.91,164.43,26.87,4.42
LSP000941,CAM0056,2025-09-06,2025-09-06T20:55:00,CATCHUP,peak,30,181.54,174.49,34.31,5.99
LSP000942,CAM0022,2025-04-26,2025-04-26T16:14:00,EXTRA,daytime,30,506.48,491.07,7.18,3.53
LSP000943,CAM0032,2025-08-24,2025-08-24T20:40:00,MAIN,peak,60,609.69,623.72,33.68,21.01
LSP000944,CAM0048,2025-04-14,2025-04-14T18:02:00,MOVIES,pre-peak,40,124.13,119.83,23.53,2.82
LSP000945,CAM0035,2025-10-03,2025-10-03T21:51:00,MAIN,peak,30,475.03,465.76,31.61,14.72
LSP000946,CAM0045,2025-11-30,2025-11-30T21:14:00,MOVIES,peak,20,80.17,80.5,23.19,1.87
LSP000947,CAM0013,2025-02-02,2025-02-02T23:08:00,CATCHUP,post-peak,30,95.65,96.31,18.65,1.8
LSP000948,CAM0030,2025-02-20,2025-02-20T20:50:00,MAIN,peak,30,642.51,641.39,27.74,17.79
LSP000949,CAM0031,2025-04-12,2025-04-12T10:37:00,EXTRA,daytime,30,415.42,418.14,11.17,4.67
LSP000950,CAM0008,2025-08-15,2025-08-15T21:12:00,CATCHUP,peak,60,526.2,546.92,25.27,13.82
LSP000951,CAM0027,2025-11-04,2025-11-04T14:40:00,EXTRA,daytime,30,430.47,446.02,7.8,3.48
LSP000952,CAM0056,2025-09-30,2025-09-30T14:17:00,CATCHUP,daytime,30,281.6,292.35,11.67,3.41
LSP000953,CAM0032,2025-01-04,2025-01-04T16:32:00,MOVIES,daytime,30,172.35,171.41,7.83,1.34
LSP000954,CAM0056,2025-08-15,2025-08-15T16:43:00,CATCHUP,daytime,60,186.99,190.92,7.28,1.39
LSP000955,CAM0033,2025-06-06,2025-06-06T16:33:00,MOVIES,daytime,10,563.56,550.5,10.03,5.52
LSP000956,CAM0021,2025-03-22,2025-03-22T12:25:00,EXTRA,daytime,60,168.46,166.11,9.1,1.51
LSP000957,CAM0031,2025-12-01,2025-12-01T20:26:00,FACTUAL,peak,20,749.63,770.99,25.95,20.01
LSP000958,CAM0010,2025-06-06,2025-06-06T16:22:00,FACTUAL,daytime,30,281.01,286.92,6.03,1.73
LSP000959,CAM0026,2025-01-29,2025-01-29T23:22:00,EXTRA,post-peak,30,625.29,543.4,15.67,8.52
LSP000960,CAM0046,2025-05-12,2025-05-12T16:23:00,MAIN,daytime,30,370.62,372.34,10.43,3.88
LSP000961,CAM0052,2025-04-21,2025-04-21T20:28:00,FACTUAL,peak,10,105.82,107.71,34.24,3.69
LSP000962,CAM0038,2025-08-29,2025-08-29T23:02:00,MOVIES,post-peak,40,769.8,754.39,21.9,16.52
LSP000963,CAM0038,2025-07-12,2025-07-12T08:03:00,FACTUAL,breakfast,30,453.42,445.59,11.3,5.04
LSP000964,CAM0057,2025-02-07,2025-02-07T16:49:00,MOVIES,daytime,60,163.83,161.19,7.2,1.16
LSP000965,CAM0006,2025-08-13,2025-08-13T14:36:00,CATCHUP,daytime,60,545.52,559.37,10.14,5.67
LSP000966,CAM0009,2025-02-04,2025-02-04T21:44:00,FACTUAL,peak,60,320.92,327.27,24.79,8.11
LSP000967,CAM0021,2025-08-28,2025-08-28T14:23:00,FACTUAL,daytime,20,558.25,547.32,10.49,5.74
LSP000968,CAM0002,2025-03-13,2025-03-13T10:26:00,MOVIES,daytime,30,654.55,671.92,6.36,4.27
LSP000969,CAM0033,2025-07-11,2025-07-11T07:27:00,MAIN,breakfast,30,704.81,707.0,9.98,7.06
LSP000970,CAM0022,2025-11-21,2025-11-21T08:04:00,CATCHUP,breakfast,10,780.67,782.65,13.59,10.64
LSP000971,CAM0055,2025-02-14,2025-02-14T20:29:00,CATCHUP,peak,40,794.71,811.69,27.6,22.4
LSP000972,CAM0018,2025-08-27,2025-08-27T18:56:00,EXTRA,pre-peak,40,297.82,299.61,22.54,6.75
LSP000973,CAM0050,2025-12-21,2025-12-21T21:27:00,MAIN,peak,30,481.05,432.35,22.25,9.62
LSP000974,CAM0015,2025-06-15,2025-06-15T18:16:00,EXTRA,pre-peak,30,555.9,554.02,24.65,13.66
LSP000975,CAM0050,2025-10-22,2025-10-22T23:57:00,CATCHUP,post-peak,20,191.64,188.7,14.81,2.79
LSP000976,CAM0035,2025-11-05,2025-11-05T23:02:00,EXTRA,post-peak,30,311.39,320.62,21.43,6.87
LSP000977,CAM0043,2025-04-17,2025-04-17T12:10:00,MOVIES,daytime,30,224.73,229.63,6.16,1.41
LSP000978,CAM0057,2025-08-14,2025-08-14T10:24:00,MAIN,daytime,30,700.65,684.32,6.3,4.31
LSP000979,CAM0029,2025-07-24,2025-07-24T12:49:00,MOVIES,daytime,30,660.87,643.69,11.48,7.39
LSP000980,CAM0047,2025-09-22,2025-09-22T10:48:00,EXTRA,daytime,10,755.52,746.96,11.97,8.94
LSP000981,CAM0027,2025-04-08,2025-04-08T12:05:00,CATCHUP,daytime,30,408.48,423.02,6.1,2.58
LSP000982,CAM0025,2025-08-04,2025-08-04T18:54:00,MAIN,pre-peak,30,320.29,309.15,27.46,8.49
LSP000983,CAM0042,2025-06-03,2025-06-03T14:44:00,MAIN,daytime,40,532.69,531.47,11.71,6.22
LSP000984,CAM0018,2025-11-28,2025-11-28T23:02:00,EXTRA,post-peak,60,236.75,229.7,15.25,3.5
LSP000985,CAM0045,2025-08-29,2025-08-29T21:03:00,CATCHUP,peak,60,207.37,203.94,30.03,6.12
LSP000986,CAM0053,2025-03-22,2025-03-22T18:11:00,CATCHUP,pre-peak,20,606.48,591.03,26.79,15.83
LSP000987,CAM0008,2025-03-25,2025-03-25T07:13:00,FACTUAL,breakfast,30,518.98,509.23,10.25,5.22
LSP000988,CAM0051,2025-01-14,2025-01-14T16:56:00,MOVIES,daytime,10,601.21,596.77,9.24,5.51
LSP000989,CAM0049,2025-11-03,2025-11-03T21:10:00,EXTRA,peak,10,61.2,59.2,34.85,2.06
LSP000990,CAM0008,2025-09-01,2025-09-01T18:26:00,CATCHUP,pre-peak,30,150.8,152.45,21.11,3.22
LSP000991,CAM0031,2025-05-12,2025-05-12T10:42:00,CATCHUP,daytime,30,767.68,742.89,8.96,6.66
LSP000992,CAM0054,2025-10-20,2025-10-20T12:14:00,CATCHUP,daytime,20,654.09,662.42,10.46,6.93
LSP000993,CAM0046,2025-07-26,2025-07-26T14:39:00,MAIN,daytime,20,219.67,222.47,7.97,1.77
LSP000994,CAM0030,2025-12-09,2025-12-09T20:33:00,CATCHUP,peak,30,619.92,616.05,30.6,18.85
LSP000995,CAM0038,2025-01-18,2025-01-18T21:51:00,MOVIES,peak,40,86.01,83.82,23.86,2.0
LSP000996,CAM0003,2025-05-02,2025-05-02T12:20:00,MAIN,daytime,30,410.58,400.32,11.22,4.49
LSP000997,CAM0037,2025-07-27,2025-07-27T18:13:00,MOVIES,pre-peak,30,247.1,251.94,24.55,6.19
LSP000998,CAM0033,2025-06-22,2025-06-22T16:57:00,EXTRA,daytime,30,305.74,312.39,8.74,2.73
LSP000999,CAM0007,2025-12-09,2025-12-09T21:48:00,CATCHUP,peak,30,97.34,98.45,34.54,3.4
LSP001000,CAM0009,2025-02-18,2025-02-18T14:29:00,MAIN,daytime,10,462.85,476.67,7.84,3.74
LSP001001,CAM0028,2025-10-11,2025-10-11T23:05:00,CATCHUP,post-peak,20,348.17,362.06,15.56,5.63
LSP001002,CAM0054,2025-12-15,2025-12-15T12:01:00,EXTRA,daytime,40,608.45,622.08,9.38,5.84
LSP001003,CAM0034,2025-09-26,2025-09-26T08:34:00,FACTUAL,breakfast,30,222.82,223.37,10.62,2.37
LSP001004,CAM0007,2025-12-15,2025-12-15T12:40:00,CATCHUP,daytime,20,682.43,663.43,11.65,7.73
LSP001005,CAM0040,2025-08-06,2025-08-06T21:17:00,MAIN,peak,30,272.37,282.65,33.62,9.5
LSP001006,CAM0030,2025-06-14,2025-06-14T10:19:00,MAIN,daytime,10,238.5,234.91,11.54,2.71
LSP001007,CAM0040,2025-11-01,2025-11-01T23:03:00,MOVIES,post-peak,20,157.84,161.18,20.46,3.3
LSP001008,CAM0016,2025-07-20,2025-07-20T21:41:00,MOVIES,peak,30,493.56,487.65,24.94,12.16
LSP001009,CAM0018,2025-03-13,2025-03-13T23:07:00,CATCHUP,post-peak,40,163.88,166.14,20.08,3.34
LSP001010,CAM0001,2025-11-23,2025-11-23T10:19:00,CATCHUP,daytime,10,628.74,615.27,8.63,5.31
LSP001011,CAM0053,2025-03-05,2025-03-05T20:39:00,MOVIES,peak,20,102.8,106.18,26.44,2.81
LSP001012,CAM0018,2025-01-21,2025-01-21T18:57:00,FACTUAL,pre-peak,10,520.17,506.37,25.1,12.71
LSP001013,CAM0056,2025-09-07,2025-09-07T21:14:00,CATCHUP,peak,10,116.43,120.71,33.25,4.01
LSP001014,CAM0016,2025-12-07,2025-12-07T20:44:00,MOVIES,peak,30,92.49,94.49,32.95,3.11
LSP001015,CAM0047,2025-05-22,2025-05-22T23:40:00,CATCHUP,post-peak,30,364.73,378.83,14.66,5.55
LSP001016,CAM0007,2025-09-06,2025-09-06T14:31:00,EXTRA,daytime,30,375.33,390.26,10.96,4.28
LSP001017,CAM0032,2025-10-15,2025-10-15T20:36:00,MOVIES,peak,30,439.23,435.1,29.82,12.97
LSP001018,CAM0038,2025-11-26,2025-11-26T23:36:00,MAIN,post-peak,10,775.05,780.02,19.67,15.34
LSP001019,CAM0039,2025-08-04,2025-08-04T21:45:00,MAIN,peak,30,535.32,533.64,33.22,17.73
LSP001020,CAM0003,2025-07-24,2025-07-24T21:40:00,MOVIES,peak,40,731.06,712.39,30.2,21.51
LSP001021,CAM0022,2025-02-20,2025-02-20T16:26:00,MAIN,daytime,40,392.47,388.03,10.1,3.92
LSP001022,CAM0023,2025-05-08,2025-05-08T14:50:00,MAIN,daytime,30,393.65,386.19,10.76,4.16
LSP001023,CAM0014,2025-10-13,2025-10-13T21:35:00,FACTUAL,peak,40,350.99,359.85,32.98,11.87
LSP001024,CAM0055,2025-02-15,2025-02-15T16:39:00,CATCHUP,daytime,40,653.87,644.27,7.84,5.05
LSP001025,CAM0059,2025-02-16,2025-02-16T20:20:00,CATCHUP,peak,30,529.61,516.99,33.13,17.13
LSP001026,CAM0032,2025-06-29,2025-06-29T16:28:00,FACTUAL,daytime,60,169.41,162.85,7.14,1.16
LSP001027,CAM0020,2025-09-17,2025-09-17T21:35:00,FACTUAL,peak,60,469.94,474.39,22.99,10.91
LSP001028,CAM0006,2025-02-16,2025-02-16T21:58:00,MOVIES,peak,60,247.53,248.18,27.16,6.74
LSP001029,CAM0059,2025-07-17,2025-07-17T10:47:00,FACTUAL,daytime,30,477.58,496.66,8.66,4.3
LSP001030,CAM0003,2025-05-06,2025-05-06T20:42:00,FACTUAL,peak,10,420.87,437.14,25.19,11.01
LSP001031,CAM0015,2025-08-14,2025-08-14T20:13:00,EXTRA,peak,10,272.59,280.39,28.28,7.93
LSP001032,CAM0029,2025-08-01,2025-08-01T20:36:00,EXTRA,peak,30,189.54,188.02,29.48,5.54
LSP001033,CAM0058,2025-07-18,2025-07-18T21:45:00,FACTUAL,peak,60,651.29,644.23,34.03,21.92
LSP001034,CAM0016,2025-06-13,2025-06-13T20:04:00,EXTRA,peak,30,694.96,680.89,29.0,19.75
LSP001035,CAM0009,2025-02-19,2025-02-19T23:50:00,CATCHUP,post-peak,40,406.8,416.8,18.83,7.85
LSP001036,CAM0047,2025-06-28,2025-06-28T21:41:00,CATCHUP,peak,60,788.81,793.5,22.69,18.0
LSP001037,CAM0040,2025-08-13,2025-08-13T20:27:00,MAIN,peak,20,66.59,67.39,33.65,2.27
LSP001038,CAM0031,2025-12-28,2025-12-28T10:43:00,FACTUAL,daytime,10,766.05,750.85,11.38,8.54
LSP001039,CAM0002,2025-11-03,2025-11-03T20:45:00,EXTRA,peak,30,211.4,212.05,30.77,6.52
LSP001040,CAM0022,2025-04-30,2025-04-30T20:56:00,CATCHUP,peak,30,158.17,160.46,26.09,4.19
LSP001041,CAM0001,2025-11-09,2025-11-09T08:48:00,FACTUAL,breakfast,30,139.76,141.03,11.71,1.65
LSP001042,CAM0047,2025-03-24,2025-03-24T21:15:00,CATCHUP,peak,60,619.12,603.33,30.44,18.37
LSP001043,CAM0032,2025-03-03,2025-03-03T16:06:00,MOVIES,daytime,30,575.7,589.74,8.29,4.89
LSP001044,CAM0031,2025-03-12,2025-03-12T21:11:00,MAIN,peak,30,316.37,325.96,28.5,9.29
LSP001045,CAM0012,2025-05-14,2025-05-14T18:14:00,FACTUAL,pre-peak,40,524.76,535.33,23.24,12.44
LSP001046,CAM0002,2025-11-07,2025-11-07T08:35:00,MAIN,breakfast,40,329.86,342.09,11.7,4.0
LSP001047,CAM0001,2025-06-17,2025-06-17T18:01:00,CATCHUP,pre-peak,30,331.13,322.45,24.36,7.85
LSP001048,CAM0032,2025-04-04,2025-04-04T20:22:00,MAIN,peak,60,562.39,556.73,24.3,13.53
LSP001049,CAM0029,2025-12-28,2025-12-28T21:49:00,EXTRA,peak,30,161.64,155.57,22.5,3.5
LSP001050,CAM0035,2025-03-03,2025-03-03T21:19:00,FACTUAL,peak,10,311.79,312.25,33.7,10.52
LSP001051,CAM0032,2025-04-09,2025-04-09T20:39:00,FACTUAL,peak,30,746.45,739.81,27.82,20.58
LSP001052,CAM0008,2025-12-09,2025-12-09T20:21:00,EXTRA,peak,30,156.04,155.92,32.32,5.04
LSP001053,CAM0003,2025-07-03,2025-07-03T08:58:00,MOVIES,breakfast,60,682.7,696.61,12.14,8.46
LSP001054,CAM0055,2025-09-24,2025-09-24T10:41:00,FACTUAL,daytime,30,472.25,473.07,10.54,4.99
LSP001055,CAM0042,2025-04-13,2025-04-13T14:08:00,MOVIES,daytime,60,198.53,197.36,8.61,1.7
LSP001056,CAM0006,2025-09-09,2025-09-09T07:06:00,FACTUAL,breakfast,30,413.08,413.0,13.5,5.58
LSP001057,CAM0019,2025-12-17,2025-12-17T21:33:00,MAIN,peak,20,760.08,765.4,33.7,25.79
LSP001058,CAM0035,2025-03-30,2025-03-30T20:47:00,MAIN,peak,30,70.97,70.32,26.57,1.87
LSP001059,CAM0035,2025-01-27,2025-01-27T21:43:00,MOVIES,peak,40,431.28,431.58,30.85,13.31
LSP001060,CAM0003,2025-04-20,2025-04-20T10:11:00,EXTRA,daytime,40,290.23,290.12,9.43,2.74
LSP001061,CAM0040,2025-01-08,2025-01-08T08:24:00,EXTRA,breakfast,40,137.25,141.69,12.62,1.79
LSP001062,CAM0059,2025-06-19,2025-06-19T23:24:00,EXTRA,post-peak,30,738.19,717.87,18.79,13.49
LSP001063,CAM0040,2025-12-09,2025-12-09T14:59:00,MOVIES,daytime,40,477.9,482.72,7.23,3.49
LSP001064,CAM0057,2025-12-01,2025-12-01T21:17:00,MOVIES,peak,40,57.67,57.1,32.95,1.88
LSP001065,CAM0013,2025-09-07,2025-09-07T14:00:00,MOVIES,daytime,10,572.0,579.46,7.34,4.25
LSP001066,CAM0041,2025-02-28,2025-02-28T10:57:00,MOVIES,daytime,10,187.52,194.17,7.54,1.46
LSP001067,CAM0044,2025-12-22,2025-12-22T18:34:00,FACTUAL,pre-peak,30,691.63,706.07,21.95,15.5
LSP001068,CAM0057,2025-04-14,2025-04-14T23:35:00,MOVIES,post-peak,20,145.34,144.98,14.87,2.16
LSP001069,CAM0015,2025-01-20,2025-01-20T21:11:00,MAIN,peak,60,570.21,567.29,26.82,15.21
LSP001070,CAM0048,2025-03-15,2025-03-15T18:49:00,MAIN,pre-peak,40,750.21,731.54,20.1,14.7
LSP001071,CAM0021,2025-01-23,2025-01-23T20:09:00,FACTUAL,peak,60,762.81,753.66,24.61,18.55
LSP001072,CAM0042,2025-01-29,2025-01-29T18:09:00,FACTUAL,pre-peak,30,97.74,95.35,24.58,2.34
LSP001073,CAM0029,2025-01-13,2025-01-13T21:04:00,EXTRA,peak,30,446.42,433.68,34.53,14.97
LSP001074,CAM0004,2025-02-27,2025-02-27T21:26:00,CATCHUP,peak,30,63.1,64.23,26.18,1.68
LSP001075,CAM0003,2025-03-15,2025-03-15T23:43:00,EXTRA,post-peak,10,335.91,344.34,20.15,6.94
LSP001076,CAM0008,2025-04-25,2025-04-25T21:02:00,CATCHUP,peak,30,105.44,108.91,34.18,3.72
LSP001077,CAM0042,2025-07-17,2025-07-17T14:39:00,MOVIES,daytime,30,732.68,732.13,7.5,5.49
LSP001078,CAM0041,2025-08-21,2025-08-21T20:57:00,EXTRA,peak,30,452.34,439.47,30.28,13.31
LSP001079,CAM0012,2025-07-18,2025-07-18T23:56:00,EXTRA,post-peak,30,605.0,595.31,14.34,8.54
LSP001080,CAM0027,2025-12-30,2025-12-30T21:54:00,EXTRA,peak,30,143.77,140.41,27.28,3.83
LSP001081,CAM0057,2025-08-02,2025-08-02T18:28:00,MOVIES,pre-peak,30,397.64,402.9,19.33,7.79
LSP001082,CAM0034,2025-04-16,2025-04-16T14:45:00,EXTRA,daytime,30,195.95,198.45,9.71,1.93
LSP001083,CAM0058,2025-08-26,2025-08-26T20:48:00,MOVIES,peak,30,533.0,517.71,23.41,12.12
LSP001084,CAM0042,2025-08-20,2025-08-20T16:53:00,CATCHUP,daytime,30,88.16,88.52,6.94,0.61
LSP001085,CAM0025,2025-09-22,2025-09-22T18:28:00,MAIN,pre-peak,40,204.84,199.47,27.84,5.55
LSP001086,CAM0044,2025-10-16,2025-10-16T21:41:00,MOVIES,peak,30,636.39,631.87,28.09,17.75
LSP001087,CAM0056,2025-03-08,2025-03-08T21:31:00,FACTUAL,peak,30,749.77,763.88,33.39,25.51
LSP001088,CAM0044,2025-02-19,2025-02-19T21:05:00,MAIN,peak,10,740.13,730.15,23.17,16.92
LSP001089,CAM0058,2025-07-02,2025-07-02T12:09:00,EXTRA,daytime,30,680.51,702.79,9.5,6.68
LSP001090,CAM0054,2025-08-17,2025-08-17T20:45:00,EXTRA,peak,30,277.43,269.88,33.45,9.03
LSP001091,CAM0011,2025-08-01,2025-08-01T10:58:00,CATCHUP,daytime,30,168.71,168.3,11.9,2.0
LSP001092,CAM0045,2025-05-08,2025-05-08T23:42:00,EXTRA,post-peak,30,122.8,111.9,17.78,1.99
LSP001093,CAM0031,2025-03-29,2025-03-29T21:37:00,FACTUAL,peak,30,488.67,504.07,34.61,17.45
LSP001094,CAM0043,2025-10-18,2025-10-18T16:21:00,MAIN,daytime,30,101.67,100.04,8.36,0.84
LSP001095,CAM0010,2025-02-26,2025-02-26T23:50:00,EXTRA,post-peak,40,290.52,300.95,14.66,4.41
LSP001096,CAM0039,2025-09-11,2025-09-11T07:57:00,CATCHUP,breakfast,30,793.78,778.08,11.59,9.02
LSP001097,CAM0034,2025-01-13,2025-01-13T20:57:00,EXTRA,peak,10,537.05,526.87,34.95,18.41
LSP001098,CAM0022,2025-01-21,2025-01-21T14:48:00,MOVIES,daytime,40,110.18,106.92,11.87,1.27
LSP001099,CAM0040,2025-01-06,2025-01-06T21:01:00,FACTUAL,peak,30,199.73,197.95,31.04,6.14
LSP001100,CAM0018,2025-12-23,2025-12-23T18:23:00,CATCHUP,pre-peak,60,795.24,808.43,19.32,15.62
LSP001101,CAM0023,2025-05-14,2025-05-14T20:31:00,FACTUAL,peak,30,112.48,114.03,32.47,3.7
LSP001102,CAM0059,2025-06-13,2025-06-13T21:57:00,MAIN,peak,10,658.07,637.38,22.97,14.64
