broadcast_date,channel_id,start_time,end_time,programme_id,episode_id
2025-01-11,MAIN,2025-01-11T20:00:00,2025-01-11T21:00:00,P057,E00517
2025-01-11,MAIN,2025-01-11T21:00:00,2025-01-11T22:00:00,P009,E00095
2025-01-11,MAIN,2025-01-11T22:00:00,2025-01-11T22:55:00,P019,E00188
2025-01-11,MAIN,2025-01-11T23:00:00,2025-01-11T23:55:00,P051,E00458
2025-01-11,EXTRA,2025-01-11T07:00:00,2025-01-11T07:25:00,P028,E00285
2025-01-11,EXTRA,2025-01-11T07:00:00,2025-01-11T07:30:00,P045,E00412
2025-01-11,EXTRA,2025-01-11T08:00:00,2025-01-11T08:25:00,P026,E00251
2025-01-11,EXTRA,2025-01-11T09:00:00,2025-01-11T09:50:00,P026,E00253
2025-01-11,EXTRA,2025-01-11T10:00:00,2025-01-11T10:50:00,P029,E00293
2025-01-11,EXTRA,2025-01-11T12:00:00,2025-01-11T12:50:00,P006,E00068
2025-01-11,EXTRA,2025-01-11T13:00:00,2025-01-11T13:25:00,P007,E00085
2025-01-11,EXTRA,2025-01-11T14:00:00,2025-01-11T14:25:00,P027,E00268
2025-01-11,EXTRA,2025-01-11T15:00:00,2025-01-11T15:25:00,P042,E00366
2025-01-11,EXTRA,2025-01-11T16:00:00,2025-01-11T16:25:00,P042,E00364
2025-01-11,EXTRA,2025-01-11T17:00:00,2025-01-11T17:50:00,P026,E00252
2025-01-11,EXTRA,2025-01-11T18:00:00,2025-01-11T18:25:00,P044,E00406
2025-01-11,EXTRA,2025-01-11T19:00:00,2025-01-11T19:25:00,P007,E00086
2025-01-11,EXTRA,2025-01-11T20:00:00,2025-01-11T21:00:00,P027,E00257
2025-01-11,EXTRA,2025-01-11T21:00:00,2025-01-11T22:00:00,P045,E00412
2025-01-11,EXTRA,2025-01-11T22:00:00,2025-01-11T22:25:00,P006,E00057
2025-01-11,FACTUAL,2025-01-11T08:00:00,2025-01-11T09:00:00,P058,E00524
2025-01-11,FACTUAL,2025-01-11T09:00:00,2025-01-11T10:00:00,P038,E00328
2025-01-11,FACTUAL,2025-01-11T10:00:00,2025-01-11T11:00:00,P056,E00508
2025-01-11,FACTUAL,2025-01-11T12:00:00,2025-01-11T13:00:00,P009,E00100
2025-01-11,FACTUAL,2025-01-11T14:00:00,2025-01-11T15:00:00,P039,E00340
2025-01-11,FACTUAL,2025-01-11T16:00:00,2025-01-11T17:00:00,P038,E00325
2025-01-11,FACTUAL,2025-01-11T18:00:00,2025-01-11T19:00:00,P058,E00525
2025-01-11,FACTUAL,2025-01-11T20:00:00,2025-01-11T21:00:00,P037,E00321
2025-01-11,FACTUAL,2025-01-11T21:00:00,2025-01-11T22:00:00,P058,E00523
2025-01-11,FACTUAL,2025-01-11T22:00:00,2025-01-11T23:00:00,P056,E00515
2025-01-11,MOVIES,2025-01-11T09:00:00,2025-01-11T11:00:00,P031,E00307
2025-01-11,MOVIES,2025-01-11T12:00:00,2025-01-11T14:08:00,P033,E00309
2025-01-11,MOVIES,2025-01-11T15:00:00,2025-01-11T16:56:00,P031,E00307
2025-01-11,MOVIES,2025-01-11T18:00:00,2025-01-11T20:28:00,P031,E00307
2025-01-11,MOVIES,2025-01-11T21:00:00,2025-01-11T23:12:00,P032,E00308
2025-01-11,MOVIES,2025-01-11T23:00:00,2025-01-12T00:35:00,P035,E00311
2025-01-11,CATCHUP,2025-01-11T08:00:00,2025-01-11T09:00:00,P062,E00552
2025-01-11,CATCHUP,2025-01-11T10:00:00,2025-01-11T11:00:00,P001,E00005
2025-01-11,CATCHUP,2025-01-11T12:00:00,2025-01-11T13:00:00,P001,E00002
2025-01-11,CATCHUP,2025-01-11T14:00:00,2025-01-11T15:00:00,P012,E00129
2025-01-11,CATCHUP,2025-01-11T16:00:00,2025-01-11T17:00:00,P002,E00009
2025-01-11,CATCHUP,2025-01-11T18:00:00,2025-01-11T19:00:00,P013,E00133
2025-01-11,CATCHUP,2025-01-11T20:00:00,2025-01-11T21:00:00,P012,E00121
2025-01-11,CATCHUP,2025-01-11T21:00:00,2025-01-11T22:00:00,P061,E00548
2025-01-11,CATCHUP,2025-01-11T22:00:00,2025-01-11T23:00:00,P061,E00545
2025-01-12,MAIN,2025-01-12T06:00:00,2025-01-12T06:25:00,P013,E00131
2025-01-12,MAIN,2025-01-12T06:00:00,2025-01-12T06:30:00,P057,E00517
2025-01-12,MAIN,2025-01-12T07:00:00,2025-01-12T07:55:00,P003,E00020
2025-01-12,MAIN,2025-01-12T08:00:00,2025-01-12T08:25:00,P020,E00195
2025-01-12,MAIN,2025-01-12T09:00:00,2025-01-12T09:45:00,P059,E00531
2025-01-12,MAIN,2025-01-12T10:00:00,2025-01-12T10:45:00,P036,E00314
2025-01-12,MAIN,2025-01-12T12:00:00,2025-01-12T13:00:00,P003,E00030
2025-01-12,MAIN,2025-01-12T13:00:00,2025-01-12T13:30:00,P013,E00135
2025-01-12,MAIN,2025-01-12T14:00:00,2025-01-12T14:30:00,P023,E00210
2025-01-12,MAIN,2025-01-12T15:00:00,2025-01-12T15:30:00,P062,E00557
2025-01-12,MAIN,2025-01-12T16:00:00,2025-01-12T16:30:00,P018,E00173
2025-01-12,MAIN,2025-01-12T17:00:00,2025-01-12T17:55:00,P058,E00525
2025-01-12,MAIN,2025-01-12T19:00:00,2025-01-12T19:55:00,P028,E00282
2025-01-12,MAIN,2025-01-12T20:00:00,2025-01-12T21:00:00,P054,E00495
2025-01-12,MAIN,2025-01-12T21:00:00,2025-01-12T22:00:00,P025,E00247
2025-01-12,MAIN,2025-01-12T22:00:00,2025-01-12T22:55:00,P012,E00126
2025-01-12,MAIN,2025-01-12T23:00:00,2025-01-12T23:55:00,P051,E00452
2025-01-12,EXTRA,2025-01-12T07:00:00,2025-01-12T07:25:00,P043,E00394
2025-01-12,EXTRA,2025-01-12T07:00:00,2025-01-12T07:30:00,P042,E00375
2025-01-12,EXTRA,2025-01-12T08:00:00,2025-01-12T08:25:00,P027,E00267
2025-01-12,EXTRA,2025-01-12T09:00:00,2025-01-12T09:50:00,P044,E00397
2025-01-12,EXTRA,2025-01-12T10:00:00,2025-01-12T10:50:00,P044,E00405
2025-01-12,EXTRA,2025-01-12T12:00:00,2025-01-12T12:50:00,P028,E00287
2025-01-12,EXTRA,2025-01-12T13:00:00,2025-01-12T13:25:00,P042,E00368
2025-01-12,EXTRA,2025-01-12T14:00:00,2025-01-12T14:25:00,P027,E00257
2025-01-12,EXTRA,2025-01-12T15:00:00,2025-01-12T15:25:00,P043,E00387
2025-01-12,EXTRA,2025-01-12T16:00:00,2025-01-12T16:25:00,P042,E00370
2025-01-12,EXTRA,2025-01-12T17:00:00,2025-01-12T17:50:00,P007,E00085
2025-01-12,EXTRA,2025-01-12T18:00:00,2025-01-12T18:25:00,P028,E00284
2025-01-12,EXTRA,2025-01-12T19:00:00,2025-01-12T19:25:00,P043,E00392
2025-01-12,EXTRA,2025-01-12T20:00:00,2025-01-12T21:00:00,P026,E00253
2025-01-12,EXTRA,2025-01-12T21:00:00,2025-01-12T22:00:00,P007,E00085
2025-01-12,EXTRA,2025-01-12T22:00:00,2025-01-12T22:25:00,P042,E00373
2025-01-12,FACTUAL,2025-01-12T08:00:00,2025-01-12T09:00:00,P036,E00312
2025-01-12,FACTUAL,2025-01-12T09:00:00,2025-01-12T10:00:00,P056,E00513
2025-01-12,FACTUAL,2025-01-12T10:00:00,2025-01-12T11:00:00,P058,E00524
2025-01-12,FACTUAL,2025-01-12T12:00:00,2025-01-12T13:00:00,P036,E00313
2025-01-12,FACTUAL,2025-01-12T14:00:00,2025-01-12T15:00:00,P009,E00102
2025-01-12,FACTUAL,2025-01-12T16:00:00,2025-01-12T17:00:00,P036,E00313
2025-01-12,FACTUAL,2025-01-12T18:00:00,2025-01-12T19:00:00,P037,E00318
2025-01-12,FACTUAL,2025-01-12T20:00:00,2025-01-12T21:00:00,P055,E00503
2025-01-12,FACTUAL,2025-01-12T21:00:00,2025-01-12T22:00:00,P056,E00508
2025-01-12,FACTUAL,2025-01-12T22:00:00,2025-01-12T23:00:00,P009,E00097
2025-01-12,MOVIES,2025-01-12T09:00:00,2025-01-12T11:00:00,P034,E00310
2025-01-12,MOVIES,2025-01-12T12:00:00,2025-01-12T14:08:00,P033,E00309
2025-01-12,MOVIES,2025-01-12T15:00:00,2025-01-12T16:56:00,P031,E00307
2025-01-12,MOVIES,2025-01-12T18:00:00,2025-01-12T20:28:00,P035,E00311
2025-01-12,MOVIES,2025-01-12T21:00:00,2025-01-12T23:12:00,P034,E00310
2025-01-12,MOVIES,2025-01-12T23:00:00,2025-01-13T00:35:00,P033,E00309
2025-01-12,CATCHUP,2025-01-12T08:00:00,2025-01-12T09:00:00,P061,E00541
2025-01-12,CATCHUP,2025-01-12T10:00:00,2025-01-12T11:00:00,P013,E00133
2025-01-12,CATCHUP,2025-01-12T12:00:00,2025-01-12T13:00:00,P002,E00009
2025-01-12,CATCHUP,2025-01-12T14:00:00,2025-01-12T15:00:00,P003,E00013
2025-01-12,CATCHUP,2025-01-12T16:00:00,2025-01-12T17:00:00,P001,E00003
2025-01-12,CATCHUP,2025-01-12T18:00:00,2025-01-12T19:00:00,P013,E00138
2025-01-12,CATCHUP,2025-01-12T20:00:00,2025-01-12T21:00:00,P062,E00556
2025-01-12,CATCHUP,2025-01-12T21:00:00,2025-01-12T22:00:00,P013,E00138
2025-01-12,CATCHUP,2025-01-12T22:00:00,2025-01-12T23:00:00,P062,E00553
2025-04-07,MAIN,2025-04-07T06:00:00,2025-04-07T06:25:00,P009,E00096
2025-04-07,MAIN,2025-04-07T06:00:00,2025-04-07T06:30:00,P029,E00293
2025-04-07,MAIN,2025-04-07T07:00:00,2025-04-07T07:55:00,P052,E00467
2025-04-07,MAIN,2025-04-07T08:00:00,2025-04-07T08:25:00,P006,E00069
2025-04-07,MAIN,2025-04-07T09:00:00,2025-04-07T09:45:00,P050,E00443
2025-04-07,MAIN,2025-04-07T10:00:00,2025-04-07T10:45:00,P049,E00436
2025-04-07,MAIN,2025-04-07T12:00:00,2025-04-07T13:00:00,P052,E00461
2025-04-07,MAIN,2025-04-07T13:00:00,2025-04-07T13:30:00,P042,E00371
2025-04-07,MAIN,2025-04-07T14:00:00,2025-04-07T14:30:00,P019,E00185
2025-04-07,MAIN,2025-04-07T15:00:00,2025-04-07T15:30:00,P061,E00543
2025-04-07,MAIN,2025-04-07T16:00:00,2025-04-07T16:30:00,P052,E00471
2025-04-07,MAIN,2025-04-07T17:00:00,2025-04-07T17:55:00,P051,E00455
2025-04-07,MAIN,2025-04-07T19:00:00,2025-04-07T19:55:00,P012,E00124
2025-04-07,MAIN,2025-04-07T20:00:00,2025-04-07T21:00:00,P038,E00327
2025-04-07,MAIN,2025-04-07T21:00:00,2025-04-07T22:00:00,P008,E00089
2025-04-07,MAIN,2025-04-07T22:00:00,2025-04-07T22:55:00,P057,E00517
2025-04-07,MAIN,2025-04-07T23:00:00,2025-04-07T23:55:00,P016,E00159
2025-04-07,EXTRA,2025-04-07T07:00:00,2025-04-07T07:25:00,P026,E00253
2025-04-07,EXTRA,2025-04-07T07:00:00,2025-04-07T07:30:00,P006,E00066
2025-04-07,EXTRA,2025-04-07T08:00:00,2025-04-07T08:25:00,P043,E00392
2025-04-07,EXTRA,2025-04-07T09:00:00,2025-04-07T09:50:00,P006,E00059
2025-04-07,EXTRA,2025-04-07T10:00:00,2025-04-07T10:50:00,P007,E00074
2025-04-07,EXTRA,2025-04-07T12:00:00,2025-04-07T12:50:00,P027,E00260
2025-04-07,EXTRA,2025-04-07T13:00:00,2025-04-07T13:25:00,P044,E00407
2025-04-07,EXTRA,2025-04-07T14:00:00,2025-04-07T14:25:00,P030,E00306
2025-04-07,EXTRA,2025-04-07T15:00:00,2025-04-07T15:25:00,P006,E00063
2025-04-07,EXTRA,2025-04-07T16:00:00,2025-04-07T16:25:00,P044,E00405
2025-04-07,EXTRA,2025-04-07T17:00:00,2025-04-07T17:50:00,P027,E00258
2025-04-07,EXTRA,2025-04-07T18:00:00,2025-04-07T18:25:00,P043,E00380
2025-04-07,EXTRA,2025-04-07T19:00:00,2025-04-07T19:25:00,P045,E00411
2025-04-07,EXTRA,2025-04-07T20:00:00,2025-04-07T21:00:00,P025,E00249
2025-04-07,EXTRA,2025-04-07T21:00:00,2025-04-07T22:00:00,P043,E00382
2025-04-07,EXTRA,2025-04-07T22:00:00,2025-04-07T22:25:00,P006,E00067
2025-04-07,FACTUAL,2025-04-07T08:00:00,2025-04-07T09:00:00,P009,E00097
2025-04-07,FACTUAL,2025-04-07T09:00:00,2025-04-07T10:00:00,P038,E00330
2025-04-07,FACTUAL,2025-04-07T10:00:00,2025-04-07T11:00:00,P058,E00523
2025-04-07,FACTUAL,2025-04-07T12:00:00,2025-04-07T13:00:00,P037,E00321
2025-04-07,FACTUAL,2025-04-07T14:00:00,2025-04-07T15:00:00,P038,E00328
2025-04-07,FACTUAL,2025-04-07T16:00:00,2025-04-07T17:00:00,P038,E00326
2025-04-07,FACTUAL,2025-04-07T18:00:00,2025-04-07T19:00:00,P055,E00501
2025-04-07,FACTUAL,2025-04-07T20:00:00,2025-04-07T21:00:00,P055,E00506
2025-04-07,FACTUAL,2025-04-07T21:00:00,2025-04-07T22:00:00,P040,E00344
2025-04-07,FACTUAL,2025-04-07T22:00:00,2025-04-07T23:00:00,P040,E00346
2025-04-07,MOVIES,2025-04-07T09:00:00,2025-04-07T11:00:00,P035,E00311
2025-04-07,MOVIES,2025-04-07T12:00:00,2025-04-07T14:08:00,P032,E00308
2025-04-07,MOVIES,2025-04-07T15:00:00,2025-04-07T16:56:00,P035,E00311
2025-04-07,MOVIES,2025-04-07T18:00:00,2025-04-07T20:28:00,P035,E00311
2025-04-07,MOVIES,2025-04-07T21:00:00,2025-04-07T23:12:00,P035,E00311
2025-04-07,MOVIES,2025-04-07T23:00:00,2025-04-08T00:35:00,P032,E00308
2025-04-07,CATCHUP,2025-04-07T08:00:00,2025-04-07T09:00:00,P012,E00128
2025-04-07,CATCHUP,2025-04-07T10:00:00,2025-04-07T11:00:00,P061,E00541
2025-04-07,CATCHUP,2025-04-07T12:00:00,2025-04-07T13:00:00,P061,E00541
2025-04-07,CATCHUP,2025-04-07T14:00:00,2025-04-07T15:00:00,P013,E00140
2025-04-07,CATCHUP,2025-04-07T16:00:00,2025-04-07T17:00:00,P001,E00002
2025-04-07,CATCHUP,2025-04-07T18:00:00,2025-04-07T19:00:00,P012,E00128
2025-04-07,CATCHUP,2025-04-07T20:00:00,2025-04-07T21:00:00,P002,E00006
2025-04-07,CATCHUP,2025-04-07T21:00:00,2025-04-07T22:00:00,P002,E00008
2025-04-07,CATCHUP,2025-04-07T22:00:00,2025-04-07T23:00:00,P013,E00135
2025-04-08,MAIN,2025-04-08T06:00:00,2025-04-08T06:25:00,P036,E00313
2025-04-08,MAIN,2025-04-08T06:00:00,2025-04-08T06:30:00,P058,E00526
2025-04-08,MAIN,2025-04-08T07:00:00,2025-04-08T07:55:00,P020,E00195
2025-04-08,MAIN,2025-04-08T08:00:00,2025-04-08T08:25:00,P005,E00046
2025-04-08,MAIN,2025-04-08T09:00:00,2025-04-08T09:45:00,P011,E00117
2025-04-08,MAIN,2025-04-08T10:00:00,2025-04-08T10:45:00,P027,E00263
2025-04-08,MAIN,2025-04-08T12:00:00,2025-04-08T13:00:00,P030,E00304
2025-04-08,MAIN,2025-04-08T13:00:00,2025-04-08T13:30:00,P022,E00208
2025-04-08,MAIN,2025-04-08T14:00:00,2025-04-08T14:30:00,P010,E00109
2025-04-08,MAIN,2025-04-08T15:00:00,2025-04-08T15:30:00,P062,E00557
2025-04-08,MAIN,2025-04-08T16:00:00,2025-04-08T16:30:00,P053,E00486
2025-04-08,MAIN,2025-04-08T17:00:00,2025-04-08T17:55:00,P023,E00221
2025-04-08,MAIN,2025-04-08T19:00:00,2025-04-08T19:55:00,P009,E00100
2025-04-08,MAIN,2025-04-08T20:00:00,2025-04-08T21:00:00,P038,E00332
2025-04-08,MAIN,2025-04-08T21:00:00,2025-04-08T22:00:00,P007,E00082
2025-04-08,MAIN,2025-04-08T22:00:00,2025-04-08T22:55:00,P016,E00159
2025-04-08,MAIN,2025-04-08T23:00:00,2025-04-08T23:55:00,P008,E00090
2025-04-08,EXTRA,2025-04-08T07:00:00,2025-04-08T07:25:00,P045,E00409
2025-04-08,EXTRA,2025-04-08T07:00:00,2025-04-08T07:30:00,P028,E00273
2025-04-08,EXTRA,2025-04-08T08:00:00,2025-04-08T08:25:00,P026,E00253
2025-04-08,EXTRA,2025-04-08T09:00:00,2025-04-08T09:50:00,P044,E00405
2025-04-08,EXTRA,2025-04-08T10:00:00,2025-04-08T10:50:00,P044,E00399
2025-04-08,EXTRA,2025-04-08T12:00:00,2025-04-08T12:50:00,P028,E00280
2025-04-08,EXTRA,2025-04-08T13:00:00,2025-04-08T13:25:00,P007,E00082
2025-04-08,EXTRA,2025-04-08T14:00:00,2025-04-08T14:25:00,P029,E00293
2025-04-08,EXTRA,2025-04-08T15:00:00,2025-04-08T15:25:00,P045,E00412
2025-04-08,EXTRA,2025-04-08T16:00:00,2025-04-08T16:25:00,P045,E00411
2025-04-08,EXTRA,2025-04-08T17:00:00,2025-04-08T17:50:00,P042,E00370
2025-04-08,EXTRA,2025-04-08T18:00:00,2025-04-08T18:25:00,P026,E00251
2025-04-08,EXTRA,2025-04-08T19:00:00,2025-04-08T19:25:00,P044,E00404
2025-04-08,EXTRA,2025-04-08T20:00:00,2025-04-08T21:00:00,P045,E00409
2025-04-08,EXTRA,2025-04-08T21:00:00,2025-04-08T22:00:00,P029,E00300
2025-04-08,EXTRA,2025-04-08T22:00:00,2025-04-08T22:25:00,P043,E00379
2025-04-08,FACTUAL,2025-04-08T08:00:00,2025-04-08T09:00:00,P036,E00314
2025-04-08,FACTUAL,2025-04-08T09:00:00,2025-04-08T10:00:00,P057,E00520
2025-04-08,FACTUAL,2025-04-08T10:00:00,2025-04-08T11:00:00,P057,E00518
2025-04-08,FACTUAL,2025-04-08T12:00:00,2025-04-08T13:00:00,P058,E00523
2025-04-08,FACTUAL,2025-04-08T14:00:00,2025-04-08T15:00:00,P037,E00320
2025-04-08,FACTUAL,2025-04-08T16:00:00,2025-04-08T17:00:00,P038,E00328
2025-04-08,FACTUAL,2025-04-08T18:00:00,2025-04-08T19:00:00,P055,E00504
2025-04-08,FACTUAL,2025-04-08T20:00:00,2025-04-08T21:00:00,P055,E00498
2025-04-08,FACTUAL,2025-04-08T21:00:00,2025-04-08T22:00:00,P056,E00508
2025-04-08,FACTUAL,2025-04-08T22:00:00,2025-04-08T23:00:00,P009,E00103
2025-04-08,MOVIES,2025-04-08T09:00:00,2025-04-08T11:00:00,P032,E00308
2025-04-08,MOVIES,2025-04-08T12:00:00,2025-04-08T14:08:00,P035,E00311
2025-04-08,MOVIES,2025-04-08T15:00:00,2025-04-08T16:56:00,P031,E00307
2025-04-08,MOVIES,2025-04-08T18:00:00,2025-04-08T20:28:00,P035,E00311
2025-04-08,MOVIES,2025-04-08T21:00:00,2025-04-08T23:12:00,P035,E00311
2025-04-08,MOVIES,2025-04-08T23:00:00,2025-04-09T00:35:00,P035,E00311
2025-04-08,CATCHUP,2025-04-08T08:00:00,2025-04-08T09:00:00,P062,E00553
2025-04-08,CATCHUP,2025-04-08T10:00:00,2025-04-08T11:00:00,P002,E00008
2025-04-08,CATCHUP,2025-04-08T12:00:00,2025-04-08T13:00:00,P012,E00124
2025-04-08,CATCHUP,2025-04-08T14:00:00,2025-04-08T15:00:00,P003,E00021
2025-04-08,CATCHUP,2025-04-08T16:00:00,2025-04-08T17:00:00,P012,E00121
2025-04-08,CATCHUP,2025-04-08T18:00:00,2025-04-08T19:00:00,P062,E00560
2025-04-08,CATCHUP,2025-04-08T20:00:00,2025-04-08T21:00:00,P002,E00006
2025-04-08,CATCHUP,2025-04-08T21:00:00,2025-04-08T22:00:00,P061,E00541
2025-04-08,CATCHUP,2025-04-08T22:00:00,2025-04-08T23:00:00,P062,E00557
2025-04-09,MAIN,2025-04-09T06:00:00,2025-04-09T06:25:00,P058,E00526
2025-04-09,MAIN,2025-04-09T06:00:00,2025-04-09T06:30:00,P039,E00341
2025-04-09,MAIN,2025-04-09T07:00:00,2025-04-09T07:55:00,P010,E00113
2025-04-09,MAIN,2025-04-09T08:00:00,2025-04-09T08:25:00,P038,E00326
2025-04-09,MAIN,2025-04-09T09:00:00,2025-04-09T09:45:00,P021,E00201
2025-04-09,MAIN,2025-04-09T10:00:00,2025-04-09T10:45:00,P011,E00117
2025-04-09,MAIN,2025-04-09T12:00:00,2025-04-09T13:00:00,P046,E00418
2025-04-09,MAIN,2025-04-09T13:00:00,2025-04-09T13:30:00,P060,E00537
2025-04-09,MAIN,2025-04-09T14:00:00,2025-04-09T14:30:00,P044,E00401
2025-04-09,MAIN,2025-04-09T15:00:00,2025-04-09T15:30:00,P038,E00332
2025-04-09,MAIN,2025-04-09T16:00:00,2025-04-09T16:30:00,P040,E00350
2025-04-09,MAIN,2025-04-09T17:00:00,2025-04-09T17:55:00,P052,E00469
2025-04-09,MAIN,2025-04-09T19:00:00,2025-04-09T19:55:00,P020,E00195
2025-04-09,MAIN,2025-04-09T20:00:00,2025-04-09T21:00:00,P059,E00527
2025-04-09,MAIN,2025-04-09T21:00:00,2025-04-09T22:00:00,P024,E00237
2025-04-09,MAIN,2025-04-09T22:00:00,2025-04-09T22:55:00,P050,E00441
2025-04-09,MAIN,2025-04-09T23:00:00,2025-04-09T23:55:00,P027,E00265
2025-04-09,EXTRA,2025-04-09T07:00:00,2025-04-09T07:25:00,P042,E00375
2025-04-09,EXTRA,2025-04-09T07:00:00,2025-04-09T07:30:00,P030,E00303
2025-04-09,EXTRA,2025-04-09T08:00:00,2025-04-09T08:25:00,P007,E00087
2025-04-09,EXTRA,2025-04-09T09:00:00,2025-04-09T09:50:00,P042,E00373
2025-04-09,EXTRA,2025-04-09T10:00:00,2025-04-09T10:50:00,P007,E00079
2025-04-09,EXTRA,2025-04-09T12:00:00,2025-04-09T12:50:00,P030,E00303
2025-04-09,EXTRA,2025-04-09T13:00:00,2025-04-09T13:25:00,P007,E00087
2025-04-09,EXTRA,2025-04-09T14:00:00,2025-04-09T14:25:00,P028,E00286
2025-04-09,EXTRA,2025-04-09T15:00:00,2025-04-09T15:25:00,P025,E00250
2025-04-09,EXTRA,2025-04-09T16:00:00,2025-04-09T16:25:00,P007,E00084
2025-04-09,EXTRA,2025-04-09T17:00:00,2025-04-09T17:50:00,P028,E00277
2025-04-09,EXTRA,2025-04-09T18:00:00,2025-04-09T18:25:00,P026,E00255
2025-04-09,EXTRA,2025-04-09T19:00:00,2025-04-09T19:25:00,P030,E00303
2025-04-09,EXTRA,2025-04-09T20:00:00,2025-04-09T21:00:00,P029,E00291
2025-04-09,EXTRA,2025-04-09T21:00:00,2025-04-09T22:00:00,P045,E00410
2025-04-09,EXTRA,2025-04-09T22:00:00,2025-04-09T22:25:00,P044,E00398
2025-04-09,FACTUAL,2025-04-09T08:00:00,2025-04-09T09:00:00,P056,E00511
2025-04-09,FACTUAL,2025-04-09T09:00:00,2025-04-09T10:00:00,P056,E00515
2025-04-09,FACTUAL,2025-04-09T10:00:00,2025-04-09T11:00:00,P036,E00313
2025-04-09,FACTUAL,2025-04-09T12:00:00,2025-04-09T13:00:00,P058,E00524
2025-04-09,FACTUAL,2025-04-09T14:00:00,2025-04-09T15:00:00,P058,E00525
2025-04-09,FACTUAL,2025-04-09T16:00:00,2025-04-09T17:00:00,P057,E00520
2025-04-09,FACTUAL,2025-04-09T18:00:00,2025-04-09T19:00:00,P056,E00513
2025-04-09,FACTUAL,2025-04-09T20:00:00,2025-04-09T21:00:00,P038,E00331
2025-04-09,FACTUAL,2025-04-09T21:00:00,2025-04-09T22:00:00,P058,E00525
2025-04-09,FACTUAL,2025-04-09T22:00:00,2025-04-09T23:00:00,P058,E00525
2025-04-09,MOVIES,2025-04-09T09:00:00,2025-04-09T11:00:00,P033,E00309
2025-04-09,MOVIES,2025-04-09T12:00:00,2025-04-09T14:08:00,P032,E00308
2025-04-09,MOVIES,2025-04-09T15:00:00,2025-04-09T16:56:00,P033,E00309
2025-04-09,MOVIES,2025-04-09T18:00:00,2025-04-09T20:28:00,P032,E00308
2025-04-09,MOVIES,2025-04-09T21:00:00,2025-04-09T23:12:00,P033,E00309
2025-04-09,MOVIES,2025-04-09T23:00:00,2025-04-10T00:35:00,P034,E00310
2025-04-09,CATCHUP,2025-04-09T08:00:00,2025-04-09T09:00:00,P002,E00008
2025-04-09,CATCHUP,2025-04-09T10:00:00,2025-04-09T11:00:00,P003,E00033
2025-04-09,CATCHUP,2025-04-09T12:00:00,2025-04-09T13:00:00,P001,E00003
2025-04-09,CATCHUP,2025-04-09T14:00:00,2025-04-09T15:00:00,P061,E00550
2025-04-09,CATCHUP,2025-04-09T16:00:00,2025-04-09T17:00:00,P013,E00139
2025-04-09,CATCHUP,2025-04-09T18:00:00,2025-04-09T19:00:00,P002,E00009
2025-04-09,CATCHUP,2025-04-09T20:00:00,2025-04-09T21:00:00,P012,E00124
2025-04-09,CATCHUP,2025-04-09T21:00:00,2025-04-09T22:00:00,P012,E00121
2025-04-09,CATCHUP,2025-04-09T22:00:00,2025-04-09T23:00:00,P001,E00001
2025-04-10,MAIN,2025-04-10T06:00:00,2025-04-10T06:25:00,P019,E00182
2025-04-10,MAIN,2025-04-10T06:00:00,2025-04-10T06:30:00,P023,E00223
2025-04-10,MAIN,2025-04-10T07:00:00,2025-04-10T07:55:00,P048,E00429
2025-04-10,MAIN,2025-04-10T08:00:00,2025-04-10T08:25:00,P054,E00495
2025-04-10,MAIN,2025-04-10T09:00:00,2025-04-10T09:45:00,P014,E00142
2025-04-10,MAIN,2025-04-10T10:00:00,2025-04-10T10:45:00,P059,E00531
2025-04-10,MAIN,2025-04-10T12:00:00,2025-04-10T13:00:00,P018,E00180
2025-04-10,MAIN,2025-04-10T13:00:00,2025-04-10T13:30:00,P051,E00449
2025-04-10,MAIN,2025-04-10T14:00:00,2025-04-10T14:30:00,P009,E00096
2025-04-10,MAIN,2025-04-10T15:00:00,2025-04-10T15:30:00,P046,E00418
2025-04-10,MAIN,2025-04-10T16:00:00,2025-04-10T16:30:00,P044,E00399
2025-04-10,MAIN,2025-04-10T17:00:00,2025-04-10T17:55:00,P016,E00156
2025-04-10,MAIN,2025-04-10T19:00:00,2025-04-10T19:55:00,P049,E00438
2025-04-10,MAIN,2025-04-10T20:00:00,2025-04-10T21:00:00,P015,E00151
2025-04-10,MAIN,2025-04-10T21:00:00,2025-04-10T22:00:00,P004,E00035
2025-04-10,MAIN,2025-04-10T22:00:00,2025-04-10T22:55:00,P027,E00261
2025-04-10,MAIN,2025-04-10T23:00:00,2025-04-10T23:55:00,P052,E00467
2025-04-10,EXTRA,2025-04-10T07:00:00,2025-04-10T07:25:00,P027,E00266
2025-04-10,EXTRA,2025-04-10T07:00:00,2025-04-10T07:30:00,P028,E00270
2025-04-10,EXTRA,2025-04-10T08:00:00,2025-04-10T08:25:00,P006,E00071
2025-04-10,EXTRA,2025-04-10T09:00:00,2025-04-10T09:50:00,P028,E00283
2025-04-10,EXTRA,2025-04-10T10:00:00,2025-04-10T10:50:00,P025,E00248
2025-04-10,EXTRA,2025-04-10T12:00:00,2025-04-10T12:50:00,P045,E00409
2025-04-10,EXTRA,2025-04-10T13:00:00,2025-04-10T13:25:00,P042,E00368
2025-04-10,EXTRA,2025-04-10T14:00:00,2025-04-10T14:25:00,P042,E00373
2025-04-10,EXTRA,2025-04-10T15:00:00,2025-04-10T15:25:00,P026,E00251
