event_id,event_timestamp,user_id,session_id,programme_id,episode_id,event_type,position_sec,platform
EV00002414,2025-04-29T21:46:46,U001127,S0003000,P020,E00192,start,0,ios
EV00002415,2025-04-29T22:01:46,U001127,S0003000,P020,E00192,25pct,900,ios
EV00002416,2025-10-29T23:15:09,U000911,S0001381,P038,E00332,start,0,ios
EV00002417,2025-10-29T23:30:09,U000911,S0001381,P038,E00332,25pct,900,ios
EV00002418,2025-10-29T23:45:09,U000911,S0001381,P038,E00332,50pct,1800,ios
EV00002419,2025-10-30T00:00:09,U000911,S0001381,P038,E00332,75pct,2700,ios
EV00002420,2025-10-30T00:15:09,U000911,S0001381,P038,E00332,complete,3600,ios
EV00002421,2025-04-24T14:02:38,U000601,S0000896,P006,E00064,start,0,android
EV00002422,2025-04-24T14:10:08,U000601,S0000896,P006,E00064,25pct,450,android
EV00002423,2025-02-21T18:16:23,U001555,S0002749,P062,E00560,start,0,ios
EV00002424,2025-02-21T18:31:23,U001555,S0002749,P062,E00560,25pct,900,ios
EV00002425,2025-02-21T18:46:23,U001555,S0002749,P062,E00560,50pct,1800,ios
EV00002426,2025-02-21T19:01:23,U001555,S0002749,P062,E00560,75pct,2700,ios
EV00002427,2025-02-21T19:16:23,U001555,S0002749,P062,E00560,complete,3600,ios
EV00002428,2025-06-30T23:29:20,U003866,S0000682,P018,E00177,start,0,ctv
EV00002429,2025-06-30T23:44:20,U003866,S0000682,P018,E00177,25pct,900,ctv
EV00002430,2025-06-30T23:59:20,U003866,S0000682,P018,E00177,50pct,1800,ctv
EV00002431,2025-07-01T00:14:20,U003866,S0000682,P018,E00177,75pct,2700,ctv
EV00002432,2025-07-01T00:29:20,U003866,S0000682,P018,E00177,complete,3600,ctv
EV00002433,2025-07-02T19:13:55,U003659,S0001897,P048,E00428,start,0,ios
EV00002434,2025-07-02T19:58:55,U003659,S0001897,P048,E00428,25pct,2700,ios
EV00002435,2025-07-02T20:43:55,U003659,S0001897,P048,E00428,50pct,5400,ios
EV00002436,2025-07-02T21:28:55,U003659,S0001897,P048,E00428,75pct,8100,ios
EV00002437,2025-02-27T23:42:45,U000980,S0001727,P024,E00232,start,0,android
EV00002438,2025-02-27T23:50:15,U000980,S0001727,P024,E00232,25pct,450,android
EV00002439,2025-02-27T23:57:45,U000980,S0001727,P024,E00232,50pct,900,android
EV00002440,2025-05-12T13:43:43,U002082,S0001488,P010,E00104,start,0,android
EV00002441,2025-05-12T13:49:58,U002082,S0001488,P010,E00104,25pct,375,android
EV00002442,2025-05-12T13:56:13,U002082,S0001488,P010,E00104,50pct,750,android
EV00002443,2025-05-12T14:02:28,U002082,S0001488,P010,E00104,75pct,1125,android
EV00002444,2025-05-12T14:08:43,U002082,S0001488,P010,E00104,complete,1500,android
EV00002445,2025-08-03T18:46:14,U001341,S0000749,P012,E00129,start,0,android
EV00002446,2025-08-03T19:01:14,U001341,S0000749,P012,E00129,25pct,900,android
EV00002447,2025-08-03T19:16:14,U001341,S0000749,P012,E00129,50pct,1800,android
EV00002448,2025-08-03T19:31:14,U001341,S0000749,P012,E00129,75pct,2700,android
EV00002449,2025-08-03T19:46:14,U001341,S0000749,P012,E00129,complete,3600,android
EV00002450,2025-11-04T20:26:40,U003577,S0002556,P039,E00337,start,0,ios
EV00002451,2025-11-04T20:41:40,U003577,S0002556,P039,E00337,25pct,900,ios
EV00002452,2025-11-04T20:56:40,U003577,S0002556,P039,E00337,50pct,1800,ios
EV00002453,2025-11-04T21:11:40,U003577,S0002556,P039,E00337,75pct,2700,ios
EV00002454,2025-11-04T21:26:40,U003577,S0002556,P039,E00337,complete,3600,ios
EV00002455,2025-09-04T22:48:49,U003776,S0000428,P061,E00541,start,0,ios
EV00002456,2025-09-04T23:03:49,U003776,S0000428,P061,E00541,25pct,900,ios
EV00002457,2025-09-04T23:18:49,U003776,S0000428,P061,E00541,50pct,1800,ios
EV00002458,2025-09-04T23:33:49,U003776,S0000428,P061,E00541,75pct,2700,ios
EV00002459,2025-09-04T23:48:49,U003776,S0000428,P061,E00541,complete,3600,ios
EV00002460,2025-06-13T17:34:27,U002811,S0001071,P033,E00309,start,0,ios
EV00002461,2025-06-13T18:11:27,U002811,S0001071,P033,E00309,25pct,2220,ios
EV00002462,2025-06-13T18:48:27,U002811,S0001071,P033,E00309,50pct,4440,ios
EV00002463,2025-06-13T19:25:27,U002811,S0001071,P033,E00309,75pct,6660,ios
EV00002464,2025-06-13T20:02:27,U002811,S0001071,P033,E00309,complete,8880,ios
EV00002465,2025-10-24T14:22:53,U000342,S0005929,P032,E00308,start,0,android
EV00002466,2025-10-24T14:54:53,U000342,S0005929,P032,E00308,25pct,1920,android
EV00002467,2025-10-24T15:26:53,U000342,S0005929,P032,E00308,50pct,3840,android
EV00002468,2025-10-24T15:58:53,U000342,S0005929,P032,E00308,75pct,5760,android
EV00002469,2025-05-07T16:11:15,U001942,S0005764,P017,E00167,start,0,ios
EV00002470,2025-05-07T16:26:15,U001942,S0005764,P017,E00167,25pct,900,ios
EV00002471,2025-05-07T16:41:15,U001942,S0005764,P017,E00167,50pct,1800,ios
EV00002472,2025-05-07T16:56:15,U001942,S0005764,P017,E00167,75pct,2700,ios
EV00002473,2025-05-07T17:11:15,U001942,S0005764,P017,E00167,complete,3600,ios
EV00002474,2025-06-30T22:39:07,U001098,S0005730,P041,E00360,start,0,web
EV00002475,2025-06-30T23:09:07,U001098,S0005730,P041,E00360,25pct,1800,web
EV00002476,2025-02-06T20:14:22,U002739,S0003257,P036,E00316,start,0,ios
EV00002477,2025-02-06T20:29:22,U002739,S0003257,P036,E00316,25pct,900,ios
EV00002478,2025-02-06T20:44:22,U002739,S0003257,P036,E00316,50pct,1800,ios
EV00002479,2025-02-06T20:59:22,U002739,S0003257,P036,E00316,75pct,2700,ios
EV00002480,2025-02-06T21:14:22,U002739,S0003257,P036,E00316,complete,3600,ios
EV00002481,2025-10-24T09:18:21,U001965,S0001283,P057,E00519,start,0,web
EV00002482,2025-09-02T21:57:01,U003760,S0002603,P017,E00163,start,0,web
EV00002483,2025-09-02T22:12:01,U003760,S0002603,P017,E00163,25pct,900,web
EV00002484,2025-09-02T22:27:01,U003760,S0002603,P017,E00163,50pct,1800,web
EV00002485,2025-09-02T22:42:01,U003760,S0002603,P017,E00163,75pct,2700,web
EV00002486,2025-09-02T22:57:01,U003760,S0002603,P017,E00163,complete,3600,web
EV00002487,2025-02-28T06:12:33,U003532,S0004771,P006,E00066,start,0,web
EV00002488,2025-02-28T06:20:03,U003532,S0004771,P006,E00066,25pct,450,web
EV00002489,2025-02-28T06:27:33,U003532,S0004771,P006,E00066,50pct,900,web
EV00002490,2025-02-28T06:35:03,U003532,S0004771,P006,E00066,75pct,1350,web
EV00002491,2025-02-28T06:42:33,U003532,S0004771,P006,E00066,complete,1800,web
EV00002492,2025-02-08T23:22:23,U000721,S0004166,P036,E00312,start,0,ctv
EV00002493,2025-02-08T23:37:23,U000721,S0004166,P036,E00312,25pct,900,ctv
EV00002494,2025-02-08T23:52:23,U000721,S0004166,P036,E00312,50pct,1800,ctv
EV00002495,2025-02-09T00:07:23,U000721,S0004166,P036,E00312,75pct,2700,ctv
EV00002496,2025-02-09T00:22:23,U000721,S0004166,P036,E00312,complete,3600,ctv
EV00002497,2025-03-26T17:33:40,U003740,S0005672,P062,E00553,start,0,ios
EV00002498,2025-03-26T17:48:40,U003740,S0005672,P062,E00553,25pct,900,ios
EV00002499,2025-03-26T18:03:40,U003740,S0005672,P062,E00553,50pct,1800,ios
EV00002500,2025-03-26T18:18:40,U003740,S0005672,P062,E00553,75pct,2700,ios
EV00002501,2025-03-26T18:33:40,U003740,S0005672,P062,E00553,complete,3600,ios
EV00002502,2025-09-26T22:29:08,U001693,S0000549,P031,E00307,start,0,ios
EV00002503,2025-09-26T22:58:08,U001693,S0000549,P031,E00307,25pct,1740,ios
EV00002504,2025-05-20T18:28:54,U001898,S0003066,P039,E00335,start,0,ios
EV00002505,2025-05-20T18:43:54,U001898,S0003066,P039,E00335,25pct,900,ios
EV00002506,2025-05-20T18:58:54,U001898,S0003066,P039,E00335,50pct,1800,ios
EV00002507,2025-05-20T19:13:54,U001898,S0003066,P039,E00335,75pct,2700,ios
EV00002508,2025-05-20T19:28:54,U001898,S0003066,P039,E00335,complete,3600,ios
EV00002509,2025-11-27T14:51:32,U001097,S0003669,P001,E00004,start,0,ios
EV00002510,2025-11-27T15:06:32,U001097,S0003669,P001,E00004,25pct,900,ios
EV00002511,2025-11-27T15:21:32,U001097,S0003669,P001,E00004,50pct,1800,ios
EV00002512,2025-11-27T15:36:32,U001097,S0003669,P001,E00004,75pct,2700,ios
EV00002513,2025-11-27T15:51:32,U001097,S0003669,P001,E00004,complete,3600,ios
EV00002514,2025-03-21T15:19:12,U001110,S0001836,P061,E00551,start,0,web
EV00002515,2025-03-21T15:34:12,U001110,S0001836,P061,E00551,25pct,900,web
EV00002516,2025-03-21T15:49:12,U001110,S0001836,P061,E00551,50pct,1800,web
EV00002517,2025-03-21T16:04:12,U001110,S0001836,P061,E00551,75pct,2700,web
EV00002518,2025-03-21T16:19:12,U001110,S0001836,P061,E00551,complete,3600,web
EV00002519,2025-08-24T14:38:12,U000253,S0005143,P048,E00431,start,0,web
EV00002520,2025-03-04T11:01:50,U002240,S0003822,P044,E00407,start,0,ctv
EV00002521,2025-03-04T11:08:05,U002240,S0003822,P044,E00407,25pct,375,ctv
EV00002522,2025-03-04T11:14:20,U002240,S0003822,P044,E00407,50pct,750,ctv
EV00002523,2025-03-04T11:20:35,U002240,S0003822,P044,E00407,75pct,1125,ctv
EV00002524,2025-03-04T11:26:50,U002240,S0003822,P044,E00407,complete,1500,ctv
EV00002525,2025-05-19T12:04:05,U000535,S0004636,P008,E00090,start,0,web
EV00002526,2025-05-19T12:19:05,U000535,S0004636,P008,E00090,25pct,900,web
EV00002527,2025-05-19T12:34:05,U000535,S0004636,P008,E00090,50pct,1800,web
EV00002528,2025-05-19T12:49:05,U000535,S0004636,P008,E00090,75pct,2700,web
EV00002529,2025-09-02T09:57:38,U003438,S0002893,P027,E00266,start,0,ios
EV00002530,2025-09-02T10:03:53,U003438,S0002893,P027,E00266,25pct,375,ios
EV00002531,2025-09-02T10:10:08,U003438,S0002893,P027,E00266,50pct,750,ios
EV00002532,2025-09-02T10:16:23,U003438,S0002893,P027,E00266,75pct,1125,ios
EV00002533,2025-09-02T10:22:38,U003438,S0002893,P027,E00266,complete,1500,ios
EV00002534,2025-12-25T15:09:08,U000812,S0005607,P043,E00383,start,0,ios
EV00002535,2025-12-25T15:15:23,U000812,S0005607,P043,E00383,25pct,375,ios
EV00002536,2025-03-17T15:51:19,U003179,S0002200,P027,E00260,start,0,android
EV00002537,2025-03-17T15:57:34,U003179,S0002200,P027,E00260,25pct,375,android
EV00002538,2025-03-17T16:03:49,U003179,S0002200,P027,E00260,50pct,750,android
EV00002539,2025-03-17T16:10:04,U003179,S0002200,P027,E00260,75pct,1125,android
EV00002540,2025-03-17T16:16:19,U003179,S0002200,P027,E00260,complete,1500,android
EV00002541,2025-04-15T09:50:13,U003181,S0002807,P038,E00329,start,0,ios
EV00002542,2025-04-15T10:05:13,U003181,S0002807,P038,E00329,25pct,900,ios
EV00002543,2025-04-15T10:20:13,U003181,S0002807,P038,E00329,50pct,1800,ios
EV00002544,2025-04-15T10:35:13,U003181,S0002807,P038,E00329,75pct,2700,ios
EV00002545,2025-04-15T10:50:13,U003181,S0002807,P038,E00329,complete,3600,ios
EV00002546,2025-07-19T18:40:26,U000824,S0001355,P060,E00535,start,0,ctv
EV00002547,2025-07-19T18:51:41,U000824,S0001355,P060,E00535,25pct,675,ctv
EV00002548,2025-07-19T19:02:56,U000824,S0001355,P060,E00535,50pct,1350,ctv
EV00002549,2025-07-19T19:14:11,U000824,S0001355,P060,E00535,75pct,2025,ctv
EV00002550,2025-07-19T19:25:26,U000824,S0001355,P060,E00535,complete,2700,ctv
EV00002551,2025-10-28T14:38:49,U001238,S0005690,P004,E00044,start,0,ctv
EV00002552,2025-07-18T22:52:32,U003616,S0001256,P043,E00389,start,0,ios
EV00002553,2025-07-18T22:58:47,U003616,S0001256,P043,E00389,25pct,375,ios
EV00002554,2025-07-18T23:05:02,U003616,S0001256,P043,E00389,50pct,750,ios
EV00002555,2025-07-18T23:11:17,U003616,S0001256,P043,E00389,75pct,1125,ios
EV00002556,2025-07-18T23:17:32,U003616,S0001256,P043,E00389,complete,1500,ios
EV00002557,2025-08-13T19:21:52,U002052,S0002391,P015,E00150,start,0,ctv
EV00002558,2025-11-27T17:50:44,U002357,S0005910,P059,E00530,start,0,ios
EV00002559,2025-09-15T16:08:20,U002512,S0004049,P009,E00097,start,0,web
EV00002560,2025-09-15T16:23:20,U002512,S0004049,P009,E00097,25pct,900,web
EV00002561,2025-09-15T16:38:20,U002512,S0004049,P009,E00097,50pct,1800,web
EV00002562,2025-06-08T08:50:53,U000489,S0002291,P049,E00437,start,0,ios
EV00002563,2025-06-08T09:13:23,U000489,S0002291,P049,E00437,25pct,1350,ios
EV00002564,2025-01-07T14:49:44,U002931,S0003802,P034,E00310,start,0,android
EV00002565,2025-01-07T15:22:44,U002931,S0003802,P034,E00310,25pct,1980,android
EV00002566,2025-01-07T15:55:44,U002931,S0003802,P034,E00310,50pct,3960,android
EV00002567,2025-01-07T16:28:44,U002931,S0003802,P034,E00310,75pct,5940,android
EV00002568,2025-01-07T17:01:44,U002931,S0003802,P034,E00310,complete,7920,android
EV00002569,2025-04-22T16:33:04,U002040,S0001795,P002,E00008,start,0,android
EV00002570,2025-04-22T16:48:04,U002040,S0001795,P002,E00008,25pct,900,android
EV00002571,2025-04-22T17:03:04,U002040,S0001795,P002,E00008,50pct,1800,android
EV00002572,2025-04-22T17:18:04,U002040,S0001795,P002,E00008,75pct,2700,android
EV00002573,2025-04-22T17:33:04,U002040,S0001795,P002,E00008,complete,3600,android
EV00002574,2025-04-03T08:03:09,U001569,S0005418,P038,E00332,start,0,ios
EV00002575,2025-04-03T08:18:09,U001569,S0005418,P038,E00332,25pct,900,ios
EV00002576,2025-04-03T08:33:09,U001569,S0005418,P038,E00332,50pct,1800,ios
EV00002577,2025-04-03T08:48:09,U001569,S0005418,P038,E00332,75pct,2700,ios
EV00002578,2025-04-03T09:03:09,U001569,S0005418,P038,E00332,complete,3600,ios
EV00002579,2025-03-27T20:18:58,U001084,S0005874,P021,E00198,start,0,ctv
EV00002580,2025-03-27T20:33:58,U001084,S0005874,P021,E00198,25pct,900,ctv
EV00002581,2025-03-27T20:48:58,U001084,S0005874,P021,E00198,50pct,1800,ctv
EV00002582,2025-03-27T21:03:58,U001084,S0005874,P021,E00198,75pct,2700,ctv
EV00002583,2025-03-27T21:18:58,U001084,S0005874,P021,E00198,complete,3600,ctv
EV00002584,2025-09-18T14:12:10,U000186,S0001371,P018,E00174,start,0,ios
EV00002585,2025-09-18T14:27:10,U000186,S0001371,P018,E00174,25pct,900,ios
EV00002586,2025-09-18T14:42:10,U000186,S0001371,P018,E00174,50pct,1800,ios
EV00002587,2025-09-18T14:57:10,U000186,S0001371,P018,E00174,75pct,2700,ios
EV00002588,2025-09-18T15:12:10,U000186,S0001371,P018,E00174,complete,3600,ios
EV00002589,2025-05-28T17:21:15,U003967,S0004130,P031,E00307,start,0,ctv
EV00002590,2025-05-28T17:50:15,U003967,S0004130,P031,E00307,25pct,1740,ctv
EV00002591,2025-05-28T18:19:15,U003967,S0004130,P031,E00307,50pct,3480,ctv
EV00002592,2025-05-28T18:48:15,U003967,S0004130,P031,E00307,75pct,5220,ctv
EV00002593,2025-05-28T19:17:15,U003967,S0004130,P031,E00307,complete,6960,ctv
EV00002594,2025-03-25T08:43:22,U000953,S0000354,P049,E00439,start,0,ios
EV00002595,2025-03-25T09:05:52,U000953,S0000354,P049,E00439,25pct,1350,ios
EV00002596,2025-03-25T09:28:22,U000953,S0000354,P049,E00439,50pct,2700,ios
EV00002597,2025-03-25T09:50:52,U000953,S0000354,P049,E00439,75pct,4050,ios
EV00002598,2025-03-25T10:13:22,U000953,S0000354,P049,E00439,complete,5400,ios
EV00002599,2025-03-05T21:11:12,U001073,S0002100,P028,E00289,start,0,android
EV00002600,2025-03-05T21:17:27,U001073,S0002100,P028,E00289,25pct,375,android
EV00002601,2025-12-09T16:40:10,U003740,S0003350,P019,E00185,start,0,android
EV00002602,2025-12-09T16:55:10,U003740,S0003350,P019,E00185,25pct,900,android
EV00002603,2025-12-09T17:10:10,U003740,S0003350,P019,E00185,50pct,1800,android
EV00002604,2025-12-09T17:25:10,U003740,S0003350,P019,E00185,75pct,2700,android
EV00002605,2025-12-09T17:40:10,U003740,S0003350,P019,E00185,complete,3600,android
EV00002606,2025-05-13T09:41:40,U003528,S0005905,P029,E00291,start,0,android
EV00002607,2025-05-13T09:47:55,U003528,S0005905,P029,E00291,25pct,375,android
EV00002608,2025-05-13T09:54:10,U003528,S0005905,P029,E00291,50pct,750,android
EV00002609,2025-05-13T10:00:25,U003528,S0005905,P029,E00291,75pct,1125,android
EV00002610,2025-05-13T10:06:40,U003528,S0005905,P029,E00291,complete,1500,android
EV00002611,2025-06-11T07:54:52,U000090,S0005310,P019,E00182,start,0,ctv
EV00002612,2025-06-11T08:09:52,U000090,S0005310,P019,E00182,25pct,900,ctv
EV00002613,2025-06-11T08:24:52,U000090,S0005310,P019,E00182,50pct,1800,ctv
EV00002614,2025-06-11T08:39:52,U000090,S0005310,P019,E00182,75pct,2700,ctv
EV00002615,2025-06-11T08:54:52,U000090,S0005310,P019,E00182,complete,3600,ctv
EV00002616,2025-07-31T23:24:58,U001788,S0002995,P005,E00046,start,0,ios
EV00002617,2025-07-31T23:36:13,U001788,S0002995,P005,E00046,25pct,675,ios
EV00002618,2025-07-31T23:47:28,U001788,S0002995,P005,E00046,50pct,1350,ios
EV00002619,2025-07-31T23:58:43,U001788,S0002995,P005,E00046,75pct,2025,ios
EV00002620,2025-08-01T00:09:58,U001788,S0002995,P005,E00046,complete,2700,ios
EV00002621,2025-09-13T18:12:48,U000583,S0000905,P029,E00298,start,0,ctv
EV00002622,2025-09-13T18:19:03,U000583,S0000905,P029,E00298,25pct,375,ctv
EV00002623,2025-09-13T18:25:18,U000583,S0000905,P029,E00298,50pct,750,ctv
EV00002624,2025-09-13T18:31:33,U000583,S0000905,P029,E00298,75pct,1125,ctv
EV00002625,2025-09-13T18:37:48,U000583,S0000905,P029,E00298,complete,1500,ctv
EV00002626,2025-09-02T20:12:42,U002445,S0004220,P054,E00494,start,0,ios
EV00002627,2025-09-02T20:18:57,U002445,S0004220,P054,E00494,25pct,375,ios
EV00002628,2025-09-02T20:25:12,U002445,S0004220,P054,E00494,50pct,750,ios
EV00002629,2025-09-02T20:31:27,U002445,S0004220,P054,E00494,75pct,1125,ios
EV00002630,2025-09-02T20:37:42,U002445,S0004220,P054,E00494,complete,1500,ios
EV00002631,2025-11-19T20:11:16,U002353,S0001947,P053,E00478,start,0,ctv
EV00002632,2025-11-19T20:33:46,U002353,S0001947,P053,E00478,25pct,1350,ctv
EV00002633,2025-11-19T20:56:16,U002353,S0001947,P053,E00478,50pct,2700,ctv
EV00002634,2025-11-19T21:18:46,U002353,S0001947,P053,E00478,75pct,4050,ctv
EV00002635,2025-11-19T21:41:16,U002353,S0001947,P053,E00478,complete,5400,ctv
EV00002636,2025-01-07T16:47:21,U002034,S0003705,P025,E00248,start,0,ctv
EV00002637,2025-01-07T16:54:51,U002034,S0003705,P025,E00248,25pct,450,ctv
EV00002638,2025-01-07T17:02:21,U002034,S0003705,P025,E00248,50pct,900,ctv
EV00002639,2025-01-07T17:09:51,U002034,S0003705,P025,E00248,75pct,1350,ctv
EV00002640,2025-01-07T17:17:21,U002034,S0003705,P025,E00248,complete,1800,ctv
EV00002641,2025-04-16T14:14:43,U002438,S0000410,P057,E00520,start,0,ctv
EV00002642,2025-07-29T15:16:03,U001139,S0005025,P058,E00526,start,0,android
EV00002643,2025-07-29T15:31:03,U001139,S0005025,P058,E00526,25pct,900,android
EV00002644,2025-07-29T15:46:03,U001139,S0005025,P058,E00526,50pct,1800,android
EV00002645,2025-07-29T16:01:03,U001139,S0005025,P058,E00526,75pct,2700,android
EV00002646,2025-07-29T16:16:03,U001139,S0005025,P058,E00526,complete,3600,android
EV00002647,2025-03-19T17:15:11,U003766,S0001912,P025,E00246,start,0,web
EV00002648,2025-03-19T17:22:41,U003766,S0001912,P025,E00246,25pct,450,web
EV00002649,2025-10-10T16:52:18,U001519,S0004296,P028,E00276,start,0,web
EV00002650,2025-10-10T16:58:33,U001519,S0004296,P028,E00276,25pct,375,web
EV00002651,2025-10-10T17:04:48,U001519,S0004296,P028,E00276,50pct,750,web
EV00002652,2025-10-10T17:11:03,U001519,S0004296,P028,E00276,75pct,1125,web
EV00002653,2025-10-10T17:17:18,U001519,S0004296,P028,E00276,complete,1500,web
EV00002654,2025-04-12T15:13:47,U001563,S0000499,P008,E00093,start,0,ctv
EV00002655,2025-04-12T15:28:47,U001563,S0000499,P008,E00093,25pct,900,ctv
EV00002656,2025-04-12T15:43:47,U001563,S0000499,P008,E00093,50pct,1800,ctv
EV00002657,2025-04-12T15:58:47,U001563,S0000499,P008,E00093,75pct,2700,ctv
EV00002658,2025-04-12T16:13:47,U001563,S0000499,P008,E00093,complete,3600,ctv
EV00002659,2025-05-13T09:44:20,U003528,S0005905,P008,E00093,start,0,android
EV00002660,2025-05-13T09:59:20,U003528,S0005905,P008,E00093,25pct,900,android
EV00002661,2025-05-13T10:14:20,U003528,S0005905,P008,E00093,50pct,1800,android
EV00002662,2025-05-13T10:29:20,U003528,S0005905,P008,E00093,75pct,2700,android
EV00002663,2025-05-13T10:44:20,U003528,S0005905,P008,E00093,complete,3600,android
EV00002664,2025-10-12T22:39:29,U001511,S0004535,P062,E00559,start,0,web
EV00002665,2025-05-07T23:44:58,U003454,S0002007,P016,E00157,start,0,web
EV00002666,2025-08-26T17:00:33,U003463,S0002506,P037,E00319,start,0,android
EV00002667,2025-08-26T17:15:33,U003463,S0002506,P037,E00319,25pct,900,android
EV00002668,2025-08-26T17:30:33,U003463,S0002506,P037,E00319,50pct,1800,android
EV00002669,2025-08-26T17:45:33,U003463,S0002506,P037,E00319,75pct,2700,android
EV00002670,2025-08-26T18:00:33,U003463,S0002506,P037,E00319,complete,3600,android
EV00002671,2025-08-26T14:02:18,U001718,S0004704,P005,E00053,start,0,android
EV00002672,2025-08-26T14:13:33,U001718,S0004704,P005,E00053,25pct,675,android
EV00002673,2025-08-26T14:24:48,U001718,S0004704,P005,E00053,50pct,1350,android
EV00002674,2025-08-26T14:36:03,U001718,S0004704,P005,E00053,75pct,2025,android
EV00002675,2025-11-25T08:23:07,U002946,S0000124,P014,E00141,start,0,web
EV00002676,2025-11-25T08:38:07,U002946,S0000124,P014,E00141,25pct,900,web
EV00002677,2025-11-25T08:53:07,U002946,S0000124,P014,E00141,50pct,1800,web
EV00002678,2025-11-25T09:08:07,U002946,S0000124,P014,E00141,75pct,2700,web
EV00002679,2025-11-25T09:23:07,U002946,S0000124,P014,E00141,complete,3600,web
EV00002680,2025-06-26T15:03:20,U001891,S0005924,P019,E00187,start,0,web
EV00002681,2025-06-26T15:18:20,U001891,S0005924,P019,E00187,25pct,900,web
EV00002682,2025-01-26T20:13:23,U002576,S0005075,P040,E00348,start,0,ctv
EV00002683,2025-01-26T20:28:23,U002576,S0005075,P040,E00348,25pct,900,ctv
EV00002684,2025-01-26T20:43:23,U002576,S0005075,P040,E00348,50pct,1800,ctv
EV00002685,2025-01-26T20:58:23,U002576,S0005075,P040,E00348,75pct,2700,ctv
EV00002686,2025-01-26T21:13:23,U002576,S0005075,P040,E00348,complete,3600,ctv
EV00002687,2025-07-11T23:52:44,U002729,S0002189,P019,E00182,start,0,web
EV00002688,2025-07-12T00:07:44,U002729,S0002189,P019,E00182,25pct,900,web
EV00002689,2025-07-12T00:22:44,U002729,S0002189,P019,E00182,50pct,1800,web
EV00002690,2025-07-12T00:37:44,U002729,S0002189,P019,E00182,75pct,2700,web
EV00002691,2025-07-12T00:52:44,U002729,S0002189,P019,E00182,complete,3600,web
EV00002692,2025-04-06T11:10:07,U001439,S0001986,P061,E00550,start,0,ctv
EV00002693,2025-04-06T11:25:07,U001439,S0001986,P061,E00550,25pct,900,ctv
EV00002694,2025-04-06T11:40:07,U001439,S0001986,P061,E00550,50pct,1800,ctv
EV00002695,2025-04-06T11:55:07,U001439,S0001986,P061,E00550,75pct,2700,ctv
EV00002696,2025-04-06T12:10:07,U001439,S0001986,P061,E00550,complete,3600,ctv
EV00002697,2025-04-22T08:08:39,U002956,S0000092,P059,E00528,start,0,ios
EV00002698,2025-04-22T08:31:09,U002956,S0000092,P059,E00528,25pct,1350,ios
EV00002699,2025-04-22T08:53:39,U002956,S0000092,P059,E00528,50pct,2700,ios
EV00002700,2025-04-22T09:16:09,U002956,S0000092,P059,E00528,75pct,4050,ios
EV00002701,2025-04-22T09:38:39,U002956,S0000092,P059,E00528,complete,5400,ios
EV00002702,2025-09-17T14:15:55,U003689,S0003028,P055,E00499,start,0,web
EV00002703,2025-09-17T14:30:55,U003689,S0003028,P055,E00499,25pct,900,web
EV00002704,2025-09-17T14:45:55,U003689,S0003028,P055,E00499,50pct,1800,web
EV00002705,2025-09-17T15:00:55,U003689,S0003028,P055,E00499,75pct,2700,web
EV00002706,2025-10-21T13:12:39,U002707,S0004376,P006,E00069,start,0,android
EV00002707,2025-10-21T13:20:09,U002707,S0004376,P006,E00069,25pct,450,android
EV00002708,2025-10-21T13:27:39,U002707,S0004376,P006,E00069,50pct,900,android
EV00002709,2025-10-21T13:35:09,U002707,S0004376,P006,E00069,75pct,1350,android
EV00002710,2025-10-21T13:42:39,U002707,S0004376,P006,E00069,complete,1800,android
EV00002711,2025-04-27T12:57:58,U002878,S0003518,P049,E00438,start,0,web
EV00002712,2025-02-27T20:08:14,U001036,S0005853,P058,E00526,start,0,android
EV00002713,2025-02-27T20:23:14,U001036,S0005853,P058,E00526,25pct,900,android
EV00002714,2025-08-17T14:21:53,U003425,S0001212,P026,E00252,start,0,android
EV00002715,2025-08-17T14:28:08,U003425,S0001212,P026,E00252,25pct,375,android
EV00002716,2025-08-17T14:34:23,U003425,S0001212,P026,E00252,50pct,750,android
EV00002717,2025-08-17T14:40:38,U003425,S0001212,P026,E00252,75pct,1125,android
EV00002718,2025-03-21T15:19:16,U001123,S0002143,P015,E00150,start,0,android
EV00002719,2025-03-21T15:34:16,U001123,S0002143,P015,E00150,25pct,900,android
EV00002720,2025-03-21T15:49:16,U001123,S0002143,P015,E00150,50pct,1800,android
EV00002721,2025-01-15T15:37:53,U002536,S0002264,P056,E00510,start,0,web
EV00002722,2025-01-15T15:52:53,U002536,S0002264,P056,E00510,25pct,900,web
EV00002723,2025-01-15T16:07:53,U002536,S0002264,P056,E00510,50pct,1800,web
EV00002724,2025-01-15T16:22:53,U002536,S0002264,P056,E00510,75pct,2700,web
EV00002725,2025-01-15T16:37:53,U002536,S0002264,P056,E00510,complete,3600,web
EV00002726,2025-04-04T10:53:39,U000032,S0000862,P024,E00234,start,0,android
EV00002727,2025-04-04T11:01:09,U000032,S0000862,P024,E00234,25pct,450,android
EV00002728,2025-04-04T11:08:39,U000032,S0000862,P024,E00234,50pct,900,android
EV00002729,2025-04-04T11:16:09,U000032,S0000862,P024,E00234,75pct,1350,android
EV00002730,2025-11-05T14:17:39,U000593,S0000343,P050,E00442,start,0,ios
EV00002731,2025-02-17T13:37:22,U003499,S0003941,P021,E00198,start,0,web
EV00002732,2025-11-19T14:20:17,U001907,S0003253,P027,E00261,start,0,ctv
EV00002733,2025-11-19T14:26:32,U001907,S0003253,P027,E00261,25pct,375,ctv
