user_id,registration_date,demographic_id,is_active
U000873,2025-08-19,D010,True
U000874,2025-03-13,D011,True
U000875,2025-09-19,D011,True
U000876,2025-03-28,D011,True
U000877,2024-09-24,D001,True
U000878,2023-12-17,D012,True
U000879,2023-03-31,D016,True
U000880,2024-09-29,D013,True
U000881,2024-05-06,D006,True
U000882,2023-04-06,D007,True
U000883,2023-06-03,D012,True
U000884,2023-06-16,D005,True
U000885,2024-10-02,D004,True
U000886,2023-08-20,D003,True
U000887,2025-04-14,D005,True
U000888,2025-07-10,D008,True
U000889,2024-03-15,D004,True
U000890,2025-06-06,D003,True
U000891,2024-08-28,D007,True
U000892,2025-09-19,D004,True
U000893,2025-11-01,D016,True
U000894,2024-02-28,D007,True
U000895,2023-11-29,D002,True
U000896,2025-01-01,D009,True
U000897,2023-09-24,D009,True
U000898,2023-01-21,D010,True
U000899,2025-06-02,D006,True
U000900,2024-10-25,D005,True
U000901,2025-04-17,D006,True
U000902,2024-09-20,D006,True
U000903,2025-10-24,D016,True
U000904,2024-08-08,D011,True
U000905,2023-05-05,D002,True
U000906,2024-04-17,D007,True
U000907,2025-05-31,D008,True
U000908,2023-04-23,D001,True
U000909,2023-01-18,D012,True
U000910,2023-07-15,D007,True
U000911,2023-04-24,D006,True
U000912,2025-04-22,D008,True
U000913,2025-05-17,D014,True
U000914,2024-12-16,D005,True
U000915,2023-11-23,D002,True
U000916,2023-02-09,D001,True
U000917,2024-10-29,D015,True
U000918,2025-08-15,D012,True
U000919,2025-05-27,D008,True
U000920,2025-08-01,D015,True
U000921,2024-04-23,D009,True
U000922,2024-08-14,D001,True
U000923,2024-11-22,D015,True
U000924,2024-06-10,D015,True
U000925,2024-09-14,D004,True
U000926,2025-06-18,D008,True
U000927,2024-10-30,D015,True
U000928,2025-08-28,D009,True
U000929,2024-07-04,D013,True
U000930,2025-01-19,D010,True
U000931,2023-12-12,D011,True
U000932,2024-04-09,D001,True
U000933,2023-07-15,D016,True
U000934,2025-11-30,D001,True
U000935,2024-03-14,D008,True
U000936,2024-01-02,D011,True
U000937,2023-02-26,D005,True
U000938,2024-11-08,D009,True
U000939,2025-06-07,D004,True
U000940,2023-02-19,D001,True
U000941,2024-12-30,D008,True
U000942,2023-02-06,D011,True
U000943,2025-09-04,D005,True
U000944,2023-01-01,D009,True
U000945,2023-03-30,D016,True
U000946,2025-01-26,D011,True
U000947,2023-02-10,D016,True
U000948,2024-01-06,D008,True
U000949,2023-05-25,D003,True
U000950,2023-12-02,D014,True
U000951,2024-05-07,D004,True
U000952,2024-03-14,D008,True
U000953,2024-10-14,D002,True
U000954,2023-07-02,D001,True
U000955,2023-11-12,D014,True
U000956,2023-09-01,D016,True
U000957,2025-08-29,D013,True
U000958,2024-10-21,D008,True
U000959,2025-06-29,D004,True
U000960,2025-08-12,D014,True
U000961,2025-06-23,D004,True
U000962,2024-02-20,D011,True
U000963,2024-10-06,D001,True
U000964,2024-08-17,D016,True
U000965,2024-11-06,D004,True
U000966,2024-12-07,D009,True
U000967,2025-09-06,D008,True
U000968,2023-04-08,D016,True
U000969,2025-07-26,D015,True
U000970,2025-12-14,D007,True
U000971,2023-04-12,D007,True
U000972,2025-11-05,D014,True
U000973,2025-06-15,D005,True
U000974,2025-09-18,D001,True
U000975,2024-05-23,D012,True
U000976,2023-02-06,D005,True
U000977,2025-09-30,D016,True
U000978,2025-03-12,D004,True
U000979,2023-10-22,D006,True
U000980,2024-06-26,D015,True
U000981,2024-04-29,D005,True
U000982,2024-04-29,D014,True
U000983,2024-06-27,D016,True
U000984,2024-08-19,D005,True
U000985,2023-12-25,D011,True
U000986,2025-08-29,D014,True
U000987,2024-02-28,D005,True
U000988,2025-11-12,D011,True
U000989,2024-10-09,D013,True
U000990,2023-07-12,D004,True
U000991,2025-04-11,D001,True
U000992,2023-06-23,D006,True
U000993,2025-10-22,D012,True
U000994,2023-04-30,D001,True
U000995,2024-09-08,D011,True
U000996,2024-03-14,D001,True
U000997,2025-06-12,D014,True
U000998,2024-07-11,D009,True
U000999,2024-03-12,D014,True
U001000,2024-03-03,D015,True
U001001,2025-07-22,D015,True
U001002,2024-07-10,D010,True
U001003,2024-12-17,D002,True
U001004,2024-03-27,D009,True
U001005,2025-09-09,D012,True
U001006,2025-07-11,D012,True
U001007,2024-03-04,D014,True
U001008,2023-04-15,D009,True
U001009,2025-12-12,D006,True
U001010,2025-09-23,D004,True
U001011,2023-10-17,D016,True
U001012,2024-03-24,D008,True
U001013,2025-10-20,D001,True
U001014,2025-08-07,D008,True
U001015,2024-07-22,D003,True
U001016,2024-04-20,D002,True
U001017,2024-01-17,D002,True
U001018,2023-10-30,D016,True
U001019,2025-11-22,D003,True
U001020,2024-07-28,D009,True
U001021,2023-07-28,D012,True
U001022,2024-04-07,D009,True
U001023,2025-12-20,D002,True
U001024,2025-12-04,D002,True
U001025,2024-05-09,D002,True
U001026,2025-11-15,D010,True
U001027,2023-09-09,D009,True
U001028,2023-12-28,D009,True
U001029,2023-05-30,D013,True
U001030,2023-01-14,D007,True
U001031,2024-05-05,D015,True
U001032,2024-01-13,D006,True
U001033,2023-12-23,D014,True
U001034,2025-11-23,D010,True
U001035,2025-03-16,D010,True
U001036,2023-10-12,D014,True
U001037,2025-03-31,D011,True
U001038,2023-07-07,D014,True
U001039,2025-08-30,D003,True
U001040,2024-12-02,D002,True
U001041,2023-05-13,D011,True
U001042,2025-07-22,D003,True
U001043,2023-02-27,D004,True
U001044,2025-01-16,D004,True
U001045,2023-11-06,D012,True
U001046,2025-01-03,D012,True
U001047,2025-08-31,D004,True
U001048,2023-12-09,D011,True
U001049,2025-11-15,D010,True
U001050,2024-08-26,D004,True
U001051,2024-02-08,D001,True
U001052,2023-07-16,D003,True
U001053,2023-03-19,D009,True
U001054,2025-08-08,D014,True
U001055,2024-06-17,D016,True
U001056,2023-04-15,D013,True
U001057,2024-12-10,D004,True
U001058,2025-10-11,D008,True
U001059,2025-02-14,D008,True
U001060,2025-04-26,D015,True
U001061,2023-09-30,D016,True
U001062,2025-09-04,D006,True
U001063,2023-12-21,D010,True
U001064,2023-11-23,D004,True
U001065,2023-09-07,D009,True
U001066,2024-05-11,D009,True
U001067,2023-11-15,D014,True
U001068,2024-05-31,D012,True
U001069,2023-03-03,D006,True
U001070,2024-08-04,D010,True
U001071,2025-07-12,D008,True
U001072,2024-12-17,D003,True
U001073,2025-07-04,D008,True
U001074,2023-07-06,D005,True
U001075,2024-06-23,D009,True
U001076,2023-03-28,D006,True
U001077,2023-06-08,D011,True
U001078,2025-06-25,D009,True
U001079,2024-04-27,D010,True
U001080,2025-11-21,D001,True
U001081,2024-04-07,D013,True
U001082,2024-02-05,D009,True
U001083,2023-09-24,D008,True
U001084,2025-02-18,D010,True
U001085,2023-03-07,D016,True
U001086,2025-11-24,D016,True
U001087,2024-08-19,D016,True
U001088,2023-10-10,D016,True
U001089,2023-08-28,D009,True
U001090,2023-05-14,D007,True
U001091,2023-06-18,D002,True
U001092,2024-03-13,D008,True
U001093,2024-06-18,D005,True
U001094,2024-01-13,D004,True
U001095,2025-06-10,D015,True
U001096,2025-04-24,D014,True
U001097,2025-04-16,D015,True
U001098,2024-04-13,D015,True
U001099,2023-07-24,D015,True
U001100,2023-07-30,D014,True
U001101,2023-10-04,D002,True
U001102,2025-07-17,D004,True
U001103,2024-12-08,D012,True
U001104,2025-01-30,D013,True
U001105,2024-07-31,D005,True
U001106,2024-01-30,D007,True
U001107,2025-05-14,D015,True
U001108,2023-07-24,D016,True
U001109,2025-11-30,D012,True
U001110,2023-08-23,D015,True
U001111,2024-03-19,D004,True
U001112,2025-11-08,D012,True
U001113,2023-07-22,D007,True
U001114,2023-09-02,D016,True
U001115,2025-09-27,D010,True
U001116,2024-06-11,D015,True
U001117,2023-04-29,D016,True
U001118,2025-05-18,D009,True
U001119,2025-10-23,D012,True
U001120,2023-06-23,D015,True
U001121,2025-09-09,D005,True
U001122,2023-12-15,D001,True
U001123,2025-07-09,D012,True
U001124,2023-12-08,D010,True
U001125,2024-07-25,D010,True
U001126,2025-10-19,D011,True
U001127,2023-06-07,D011,True
U001128,2025-04-05,D012,True
U001129,2023-10-26,D007,True
U001130,2023-04-02,D009,True
U001131,2024-07-02,D009,True
U001132,2023-12-31,D011,True
U001133,2024-02-11,D016,True
U001134,2023-10-24,D014,True
U001135,2024-10-26,D008,True
U001136,2024-02-08,D009,True
U001137,2024-12-20,D001,True
U001138,2024-02-17,D001,True
U001139,2024-02-01,D007,True
U001140,2025-12-11,D015,True
U001141,2025-02-06,D016,True
U001142,2023-05-14,D005,True
U001143,2023-01-15,D005,True
U001144,2023-05-04,D013,True
U001145,2024-03-02,D016,True
U001146,2025-08-30,D009,True
U001147,2025-02-12,D014,True
U001148,2023-09-28,D001,True
U001149,2024-09-07,D014,True
U001150,2023-08-17,D001,True
U001151,2024-12-13,D015,True
U001152,2023-07-24,D010,True
U001153,2024-07-08,D006,True
U001154,2024-05-26,D007,True
U001155,2023-12-24,D002,True
U001156,2025-09-07,D016,True
U001157,2023-10-08,D004,True
U001158,2023-07-30,D012,True
U001159,2024-09-29,D016,True
U001160,2023-03-22,D015,True
U001161,2023-01-20,D009,True
U001162,2025-03-21,D009,True
U001163,2023-04-01,D004,True
U001164,2023-08-24,D010,True
U001165,2025-08-21,D004,True
U001166,2023-10-26,D007,True
U001167,2023-08-07,D011,True
U001168,2025-11-17,D016,True
U001169,2025-01-10,D011,True
U001170,2025-01-05,D012,True
U001171,2025-10-19,D004,True
U001172,2023-10-28,D003,True
U001173,2024-01-17,D014,True
U001174,2023-05-01,D002,True
U001175,2023-04-23,D005,True
U001176,2024-10-31,D002,True
U001177,2023-04-27,D002,True
U001178,2025-11-18,D003,True
U001179,2024-11-24,D007,True
U001180,2024-04-10,D001,True
U001181,2025-03-17,D007,True
U001182,2023-04-23,D010,True
U001183,2024-09-13,D006,True
U001184,2023-07-30,D006,True
U001185,2024-06-09,D010,True
U001186,2025-06-14,D001,True
U001187,2025-06-30,D013,True
U001188,2024-01-10,D004,True
U001189,2025-05-04,D006,True
U001190,2024-04-25,D014,True
U001191,2024-07-11,D002,True
U001192,2024-08-12,D003,True
U001193,2025-05-26,D005,True
U001194,2023-05-30,D004,True
U001195,2024-07-11,D014,True
U001196,2023-12-31,D012,True
U001197,2025-06-18,D003,True
U001198,2025-03-09,D001,True
U001199,2024-12-10,D008,True
U001200,2025-09-01,D012,True
U001201,2023-11-04,D014,True
U001202,2023-07-29,D009,True
U001203,2025-02-19,D007,True
U001204,2024-05-16,D007,True
U001205,2024-11-01,D016,True
U001206,2023-12-31,D010,True
U001207,2025-02-09,D010,True
U001208,2023-11-04,D008,True
U001209,2023-05-06,D016,True
U001210,2024-08-24,D010,True
U001211,2024-03-07,D002,True
U001212,2024-08-20,D001,True
U001213,2024-12-29,D015,True
U001214,2023-05-04,D005,True
U001215,2025-07-22,D015,True
U001216,2024-11-08,D003,True
U001217,2023-10-02,D006,True
U001218,2023-12-30,D002,True
U001219,2024-02-25,D012,True
U001220,2024-11-21,D006,True
U001221,2023-08-15,D015,True
U001222,2025-03-08,D009,True
U001223,2024-04-15,D008,True
U001224,2023-05-22,D005,True
U001225,2023-10-15,D015,True
U001226,2023-04-08,D008,True
U001227,2023-02-21,D009,True
U001228,2025-07-22,D006,True
U001229,2023-01-18,D014,True
U001230,2023-07-09,D006,True
U001231,2023-02-28,D016,True
U001232,2023-04-23,D009,True
U001233,2023-03-18,D013,True
U001234,2025-07-14,D002,True
U001235,2024-05-07,D001,True
U001236,2023-07-08,D013,True
U001237,2025-01-27,D013,True
U001238,2023-11-12,D011,True
U001239,2024-12-22,D010,True
U001240,2025-06-09,D011,True
U001241,2023-04-11,D008,True
U001242,2025-08-01,D002,True
U001243,2025-03-18,D001,True
U001244,2024-05-25,D001,True
U001245,2024-07-09,D003,True
U001246,2025-12-15,D015,True
U001247,2025-06-05,D003,True
U001248,2025-03-31,D009,True
U001249,2024-08-08,D008,True
U001250,2023-06-11,D002,True
U001251,2024-12-28,D014,True
U001252,2023-12-16,D015,True
U001253,2023-01-13,D004,True
U001254,2024-05-14,D013,True
U001255,2024-10-03,D012,True
U001256,2024-03-21,D001,True
U001257,2025-07-23,D007,True
U001258,2023-12-05,D007,True
U001259,2025-08-24,D003,True
U001260,2025-10-30,D004,True
U001261,2024-03-09,D010,True
U001262,2023-12-06,D013,True
U001263,2023-07-08,D008,True
U001264,2025-06-27,D008,True
U001265,2023-04-29,D002,True
U001266,2025-09-28,D003,True
U001267,2023-06-01,D009,True
U001268,2024-12-06,D003,True
U001269,2023-06-22,D012,True
U001270,2023-09-04,D001,True
U001271,2023-03-14,D008,True
U001272,2025-12-18,D006,True
U001273,2025-06-02,D015,True
U001274,2024-10-21,D015,True
U001275,2024-10-21,D008,True
U001276,2023-04-21,D002,True
U001277,2025-07-14,D001,True
U001278,2025-06-14,D010,True
U001279,2025-01-14,D014,True
U001280,2025-02-14,D003,True
U001281,2025-02-11,D006,True
U001282,2024-07-15,D001,True
U001283,2025-12-31,D014,True
U001284,2025-07-26,D007,True
U001285,2023-01-23,D013,True
U001286,2024-02-15,D009,True
U001287,2023-08-11,D013,True
U001288,2025-09-14,D006,True
U001289,2024-03-30,D003,True
U001290,2024-06-25,D008,True
U001291,2024-02-01,D002,True
U001292,2024-06-13,D016,True
U001293,2025-07-14,D003,True
U001294,2025-10-29,D002,True
U001295,2024-04-20,D011,True
U001296,2025-09-15,D003,True
U001297,2024-03-25,D008,True
U001298,2025-08-10,D004,True
U001299,2024-02-29,D014,True
U001300,2025-09-03,D005,True
U001301,2023-04-20,D013,True
U001302,2024-12-06,D009,True
U001303,2023-03-25,D016,True
U001304,2023-07-20,D014,True
U001305,2025-09-21,D011,True
U001306,2024-07-24,D011,True
U001307,2023-11-22,D005,True
U001308,2024-03-23,D016,True
U001309,2024-01-15,D001,True
U001310,2024-06-20,D006,True
U001311,2024-12-29,D010,True
U001312,2023-10-03,D009,True
U001313,2025-09-06,D013,True
U001314,2024-07-10,D014,True
U001315,2025-05-21,D016,True
U001316,2024-02-09,D009,True
U001317,2025-05-29,D006,True
U001318,2023-03-16,D016,True
U001319,2025-05-22,D004,True
U001320,2024-04-26,D004,True
U001321,2023-11-09,D002,True
U001322,2023-12-07,D001,True
U001323,2025-07-30,D016,True
U001324,2024-02-24,D012,True
U001325,2023-04-03,D002,True
U001326,2025-01-17,D013,True
U001327,2023-03-30,D013,True
U001328,2024-03-04,D002,True
U001329,2024-07-12,D009,True
U001330,2024-05-17,D003,True
U001331,2024-04-28,D009,True
U001332,2025-03-25,D009,True
U001333,2025-03-10,D013,True
U001334,2023-03-26,D001,True
U001335,2023-01-11,D002,True
U001336,2024-01-22,D002,True
U001337,2025-08-21,D011,True
U001338,2025-04-22,D008,True
U001339,2023-07-18,D014,True
U001340,2025-01-03,D014,True
U001341,2023-02-21,D009,True
U001342,2023-07-06,D002,True
U001343,2024-05-10,D005,True
U001344,2024-07-28,D003,True
U001345,2023-09-12,D004,True
U001346,2024-05-07,D005,True
U001347,2025-12-20,D015,True
U001348,2023-11-10,D003,True
U001349,2023-07-16,D001,True
U001350,2025-10-02,D014,True
U001351,2023-01-01,D003,True
U001352,2024-07-07,D008,True
U001353,2023-08-12,D012,True
U001354,2023-05-09,D005,True
U001355,2024-09-25,D015,True
U001356,2023-10-22,D014,True
U001357,2025-05-31,D002,True
U001358,2024-03-31,D009,True
U001359,2025-04-27,D015,True
U001360,2025-07-13,D011,True
U001361,2025-10-15,D001,True
U001362,2023-03-25,D014,True
U001363,2025-12-03,D003,True
U001364,2023-06-09,D012,True
U001365,2025-05-18,D001,True
U001366,2025-12-20,D015,True
U001367,2023-05-07,D009,True
U001368,2024-12-30,D010,True
U001369,2023-12-09,D012,True
U001370,2023-06-10,D014,True
U001371,2025-06-04,D014,True
U001372,2023-04-17,D016,True
U001373,2025-09-29,D014,True
U001374,2023-08-08,D016,True
U001375,2025-04-07,D003,True
U001376,2025-02-08,D006,True
U001377,2024-09-11,D010,True
U001378,2025-05-05,D009,True
U001379,2024-11-06,D001,True
U001380,2025-02-25,D004,True
U001381,2023-12-20,D006,True
U001382,2023-06-19,D006,True
U001383,2023-12-18,D016,True
U001384,2023-01-01,D008,True
U001385,2024-11-25,D014,True
U001386,2023-05-27,D009,True
U001387,2025-09-11,D004,True
U001388,2025-01-16,D002,True
U001389,2024-01-24,D009,True
U001390,2024-05-24,D015,True
U001391,2023-10-23,D001,True
U001392,2025-06-29,D006,True
U001393,2025-01-27,D011,True
U001394,2023-09-24,D005,True
U001395,2025-08-29,D007,True
U001396,2023-09-04,D004,True
U001397,2025-12-02,D002,True
U001398,2025-03-02,D012,True
U001399,2023-04-01,D002,True
U001400,2025-08-10,D013,True
U001401,2025-01-21,D002,True
U001402,2023-10-08,D008,True
U001403,2023-06-08,D002,True
U001404,2024-09-24,D012,True
U001405,2024-02-10,D012,True
U001406,2025-05-29,D011,True
U001407,2025-04-23,D013,True
U001408,2023-07-18,D013,True
U001409,2025-07-27,D014,True
U001410,2023-09-07,D005,True
U001411,2023-09-22,D012,True
U001412,2023-10-11,D007,True
U001413,2023-11-02,D002,True
U001414,2025-04-04,D012,True
U001415,2024-08-20,D013,True
U001416,2023-02-14,D016,True
U001417,2024-12-11,D005,True
U001418,2025-08-29,D005,True
U001419,2025-01-01,D011,True
U001420,2024-06-14,D012,True
U001421,2025-09-28,D001,True
U001422,2023-10-30,D009,True
U001423,2025-11-24,D015,True
U001424,2023-05-28,D007,True
U001425,2023-03-18,D004,True
U001426,2024-11-17,D010,True
U001427,2025-05-05,D002,True
U001428,2025-09-18,D001,True
U001429,2023-07-20,D013,True
U001430,2024-03-11,D010,True
U001431,2023-02-10,D010,True
U001432,2024-08-25,D008,True
U001433,2025-11-06,D001,True
U001434,2024-06-13,D014,True
U001435,2025-08-27,D008,True
U001436,2024-03-30,D014,True
U001437,2025-12-29,D016,True
U001438,2025-10-14,D013,True
U001439,2024-06-14,D008,True
U001440,2023-05-13,D012,True
U001441,2025-12-21,D010,True
U001442,2024-06-01,D015,True
U001443,2025-09-18,D011,True
U001444,2024-08-22,D002,True
U001445,2024-07-11,D016,True
U001446,2025-12-01,D005,True
U001447,2023-04-06,D001,True
U001448,2025-02-07,D015,True
U001449,2023-08-13,D009,True
U001450,2023-12-08,D004,True
U001451,2024-12-11,D001,True
U001452,2025-09-25,D011,True
U001453,2025-09-20,D004,True
U001454,2024-02-29,D016,True
U001455,2024-02-28,D010,True
U001456,2023-04-19,D007,True
U001457,2023-02-25,D001,True
U001458,2024-05-31,D006,True
U001459,2023-04-14,D010,True
U001460,2025-11-12,D013,True
U001461,2025-02-07,D006,True
U001462,2023-03-11,D011,True
U001463,2025-12-26,D015,True
U001464,2025-01-30,D012,True
U001465,2024-03-27,D008,True
U001466,2024-12-20,D001,True
U001467,2023-12-04,D005,True
U001468,2023-12-24,D003,True
U001469,2024-03-17,D012,True
U001470,2025-09-08,D004,True
U001471,2024-12-10,D011,True
U001472,2025-02-13,D009,True
U001473,2023-05-18,D003,True
U001474,2025-06-26,D015,True
U001475,2023-02-21,D016,True
U001476,2024-01-24,D001,True
U001477,2023-12-22,D004,True
U001478,2024-10-31,D004,True
U001479,2023-01-10,D009,True
U001480,2025-07-05,D001,True
U001481,2023-12-28,D003,True
U001482,2024-05-18,D004,True
U001483,2025-04-15,D001,True
U001484,2025-12-25,D016,True
U001485,2024-07-21,D002,True
U001486,2024-06-17,D012,True
U001487,2025-08-15,D011,True
U001488,2023-08-08,D007,True
U001489,2024-10-15,D005,True
U001490,2023-05-08,D014,True
U001491,2025-03-09,D013,True
U001492,2024-07-06,D015,True
U001493,2024-09-24,D015,True
U001494,2024-11-11,D002,True
U001495,2025-02-26,D012,True
U001496,2025-01-01,D007,True
U001497,2025-09-23,D013,True
U001498,2025-09-18,D012,True
U001499,2023-09-08,D007,True
U001500,2023-09-11,D002,True
U001501,2023-07-17,D003,True
U001502,2025-03-02,D010,True
U001503,2025-04-23,D007,True
U001504,2023-04-29,D007,True
U001505,2024-05-02,D003,True
U001506,2025-03-26,D011,True
U001507,2025-08-11,D008,True
U001508,2023-08-03,D013,True
U001509,2024-05-22,D007,True
U001510,2023-08-02,D010,True
U001511,2024-11-01,D014,True
U001512,2024-01-15,D007,True
U001513,2025-07-12,D010,True
U001514,2024-03-26,D009,True
U001515,2023-11-29,D014,True
U001516,2025-05-05,D012,True
U001517,2025-10-28,D011,True
U001518,2025-05-23,D010,True
U001519,2023-11-11,D008,True
U001520,2025-05-25,D015,True
U001521,2023-04-26,D014,True
U001522,2024-09-20,D008,True
U001523,2025-09-28,D005,True
U001524,2024-11-20,D001,True
U001525,2024-06-04,D005,True
U001526,2024-10-27,D008,True
U001527,2024-10-03,D008,True
U001528,2025-06-02,D013,True
U001529,2025-12-23,D005,True
U001530,2024-03-07,D001,True
U001531,2025-02-20,D016,True
U001532,2025-11-28,D009,True
U001533,2025-12-20,D001,True
U001534,2024-04-05,D008,True
U001535,2023-07-24,D013,True
U001536,2023-08-06,D010,True
U001537,2023-05-19,D002,True
U001538,2023-03-14,D005,True
U001539,2023-10-27,D002,True
U001540,2025-02-06,D015,True
U001541,2024-03-27,D016,True
U001542,2023-03-01,D014,True
U001543,2023-08-11,D007,True
U001544,2023-09-07,D001,True
U001545,2024-01-01,D007,True
U001546,2023-04-12,D007,True
U001547,2023-01-11,D002,True
U001548,2023-01-20,D005,True
U001549,2024-11-14,D007,True
U001550,2025-10-04,D015,True
U001551,2025-11-01,D003,True
U001552,2025-01-18,D010,True
U001553,2023-05-26,D016,True
U001554,2025-09-19,D015,True
U001555,2023-12-21,D004,True
U001556,2023-01-24,D013,True
U001557,2025-03-23,D004,True
U001558,2025-12-25,D014,True
U001559,2024-12-11,D013,True
U001560,2023-06-03,D006,True
U001561,2023-03-02,D003,True
U001562,2023-08-17,D013,True
U001563,2025-12-08,D001,True
U001564,2023-11-18,D013,True
U001565,2023-03-05,D003,True
U001566,2025-02-08,D016,True
U001567,2025-09-26,D010,True
U001568,2025-01-31,D012,True
U001569,2025-01-14,D009,True
U001570,2023-11-20,D011,True
U001571,2023-03-06,D001,True
U001572,2023-08-20,D003,True
U001573,2023-06-25,D005,True
U001574,2025-02-13,D010,True
U001575,2025-06-08,D015,True
U001576,2023-07-09,D001,True
U001577,2024-10-13,D004,True
U001578,2025-10-08,D002,True
U001579,2023-01-09,D007,True
U001580,2024-07-08,D001,True
U001581,2024-01-23,D009,True
U001582,2024-07-22,D015,True
U001583,2025-10-01,D009,True
U001584,2023-01-03,D008,True
U001585,2024-12-02,D009,True
U001586,2023-09-01,D011,True
U001587,2023-11-20,D015,True
U001588,2025-03-29,D013,True
U001589,2025-08-31,D006,True
U001590,2025-06-10,D007,True
U001591,2025-08-10,D001,True
U001592,2023-08-20,D014,True
U001593,2023-09-04,D010,True
U001594,2025-09-08,D011,True
U001595,2023-05-01,D010,True
U001596,2024-10-02,D001,True
U001597,2023-01-09,D016,True
U001598,2025-12-14,D007,True
U001599,2023-07-04,D006,True
U001600,2024-02-16,D008,True
U001601,2023-07-17,D004,True
U001602,2025-04-16,D014,True
U001603,2023-01-19,D016,True
U001604,2025-11-14,D010,True
U001605,2025-07-20,D011,True
U001606,2024-03-16,D016,True
U001607,2025-06-13,D008,True
U001608,2023-07-15,D007,True
U001609,2025-07-25,D010,True
U001610,2025-01-23,D004,True
U001611,2023-04-28,D011,True
U001612,2023-10-29,D005,True
U001613,2024-06-26,D016,True
U001614,2024-06-15,D009,True
U001615,2024-08-14,D007,True
U001616,2025-05-18,D016,True
U001617,2025-02-09,D015,True
U001618,2024-09-25,D002,True
U001619,2024-01-11,D016,True
U001620,2023-09-17,D014,True
U001621,2025-03-30,D002,True
U001622,2023-01-15,D010,True
U001623,2025-12-03,D015,True
U001624,2023-01-30,D009,True
U001625,2023-10-02,D009,True
U001626,2025-12-04,D004,True
U001627,2024-02-20,D015,True
U001628,2023-06-26,D010,True
U001629,2023-09-21,D013,True
U001630,2025-03-22,D004,True
U001631,2023-04-12,D011,True
U001632,2023-08-09,D011,True
U001633,2025-04-19,D011,True
U001634,2024-01-28,D010,True
U001635,2025-02-28,D009,True
U001636,2024-02-16,D014,True
U001637,2023-09-30,D015,True
U001638,2025-01-08,D006,True
U001639,2025-09-10,D015,True
U001640,2025-02-03,D005,True
U001641,2023-08-24,D016,True
U001642,2024-06-24,D002,True
U001643,2023-07-28,D001,True
U001644,2025-06-12,D011,True
U001645,2024-07-17,D004,True
U001646,2024-09-21,D006,True
U001647,2023-07-18,D008,True
U001648,2023-09-20,D007,True
U001649,2024-09-03,D005,True
U001650,2024-11-11,D013,True
U001651,2025-03-24,D005,True
U001652,2023-12-29,D009,True
U001653,2023-08-18,D014,True
U001654,2024-12-14,D014,True
U001655,2023-08-02,D003,True
U001656,2025-08-30,D008,True
U001657,2023-12-24,D013,True
U001658,2023-11-29,D016,True
U001659,2024-06-29,D002,True
U001660,2024-04-01,D007,True
U001661,2023-04-02,D003,True
U001662,2024-04-15,D006,True
U001663,2023-09-13,D005,True
U001664,2023-04-21,D008,True
U001665,2023-12-14,D001,True
U001666,2023-10-07,D002,True
U001667,2025-09-15,D003,True
U001668,2025-03-02,D014,True
U001669,2023-09-09,D010,True
U001670,2023-10-24,D002,True
U001671,2023-07-27,D003,True
U001672,2024-05-27,D002,True
U001673,2025-07-13,D001,True
U001674,2025-09-26,D004,True
U001675,2023-08-04,D013,True
U001676,2024-01-03,D011,True
U001677,2024-04-08,D011,True
U001678,2024-04-04,D008,True
U001679,2025-10-13,D002,True
U001680,2025-06-18,D016,True
U001681,2023-02-03,D009,True
U001682,2023-10-04,D005,True
U001683,2023-04-01,D010,True
U001684,2025-02-14,D001,True
U001685,2024-03-27,D006,True
U001686,2025-04-08,D011,True
U001687,2023-02-28,D015,True
U001688,2024-11-22,D002,True
U001689,2023-03-15,D007,True
U001690,2025-02-11,D004,True
U001691,2023-09-10,D013,True
U001692,2023-11-28,D013,True
U001693,2025-05-28,D002,True
U001694,2023-06-29,D002,True
U001695,2023-01-07,D013,True
U001696,2025-08-19,D004,True
U001697,2023-03-24,D003,True
U001698,2024-10-20,D009,True
U001699,2025-12-30,D005,True
U001700,2023-12-30,D002,True
U001701,2025-11-16,D014,True
U001702,2024-06-27,D006,True
U001703,2025-03-04,D015,True
U001704,2023-08-23,D009,True
U001705,2024-08-16,D010,True
U001706,2024-04-13,D014,True
U001707,2024-02-07,D005,True
U001708,2023-08-02,D012,True
U001709,2025-08-29,D011,True
U001710,2024-12-02,D010,True
U001711,2023-03-15,D016,True
U001712,2024-07-10,D003,True
U001713,2025-07-17,D014,True
U001714,2025-12-01,D006,True
U001715,2023-02-24,D012,True
U001716,2024-01-10,D007,True
U001717,2023-03-17,D011,True
U001718,2023-12-27,D016,True
U001719,2024-03-23,D006,True
U001720,2025-09-01,D009,True
U001721,2025-08-11,D012,True
U001722,2024-03-10,D006,True
U001723,2023-01-12,D006,True
U001724,2024-09-20,D002,True
U001725,2025-06-12,D013,True
U001726,2024-06-19,D008,True
U001727,2025-11-20,D008,True
U001728,2025-04-01,D016,True
U001729,2023-06-08,D009,True
U001730,2024-05-07,D010,True
U001731,2024-09-22,D008,True
U001732,2025-03-09,D010,True
U001733,2024-01-25,D015,True
U001734,2023-01-21,D014,True
U001735,2023-03-16,D010,True
U001736,2025-09-12,D010,True
U001737,2023-05-09,D015,True
U001738,2025-04-10,D009,True
U001739,2023-10-18,D009,True
U001740,2023-04-22,D005,True
U001741,2023-02-21,D007,True
U001742,2024-05-05,D004,True
U001743,2025-12-11,D014,True
U001744,2023-06-23,D003,True
U001745,2025-11-17,D002,True
