broadcast_date,programme_id,channel_id,overnight_viewers_thousands,c7_viewers_thousands,c7_reach_thousands,_loaded_at
2025-10-28,P014,FACTUAL,1.641,2.298,2.462,2025-12-31T23:59:00
2025-10-28,P022,MOVIES,4.478,7.101,8.927,2025-12-31T23:59:00
2025-10-28,P020,CATCHUP,2.318,2.634,3.282,2025-12-31T23:59:00
2025-10-28,P013,CATCHUP,4.235,4.979,6.37,2025-12-31T23:59:00
2025-10-28,P004,MAIN,4.352,6.474,8.15,2025-12-31T23:59:00
2025-10-28,P030,CATCHUP,4.142,4.911,5.592,2025-12-31T23:59:00
2025-10-28,P011,CATCHUP,3.291,4.155,4.481,2025-12-31T23:59:00
2025-10-28,P010,MOVIES,3.113,4.852,5.576,2025-12-31T23:59:00
2025-10-28,P007,MAIN,1.895,2.406,2.84,2025-12-31T23:59:00
2025-11-12,P013,CATCHUP,4.826,7.681,8.13,2025-12-31T23:59:00
2025-11-12,P019,MOVIES,0.795,0.952,1.229,2025-12-31T23:59:00
2025-11-12,P028,FACTUAL,4.706,7.468,8.035,2025-12-31T23:59:00
2025-11-12,P005,MOVIES,4.396,6.956,8.747,2025-12-31T23:59:00
2025-11-12,P020,CATCHUP,4.176,6.525,7.395,2025-12-31T23:59:00
2025-11-12,P024,MAIN,1.602,1.899,2.443,2025-12-31T23:59:00
2025-11-12,P003,MAIN,5.173,7.649,9.076,2025-12-31T23:59:00
2025-11-12,P007,MAIN,0.683,1.06,1.36,2025-12-31T23:59:00
2025-11-12,P017,MAIN,4.123,6.491,7.883,2025-12-31T23:59:00
2025-11-12,P011,FACTUAL,0.736,0.882,1.06,2025-12-31T23:59:00
2025-11-12,P026,MOVIES,2.712,3.718,4.71,2025-12-31T23:59:00
2025-11-12,P006,MAIN,0.704,0.781,0.946,2025-12-31T23:59:00
2025-11-12,P001,EXTRA,5.797,7.724,8.248,2025-12-31T23:59:00
2025-11-12,P009,MOVIES,0.848,1.022,1.15,2025-12-31T23:59:00
2025-11-12,P008,MAIN,0.609,0.954,1.209,2025-12-31T23:59:00
2025-11-27,P027,CATCHUP,2.781,4.362,5.035,2025-12-31T23:59:00
2025-11-27,P020,FACTUAL,2.318,2.582,3.303,2025-12-31T23:59:00
2025-11-27,P023,FACTUAL,3.032,4.236,5.407,2025-12-31T23:59:00
2025-11-27,P006,EXTRA,4.673,6.895,8.31,2025-12-31T23:59:00
2025-11-27,P008,EXTRA,0.591,0.846,1.041,2025-12-31T23:59:00
2025-11-27,P025,EXTRA,2.702,3.514,3.952,2025-12-31T23:59:00
2025-11-27,P010,EXTRA,1.861,2.503,2.819,2025-12-31T23:59:00
2025-11-27,P005,MAIN,1.495,1.67,2.147,2025-12-31T23:59:00
2025-11-27,P011,MOVIES,2.796,3.58,4.164,2025-12-31T23:59:00
2025-11-27,P026,MOVIES,2.07,2.65,2.899,2025-12-31T23:59:00
2025-11-27,P028,CATCHUP,3.629,5.391,6.707,2025-12-31T23:59:00
2025-11-27,P030,MAIN,0.763,0.88,0.965,2025-12-31T23:59:00
2025-11-27,P009,MOVIES,3.5,4.991,5.603,2025-12-31T23:59:00
2025-11-27,P018,MAIN,2.971,3.48,3.659,2025-12-31T23:59:00
2025-11-27,P021,MOVIES,2.637,3.853,4.444,2025-12-31T23:59:00
2025-12-12,P003,FACTUAL,3.134,4.661,5.559,2025-12-31T23:59:00
2025-12-12,P018,MOVIES,2.082,2.529,2.699,2025-12-31T23:59:00
2025-12-12,P022,EXTRA,5.429,6.917,8.043,2025-12-31T23:59:00
2025-12-12,P001,FACTUAL,4.31,6.877,7.302,2025-12-31T23:59:00
2025-12-12,P012,CATCHUP,5.457,7.397,9.084,2025-12-31T23:59:00
2025-12-12,P013,MOVIES,4.781,7.186,8.507,2025-12-31T23:59:00
2025-12-12,P008,MAIN,1.433,1.85,2.242,2025-12-31T23:59:00
2025-12-12,P011,EXTRA,4.545,5.924,6.555,2025-12-31T23:59:00
2025-12-12,P016,MOVIES,1.087,1.313,1.388,2025-12-31T23:59:00
2025-12-12,P014,FACTUAL,3.809,4.997,5.679,2025-12-31T23:59:00
2025-12-12,P019,MAIN,0.561,0.758,0.814,2025-12-31T23:59:00
2025-12-12,P005,FACTUAL,5.351,7.92,9.496,2025-12-31T23:59:00
2025-12-12,P027,MAIN,5.231,6.214,6.926,2025-12-31T23:59:00
2025-12-12,P025,CATCHUP,2.972,3.434,4.007,2025-12-31T23:59:00
2025-12-12,P020,CATCHUP,3.934,4.754,5.127,2025-12-31T23:59:00
2025-12-26,P011,CATCHUP,0.869,,,2025-12-31T23:59:00
2025-12-26,P003,MAIN,5.33,,,2025-12-31T23:59:00
2025-12-26,P024,MAIN,1.826,,,2025-12-31T23:59:00
2025-12-26,P005,EXTRA,1.354,,,2025-12-31T23:59:00
2025-12-26,P026,CATCHUP,4.744,,,2025-12-31T23:59:00
2025-12-26,P012,CATCHUP,2.986,,,2025-12-31T23:59:00
2025-12-26,P029,FACTUAL,3.471,,,2025-12-31T23:59:00
2025-12-26,P023,MAIN,4.551,,,2025-12-31T23:59:00
2025-12-26,P002,MOVIES,5.935,,,2025-12-31T23:59:00
2025-12-26,P025,CATCHUP,4.201,,,2025-12-31T23:59:00
2025-12-26,P001,EXTRA,5.737,,,2025-12-31T23:59:00
2025-12-26,P015,CATCHUP,5.486,,,2025-12-31T23:59:00
2025-12-26,P028,EXTRA,4.358,,,2025-12-31T23:59:00
2025-12-26,P019,MOVIES,2.324,,,2025-12-31T23:59:00
2025-12-26,P009,CATCHUP,2.963,,,2025-12-31T23:59:00
2025-12-27,P002,MAIN,4.215,,,2025-12-31T23:59:00
2025-12-27,P009,CATCHUP,3.512,,,2025-12-31T23:59:00
2025-12-27,P024,CATCHUP,4.896,,,2025-12-31T23:59:00
2025-12-27,P018,MOVIES,3.318,,,2025-12-31T23:59:00
2025-12-27,P014,CATCHUP,1.268,,,2025-12-31T23:59:00
2025-12-27,P027,EXTRA,0.909,,,2025-12-31T23:59:00
2025-12-27,P026,FACTUAL,2.681,,,2025-12-31T23:59:00
2025-12-27,P001,FACTUAL,4.413,,,2025-12-31T23:59:00
2025-12-27,P004,FACTUAL,1.777,,,2025-12-31T23:59:00
2025-12-27,P028,CATCHUP,2.031,,,2025-12-31T23:59:00
2025-12-27,P020,EXTRA,0.737,,,2025-12-31T23:59:00
2025-12-27,P003,FACTUAL,6.159,,,2025-12-31T23:59:00
2025-12-27,P023,MOVIES,0.628,,,2025-12-31T23:59:00
2025-12-27,P007,CATCHUP,2.68,,,2025-12-31T23:59:00
2025-12-27,P008,MOVIES,1.524,,,2025-12-31T23:59:00
2025-12-28,P009,CATCHUP,3.172,,,2025-12-31T23:59:00
2025-12-28,P014,EXTRA,4.035,,,2025-12-31T23:59:00
2025-12-28,P026,EXTRA,3.498,,,2025-12-31T23:59:00
2025-12-28,P029,FACTUAL,1.575,,,2025-12-31T23:59:00
2025-12-28,P027,MOVIES,3.408,,,2025-12-31T23:59:00
2025-12-28,P006,FACTUAL,1.877,,,2025-12-31T23:59:00
2025-12-28,P018,MAIN,2.102,,,2025-12-31T23:59:00
2025-12-28,P022,MOVIES,3.583,,,2025-12-31T23:59:00
2025-12-28,P005,EXTRA,1.003,,,2025-12-31T23:59:00
2025-12-28,P001,MAIN,5.61,,,2025-12-31T23:59:00
2025-12-28,P030,MOVIES,5.32,,,2025-12-31T23:59:00
2025-12-28,P013,CATCHUP,3.836,,,2025-12-31T23:59:00
2025-12-28,P002,FACTUAL,6.305,,,2025-12-31T23:59:00
2025-12-28,P012,MOVIES,2.278,,,2025-12-31T23:59:00
2025-12-28,P025,MAIN,3.167,,,2025-12-31T23:59:00
2025-12-29,P015,MOVIES,3.594,,,2025-12-31T23:59:00
2025-12-29,P014,CATCHUP,4.2,,,2025-12-31T23:59:00
2025-12-29,P008,FACTUAL,4.899,,,2025-12-31T23:59:00
2025-12-29,P007,FACTUAL,2.73,,,2025-12-31T23:59:00
2025-12-29,P021,EXTRA,3.656,,,2025-12-31T23:59:00
2025-12-29,P012,MOVIES,4.058,,,2025-12-31T23:59:00
2025-12-29,P005,EXTRA,0.877,,,2025-12-31T23:59:00
2025-12-29,P024,FACTUAL,2.455,,,2025-12-31T23:59:00
2025-12-29,P025,FACTUAL,0.603,,,2025-12-31T23:59:00
2025-12-29,P002,EXTRA,4.412,,,2025-12-31T23:59:00
2025-12-29,P009,FACTUAL,4.799,,,2025-12-31T23:59:00
2025-12-29,P029,MOVIES,3.267,,,2025-12-31T23:59:00
2025-12-29,P019,FACTUAL,1.668,,,2025-12-31T23:59:00
2025-12-29,P030,MAIN,2.372,,,2025-12-31T23:59:00
2025-12-29,P006,FACTUAL,2.593,,,2025-12-31T23:59:00
2025-12-30,P007,MAIN,2.682,,,2025-12-31T23:59:00
2025-12-30,P002,MOVIES,3.7,,,2025-12-31T23:59:00
2025-12-30,P005,CATCHUP,3.959,,,2025-12-31T23:59:00
2025-12-30,P011,EXTRA,4.765,,,2025-12-31T23:59:00
2025-12-30,P020,EXTRA,2.999,,,2025-12-31T23:59:00
2025-12-30,P003,MOVIES,5.651,,,2025-12-31T23:59:00
2025-12-30,P012,MOVIES,4.28,,,2025-12-31T23:59:00
2025-12-30,P027,EXTRA,3.239,,,2025-12-31T23:59:00
2025-12-30,P022,EXTRA,0.85,,,2025-12-31T23:59:00
2025-12-30,P021,MOVIES,5.011,,,2025-12-31T23:59:00
2025-12-30,P010,EXTRA,3.449,,,2025-12-31T23:59:00
2025-12-30,P006,MOVIES,1.813,,,2025-12-31T23:59:00
2025-12-30,P029,CATCHUP,3.926,,,2025-12-31T23:59:00
2025-12-30,P025,FACTUAL,5.16,,,2025-12-31T23:59:00
2025-12-30,P019,EXTRA,2.793,,,2025-12-31T23:59:00
